scenario,policy,origin_week,hub,category,ending_inventory
base,moving_average,2018-06-25,RJ,health_beauty,0.0
base,moving_average,2018-06-25,RJ,housewares,0.0
base,moving_average,2018-06-25,RJ,sports_leisure,1.0
base,moving_average,2018-06-25,RJ,telephony,5.0
base,moving_average,2018-06-25,RJ,watches_gifts,8.0
base,moving_average,2018-06-25,SC,auto,3.0
base,moving_average,2018-06-25,SC,bed_bath_table,1.0
base,moving_average,2018-06-25,SC,computers_accessories,0.0
base,moving_average,2018-06-25,SC,furniture_decor,0.0
base,moving_average,2018-06-25,SC,garden_tools,0.0
base,moving_average,2018-06-25,SC,health_beauty,0.0
base,moving_average,2018-06-25,SC,housewares,8.0
base,moving_average,2018-06-25,SC,sports_leisure,4.0
base,moving_average,2018-06-25,SC,telephony,0.0
base,moving_average,2018-06-25,SC,watches_gifts,3.0
base,moving_average,2018-06-25,RS,auto,0.0
base,moving_average,2018-06-25,RS,bed_bath_table,0.0
base,moving_average,2018-06-25,RS,computers_accessories,0.0
base,moving_average,2018-06-25,RS,furniture_decor,0.0
base,moving_average,2018-06-25,RS,garden_tools,2.0
base,moving_average,2018-06-25,RS,health_beauty,0.0
base,moving_average,2018-06-25,RS,housewares,5.0
base,moving_average,2018-06-25,RS,sports_leisure,0.0
base,moving_average,2018-06-25,RS,telephony,0.0
base,moving_average,2018-06-25,RS,watches_gifts,0.0
base,moving_average,2018-07-02,SP,auto,24.0
base,moving_average,2018-07-02,SP,bed_bath_table,110.0
base,moving_average,2018-07-02,SP,computers_accessories,26.0
base,moving_average,2018-07-02,SP,furniture_decor,0.0
base,moving_average,2018-07-02,SP,garden_tools,0.0
base,moving_average,2018-07-02,SP,health_beauty,66.0
base,moving_average,2018-07-02,SP,housewares,43.0
base,moving_average,2018-07-02,SP,sports_leisure,2.0
base,moving_average,2018-07-02,SP,telephony,45.0
base,moving_average,2018-07-02,SP,watches_gifts,91.0
base,moving_average,2018-07-02,PR,auto,0.0
base,moving_average,2018-07-02,PR,bed_bath_table,0.0
base,moving_average,2018-07-02,PR,computers_accessories,0.0
base,moving_average,2018-07-02,PR,furniture_decor,18.0
base,moving_average,2018-07-02,PR,garden_tools,0.0
base,moving_average,2018-07-02,PR,health_beauty,12.0
base,moving_average,2018-07-02,PR,housewares,0.0
base,moving_average,2018-07-02,PR,sports_leisure,0.0
base,moving_average,2018-07-02,PR,telephony,0.0
base,moving_average,2018-07-02,PR,watches_gifts,0.0
base,moving_average,2018-07-02,MG,auto,0.0
base,moving_average,2018-07-02,MG,bed_bath_table,0.0
base,moving_average,2018-07-02,MG,computers_accessories,5.0
base,moving_average,2018-07-02,MG,furniture_decor,0.0
base,moving_average,2018-07-02,MG,garden_tools,8.0
base,moving_average,2018-07-02,MG,health_beauty,0.0
base,moving_average,2018-07-02,MG,housewares,20.0
base,moving_average,2018-07-02,MG,sports_leisure,8.0
base,moving_average,2018-07-02,MG,telephony,2.0
base,moving_average,2018-07-02,MG,watches_gifts,0.0
base,moving_average,2018-07-02,RJ,auto,2.0
base,moving_average,2018-07-02,RJ,bed_bath_table,0.0
base,moving_average,2018-07-02,RJ,computers_accessories,0.0
base,moving_average,2018-07-02,RJ,furniture_decor,0.0
base,moving_average,2018-07-02,RJ,garden_tools,0.0
base,moving_average,2018-07-02,RJ,health_beauty,15.0
base,moving_average,2018-07-02,RJ,housewares,0.0
base,moving_average,2018-07-02,RJ,sports_leisure,7.0
base,moving_average,2018-07-02,RJ,telephony,11.0
base,moving_average,2018-07-02,RJ,watches_gifts,8.0
base,moving_average,2018-07-02,SC,auto,3.0
base,moving_average,2018-07-02,SC,bed_bath_table,10.0
base,moving_average,2018-07-02,SC,computers_accessories,0.0
base,moving_average,2018-07-02,SC,furniture_decor,0.0
base,moving_average,2018-07-02,SC,garden_tools,0.0
base,moving_average,2018-07-02,SC,health_beauty,0.0
base,moving_average,2018-07-02,SC,housewares,8.0
base,moving_average,2018-07-02,SC,sports_leisure,2.0
base,moving_average,2018-07-02,SC,telephony,0.0
base,moving_average,2018-07-02,SC,watches_gifts,8.0
base,moving_average,2018-07-02,RS,auto,0.0
base,moving_average,2018-07-02,RS,bed_bath_table,0.0
base,moving_average,2018-07-02,RS,computers_accessories,7.0
base,moving_average,2018-07-02,RS,furniture_decor,0.0
base,moving_average,2018-07-02,RS,garden_tools,0.0
base,moving_average,2018-07-02,RS,health_beauty,0.0
base,moving_average,2018-07-02,RS,housewares,1.0
base,moving_average,2018-07-02,RS,sports_leisure,0.0
base,moving_average,2018-07-02,RS,telephony,0.0
base,moving_average,2018-07-02,RS,watches_gifts,0.0
base,moving_average,2018-07-09,SP,auto,55.0
base,moving_average,2018-07-09,SP,bed_bath_table,185.0
base,moving_average,2018-07-09,SP,computers_accessories,73.0
base,moving_average,2018-07-09,SP,furniture_decor,56.0
base,moving_average,2018-07-09,SP,garden_tools,35.0
base,moving_average,2018-07-09,SP,health_beauty,147.0
base,moving_average,2018-07-09,SP,housewares,97.0
base,moving_average,2018-07-09,SP,sports_leisure,53.0
base,moving_average,2018-07-09,SP,telephony,60.0
base,moving_average,2018-07-09,SP,watches_gifts,81.0
base,moving_average,2018-07-09,PR,auto,0.0
base,moving_average,2018-07-09,PR,bed_bath_table,0.0
base,moving_average,2018-07-09,PR,computers_accessories,0.0
base,moving_average,2018-07-09,PR,furniture_decor,36.0
base,moving_average,2018-07-09,PR,garden_tools,0.0
base,moving_average,2018-07-09,PR,health_beauty,24.0
base,moving_average,2018-07-09,PR,housewares,7.0
base,moving_average,2018-07-09,PR,sports_leisure,0.0
base,moving_average,2018-07-09,PR,telephony,0.0
base,moving_average,2018-07-09,PR,watches_gifts,0.0
base,moving_average,2018-07-09,MG,auto,0.0
base,moving_average,2018-07-09,MG,bed_bath_table,0.0
base,moving_average,2018-07-09,MG,computers_accessories,7.0
base,moving_average,2018-07-09,MG,furniture_decor,11.0
base,moving_average,2018-07-09,MG,garden_tools,8.0
base,moving_average,2018-07-09,MG,health_beauty,0.0
base,moving_average,2018-07-09,MG,housewares,20.0
base,moving_average,2018-07-09,MG,sports_leisure,4.0
base,moving_average,2018-07-09,MG,telephony,1.0
base,moving_average,2018-07-09,MG,watches_gifts,0.0
base,moving_average,2018-07-09,RJ,auto,0.0
base,moving_average,2018-07-09,RJ,bed_bath_table,3.0
base,moving_average,2018-07-09,RJ,computers_accessories,0.0
base,moving_average,2018-07-09,RJ,furniture_decor,0.0
base,moving_average,2018-07-09,RJ,garden_tools,1.0
base,moving_average,2018-07-09,RJ,health_beauty,15.0
base,moving_average,2018-07-09,RJ,housewares,0.0
base,moving_average,2018-07-09,RJ,sports_leisure,14.0
base,moving_average,2018-07-09,RJ,telephony,10.0
base,moving_average,2018-07-09,RJ,watches_gifts,8.0
base,moving_average,2018-07-09,SC,auto,3.0
base,moving_average,2018-07-09,SC,bed_bath_table,18.0
base,moving_average,2018-07-09,SC,computers_accessories,0.0
base,moving_average,2018-07-09,SC,furniture_decor,0.0
base,moving_average,2018-07-09,SC,garden_tools,5.0
base,moving_average,2018-07-09,SC,health_beauty,0.0
base,moving_average,2018-07-09,SC,housewares,8.0
base,moving_average,2018-07-09,SC,sports_leisure,9.0
base,moving_average,2018-07-09,SC,telephony,0.0
base,moving_average,2018-07-09,SC,watches_gifts,7.0
base,moving_average,2018-07-09,RS,auto,0.0
base,moving_average,2018-07-09,RS,bed_bath_table,0.0
base,moving_average,2018-07-09,RS,computers_accessories,11.0
base,moving_average,2018-07-09,RS,furniture_decor,2.0
base,moving_average,2018-07-09,RS,garden_tools,1.0
base,moving_average,2018-07-09,RS,health_beauty,0.0
base,moving_average,2018-07-09,RS,housewares,3.0
base,moving_average,2018-07-09,RS,sports_leisure,0.0
base,moving_average,2018-07-09,RS,telephony,0.0
base,moving_average,2018-07-09,RS,watches_gifts,0.0
base,moving_average,2018-07-16,SP,auto,13.0
base,moving_average,2018-07-16,SP,bed_bath_table,105.0
base,moving_average,2018-07-16,SP,computers_accessories,52.0
base,moving_average,2018-07-16,SP,furniture_decor,59.0
base,moving_average,2018-07-16,SP,garden_tools,45.0
base,moving_average,2018-07-16,SP,health_beauty,90.0
base,moving_average,2018-07-16,SP,housewares,62.0
base,moving_average,2018-07-16,SP,sports_leisure,76.0
base,moving_average,2018-07-16,SP,telephony,25.0
base,moving_average,2018-07-16,SP,watches_gifts,9.0
base,moving_average,2018-07-16,PR,auto,0.0
base,moving_average,2018-07-16,PR,bed_bath_table,0.0
base,moving_average,2018-07-16,PR,computers_accessories,0.0
base,moving_average,2018-07-16,PR,furniture_decor,20.0
base,moving_average,2018-07-16,PR,garden_tools,0.0
base,moving_average,2018-07-16,PR,health_beauty,14.0
base,moving_average,2018-07-16,PR,housewares,0.0
base,moving_average,2018-07-16,PR,sports_leisure,0.0
base,moving_average,2018-07-16,PR,telephony,0.0
base,moving_average,2018-07-16,PR,watches_gifts,0.0
base,moving_average,2018-07-16,MG,auto,0.0
base,moving_average,2018-07-16,MG,bed_bath_table,0.0
base,moving_average,2018-07-16,MG,computers_accessories,3.0
base,moving_average,2018-07-16,MG,furniture_decor,14.0
base,moving_average,2018-07-16,MG,garden_tools,8.0
base,moving_average,2018-07-16,MG,health_beauty,0.0
base,moving_average,2018-07-16,MG,housewares,20.0
base,moving_average,2018-07-16,MG,sports_leisure,0.0
base,moving_average,2018-07-16,MG,telephony,2.0
base,moving_average,2018-07-16,MG,watches_gifts,0.0
base,moving_average,2018-07-16,RJ,auto,0.0
base,moving_average,2018-07-16,RJ,bed_bath_table,0.0
base,moving_average,2018-07-16,RJ,computers_accessories,0.0
base,moving_average,2018-07-16,RJ,furniture_decor,0.0
base,moving_average,2018-07-16,RJ,garden_tools,0.0
base,moving_average,2018-07-16,RJ,health_beauty,15.0
base,moving_average,2018-07-16,RJ,housewares,0.0
base,moving_average,2018-07-16,RJ,sports_leisure,11.0
base,moving_average,2018-07-16,RJ,telephony,7.0
base,moving_average,2018-07-16,RJ,watches_gifts,8.0
base,moving_average,2018-07-16,SC,auto,3.0
base,moving_average,2018-07-16,SC,bed_bath_table,16.0
base,moving_average,2018-07-16,SC,computers_accessories,0.0
base,moving_average,2018-07-16,SC,furniture_decor,0.0
base,moving_average,2018-07-16,SC,garden_tools,7.0
base,moving_average,2018-07-16,SC,health_beauty,0.0
base,moving_average,2018-07-16,SC,housewares,8.0
base,moving_average,2018-07-16,SC,sports_leisure,11.0
base,moving_average,2018-07-16,SC,telephony,0.0
base,moving_average,2018-07-16,SC,watches_gifts,0.0
base,moving_average,2018-07-16,RS,auto,0.0
base,moving_average,2018-07-16,RS,bed_bath_table,0.0
base,moving_average,2018-07-16,RS,computers_accessories,5.0
base,moving_average,2018-07-16,RS,furniture_decor,0.0
base,moving_average,2018-07-16,RS,garden_tools,2.0
base,moving_average,2018-07-16,RS,health_beauty,0.0
base,moving_average,2018-07-16,RS,housewares,0.0
base,moving_average,2018-07-16,RS,sports_leisure,0.0
base,moving_average,2018-07-16,RS,telephony,0.0
base,moving_average,2018-07-16,RS,watches_gifts,0.0
base,moving_average,2018-07-23,SP,auto,0.0
base,moving_average,2018-07-23,SP,bed_bath_table,0.0
base,moving_average,2018-07-23,SP,computers_accessories,0.0
base,moving_average,2018-07-23,SP,furniture_decor,0.0
base,moving_average,2018-07-23,SP,garden_tools,0.0
base,moving_average,2018-07-23,SP,health_beauty,29.0
base,moving_average,2018-07-23,SP,housewares,0.0
base,moving_average,2018-07-23,SP,sports_leisure,1.0
base,moving_average,2018-07-23,SP,telephony,0.0
base,moving_average,2018-07-23,SP,watches_gifts,0.0
base,moving_average,2018-07-23,PR,auto,0.0
base,moving_average,2018-07-23,PR,bed_bath_table,0.0
base,moving_average,2018-07-23,PR,computers_accessories,0.0
base,moving_average,2018-07-23,PR,furniture_decor,0.0
base,moving_average,2018-07-23,PR,garden_tools,0.0
base,moving_average,2018-07-23,PR,health_beauty,5.0
base,moving_average,2018-07-23,PR,housewares,0.0
base,moving_average,2018-07-23,PR,sports_leisure,0.0
base,moving_average,2018-07-23,PR,telephony,0.0
base,moving_average,2018-07-23,PR,watches_gifts,0.0
base,moving_average,2018-07-23,MG,auto,0.0
base,moving_average,2018-07-23,MG,bed_bath_table,0.0
base,moving_average,2018-07-23,MG,computers_accessories,0.0
base,moving_average,2018-07-23,MG,furniture_decor,0.0
base,moving_average,2018-07-23,MG,garden_tools,8.0
base,moving_average,2018-07-23,MG,health_beauty,0.0
base,moving_average,2018-07-23,MG,housewares,0.0
base,moving_average,2018-07-23,MG,sports_leisure,0.0
base,moving_average,2018-07-23,MG,telephony,0.0
base,moving_average,2018-07-23,MG,watches_gifts,0.0
base,moving_average,2018-07-23,RJ,auto,0.0
base,moving_average,2018-07-23,RJ,bed_bath_table,0.0
base,moving_average,2018-07-23,RJ,computers_accessories,0.0
base,moving_average,2018-07-23,RJ,furniture_decor,0.0
base,moving_average,2018-07-23,RJ,garden_tools,0.0
base,moving_average,2018-07-23,RJ,health_beauty,15.0
base,moving_average,2018-07-23,RJ,housewares,0.0
base,moving_average,2018-07-23,RJ,sports_leisure,0.0
base,moving_average,2018-07-23,RJ,telephony,0.0
base,moving_average,2018-07-23,RJ,watches_gifts,8.0
base,moving_average,2018-07-23,SC,auto,0.0
base,moving_average,2018-07-23,SC,bed_bath_table,1.0
base,moving_average,2018-07-23,SC,computers_accessories,0.0
base,moving_average,2018-07-23,SC,furniture_decor,0.0
base,moving_average,2018-07-23,SC,garden_tools,6.0
base,moving_average,2018-07-23,SC,health_beauty,0.0
base,moving_average,2018-07-23,SC,housewares,0.0
base,moving_average,2018-07-23,SC,sports_leisure,0.0
base,moving_average,2018-07-23,SC,telephony,0.0
base,moving_average,2018-07-23,SC,watches_gifts,6.0
base,moving_average,2018-07-23,RS,auto,0.0
base,moving_average,2018-07-23,RS,bed_bath_table,0.0
base,moving_average,2018-07-23,RS,computers_accessories,0.0
base,moving_average,2018-07-23,RS,furniture_decor,0.0
base,moving_average,2018-07-23,RS,garden_tools,3.0
base,moving_average,2018-07-23,RS,health_beauty,0.0
base,moving_average,2018-07-23,RS,housewares,0.0
base,moving_average,2018-07-23,RS,sports_leisure,0.0
base,moving_average,2018-07-23,RS,telephony,0.0
base,moving_average,2018-07-23,RS,watches_gifts,0.0
base,moving_average,2018-07-30,SP,auto,0.0
base,moving_average,2018-07-30,SP,bed_bath_table,0.0
base,moving_average,2018-07-30,SP,computers_accessories,0.0
base,moving_average,2018-07-30,SP,furniture_decor,0.0
base,moving_average,2018-07-30,SP,garden_tools,0.0
base,moving_average,2018-07-30,SP,health_beauty,6.0
base,moving_average,2018-07-30,SP,housewares,0.0
base,moving_average,2018-07-30,SP,sports_leisure,0.0
base,moving_average,2018-07-30,SP,telephony,0.0
base,moving_average,2018-07-30,SP,watches_gifts,0.0
base,moving_average,2018-07-30,PR,auto,0.0
base,moving_average,2018-07-30,PR,bed_bath_table,0.0
base,moving_average,2018-07-30,PR,computers_accessories,0.0
base,moving_average,2018-07-30,PR,furniture_decor,0.0
base,moving_average,2018-07-30,PR,garden_tools,0.0
base,moving_average,2018-07-30,PR,health_beauty,5.0
base,moving_average,2018-07-30,PR,housewares,0.0
base,moving_average,2018-07-30,PR,sports_leisure,0.0
base,moving_average,2018-07-30,PR,telephony,0.0
base,moving_average,2018-07-30,PR,watches_gifts,0.0
base,moving_average,2018-07-30,MG,auto,0.0
base,moving_average,2018-07-30,MG,bed_bath_table,0.0
base,moving_average,2018-07-30,MG,computers_accessories,0.0
base,moving_average,2018-07-30,MG,furniture_decor,0.0
base,moving_average,2018-07-30,MG,garden_tools,8.0
base,moving_average,2018-07-30,MG,health_beauty,0.0
base,moving_average,2018-07-30,MG,housewares,0.0
base,moving_average,2018-07-30,MG,sports_leisure,0.0
base,moving_average,2018-07-30,MG,telephony,0.0
base,moving_average,2018-07-30,MG,watches_gifts,0.0
base,moving_average,2018-07-30,RJ,auto,0.0
base,moving_average,2018-07-30,RJ,bed_bath_table,0.0
base,moving_average,2018-07-30,RJ,computers_accessories,0.0
base,moving_average,2018-07-30,RJ,furniture_decor,0.0
base,moving_average,2018-07-30,RJ,garden_tools,0.0
base,moving_average,2018-07-30,RJ,health_beauty,15.0
base,moving_average,2018-07-30,RJ,housewares,0.0
base,moving_average,2018-07-30,RJ,sports_leisure,0.0
base,moving_average,2018-07-30,RJ,telephony,0.0
base,moving_average,2018-07-30,RJ,watches_gifts,0.0
base,moving_average,2018-07-30,SC,auto,0.0
base,moving_average,2018-07-30,SC,bed_bath_table,0.0
base,moving_average,2018-07-30,SC,computers_accessories,0.0
base,moving_average,2018-07-30,SC,furniture_decor,0.0
base,moving_average,2018-07-30,SC,garden_tools,6.0
base,moving_average,2018-07-30,SC,health_beauty,0.0
base,moving_average,2018-07-30,SC,housewares,0.0
base,moving_average,2018-07-30,SC,sports_leisure,0.0
base,moving_average,2018-07-30,SC,telephony,0.0
base,moving_average,2018-07-30,SC,watches_gifts,0.0
base,moving_average,2018-07-30,RS,auto,0.0
base,moving_average,2018-07-30,RS,bed_bath_table,0.0
base,moving_average,2018-07-30,RS,computers_accessories,0.0
base,moving_average,2018-07-30,RS,furniture_decor,0.0
base,moving_average,2018-07-30,RS,garden_tools,4.0
base,moving_average,2018-07-30,RS,health_beauty,0.0
base,moving_average,2018-07-30,RS,housewares,0.0
base,moving_average,2018-07-30,RS,sports_leisure,0.0
base,moving_average,2018-07-30,RS,telephony,0.0
base,moving_average,2018-07-30,RS,watches_gifts,0.0
base,moving_average,2018-08-06,SP,auto,0.0
base,moving_average,2018-08-06,SP,bed_bath_table,0.0
base,moving_average,2018-08-06,SP,computers_accessories,0.0
base,moving_average,2018-08-06,SP,furniture_decor,0.0
base,moving_average,2018-08-06,SP,garden_tools,4.0
base,moving_average,2018-08-06,SP,health_beauty,0.0
base,moving_average,2018-08-06,SP,housewares,0.0
base,moving_average,2018-08-06,SP,sports_leisure,0.0
base,moving_average,2018-08-06,SP,telephony,0.0
base,moving_average,2018-08-06,SP,watches_gifts,3.0
base,moving_average,2018-08-06,PR,auto,0.0
base,moving_average,2018-08-06,PR,bed_bath_table,0.0
base,moving_average,2018-08-06,PR,computers_accessories,0.0
base,moving_average,2018-08-06,PR,furniture_decor,0.0
base,moving_average,2018-08-06,PR,garden_tools,0.0
base,moving_average,2018-08-06,PR,health_beauty,0.0
base,moving_average,2018-08-06,PR,housewares,0.0
base,moving_average,2018-08-06,PR,sports_leisure,0.0
base,moving_average,2018-08-06,PR,telephony,0.0
base,moving_average,2018-08-06,PR,watches_gifts,0.0
base,moving_average,2018-08-06,MG,auto,0.0
base,moving_average,2018-08-06,MG,bed_bath_table,0.0
base,moving_average,2018-08-06,MG,computers_accessories,0.0
base,moving_average,2018-08-06,MG,furniture_decor,0.0
base,moving_average,2018-08-06,MG,garden_tools,8.0
base,moving_average,2018-08-06,MG,health_beauty,0.0
base,moving_average,2018-08-06,MG,housewares,0.0
base,moving_average,2018-08-06,MG,sports_leisure,0.0
base,moving_average,2018-08-06,MG,telephony,0.0
base,moving_average,2018-08-06,MG,watches_gifts,0.0
base,moving_average,2018-08-06,RJ,auto,0.0
base,moving_average,2018-08-06,RJ,bed_bath_table,0.0
base,moving_average,2018-08-06,RJ,computers_accessories,0.0
base,moving_average,2018-08-06,RJ,furniture_decor,0.0
base,moving_average,2018-08-06,RJ,garden_tools,2.0
base,moving_average,2018-08-06,RJ,health_beauty,0.0
base,moving_average,2018-08-06,RJ,housewares,0.0
base,moving_average,2018-08-06,RJ,sports_leisure,0.0
base,moving_average,2018-08-06,RJ,telephony,0.0
base,moving_average,2018-08-06,RJ,watches_gifts,0.0
base,moving_average,2018-08-06,SC,auto,0.0
base,moving_average,2018-08-06,SC,bed_bath_table,0.0
base,moving_average,2018-08-06,SC,computers_accessories,0.0
base,moving_average,2018-08-06,SC,furniture_decor,0.0
base,moving_average,2018-08-06,SC,garden_tools,0.0
base,moving_average,2018-08-06,SC,health_beauty,0.0
base,moving_average,2018-08-06,SC,housewares,0.0
base,moving_average,2018-08-06,SC,sports_leisure,0.0
base,moving_average,2018-08-06,SC,telephony,0.0
base,moving_average,2018-08-06,SC,watches_gifts,0.0
base,moving_average,2018-08-06,RS,auto,0.0
base,moving_average,2018-08-06,RS,bed_bath_table,0.0
base,moving_average,2018-08-06,RS,computers_accessories,0.0
base,moving_average,2018-08-06,RS,furniture_decor,0.0
base,moving_average,2018-08-06,RS,garden_tools,6.0
base,moving_average,2018-08-06,RS,health_beauty,0.0
base,moving_average,2018-08-06,RS,housewares,0.0
base,moving_average,2018-08-06,RS,sports_leisure,0.0
base,moving_average,2018-08-06,RS,telephony,0.0
base,moving_average,2018-08-06,RS,watches_gifts,0.0
base,moving_average,2018-08-13,SP,auto,7.0
base,moving_average,2018-08-13,SP,bed_bath_table,0.0
base,moving_average,2018-08-13,SP,computers_accessories,9.0
base,moving_average,2018-08-13,SP,furniture_decor,8.0
base,moving_average,2018-08-13,SP,garden_tools,1.0
base,moving_average,2018-08-13,SP,health_beauty,0.0
base,moving_average,2018-08-13,SP,housewares,0.0
base,moving_average,2018-08-13,SP,sports_leisure,0.0
base,moving_average,2018-08-13,SP,telephony,25.0
base,moving_average,2018-08-13,SP,watches_gifts,42.0
base,moving_average,2018-08-13,PR,auto,0.0
base,moving_average,2018-08-13,PR,bed_bath_table,0.0
base,moving_average,2018-08-13,PR,computers_accessories,0.0
base,moving_average,2018-08-13,PR,furniture_decor,16.0
base,moving_average,2018-08-13,PR,garden_tools,0.0
base,moving_average,2018-08-13,PR,health_beauty,0.0
base,moving_average,2018-08-13,PR,housewares,0.0
base,moving_average,2018-08-13,PR,sports_leisure,0.0
base,moving_average,2018-08-13,PR,telephony,0.0
base,moving_average,2018-08-13,PR,watches_gifts,0.0
base,moving_average,2018-08-13,MG,auto,0.0
base,moving_average,2018-08-13,MG,bed_bath_table,0.0
base,moving_average,2018-08-13,MG,computers_accessories,3.0
base,moving_average,2018-08-13,MG,furniture_decor,1.0
base,moving_average,2018-08-13,MG,garden_tools,8.0
base,moving_average,2018-08-13,MG,health_beauty,0.0
base,moving_average,2018-08-13,MG,housewares,0.0
base,moving_average,2018-08-13,MG,sports_leisure,0.0
base,moving_average,2018-08-13,MG,telephony,0.0
base,moving_average,2018-08-13,MG,watches_gifts,0.0
base,moving_average,2018-08-13,RJ,auto,0.0
base,moving_average,2018-08-13,RJ,bed_bath_table,0.0
base,moving_average,2018-08-13,RJ,computers_accessories,0.0
base,moving_average,2018-08-13,RJ,furniture_decor,0.0
base,moving_average,2018-08-13,RJ,garden_tools,2.0
base,moving_average,2018-08-13,RJ,health_beauty,1.0
base,moving_average,2018-08-13,RJ,housewares,0.0
base,moving_average,2018-08-13,RJ,sports_leisure,0.0
base,moving_average,2018-08-13,RJ,telephony,4.0
base,moving_average,2018-08-13,RJ,watches_gifts,0.0
base,moving_average,2018-08-13,SC,auto,0.0
base,moving_average,2018-08-13,SC,bed_bath_table,0.0
base,moving_average,2018-08-13,SC,computers_accessories,0.0
base,moving_average,2018-08-13,SC,furniture_decor,0.0
base,moving_average,2018-08-13,SC,garden_tools,0.0
base,moving_average,2018-08-13,SC,health_beauty,0.0
base,moving_average,2018-08-13,SC,housewares,0.0
base,moving_average,2018-08-13,SC,sports_leisure,0.0
base,moving_average,2018-08-13,SC,telephony,0.0
base,moving_average,2018-08-13,SC,watches_gifts,5.0
base,moving_average,2018-08-13,RS,auto,0.0
base,moving_average,2018-08-13,RS,bed_bath_table,0.0
base,moving_average,2018-08-13,RS,computers_accessories,5.0
base,moving_average,2018-08-13,RS,furniture_decor,0.0
base,moving_average,2018-08-13,RS,garden_tools,6.0
base,moving_average,2018-08-13,RS,health_beauty,0.0
base,moving_average,2018-08-13,RS,housewares,0.0
base,moving_average,2018-08-13,RS,sports_leisure,0.0
base,moving_average,2018-08-13,RS,telephony,0.0
base,moving_average,2018-08-13,RS,watches_gifts,2.0
base,moving_average,2018-08-20,SP,auto,75.0
base,moving_average,2018-08-20,SP,bed_bath_table,81.0
base,moving_average,2018-08-20,SP,computers_accessories,69.0
base,moving_average,2018-08-20,SP,furniture_decor,60.0
base,moving_average,2018-08-20,SP,garden_tools,32.0
base,moving_average,2018-08-20,SP,health_beauty,73.0
base,moving_average,2018-08-20,SP,housewares,73.0
base,moving_average,2018-08-20,SP,sports_leisure,39.0
base,moving_average,2018-08-20,SP,telephony,89.0
base,moving_average,2018-08-20,SP,watches_gifts,115.0
base,moving_average,2018-08-20,PR,auto,2.0
base,moving_average,2018-08-20,PR,bed_bath_table,0.0
base,moving_average,2018-08-20,PR,computers_accessories,0.0
base,moving_average,2018-08-20,PR,furniture_decor,49.0
base,moving_average,2018-08-20,PR,garden_tools,0.0
base,moving_average,2018-08-20,PR,health_beauty,12.0
base,moving_average,2018-08-20,PR,housewares,2.0
base,moving_average,2018-08-20,PR,sports_leisure,7.0
base,moving_average,2018-08-20,PR,telephony,0.0
base,moving_average,2018-08-20,PR,watches_gifts,0.0
base,moving_average,2018-08-20,MG,auto,2.0
base,moving_average,2018-08-20,MG,bed_bath_table,11.0
base,moving_average,2018-08-20,MG,computers_accessories,24.0
base,moving_average,2018-08-20,MG,furniture_decor,12.0
base,moving_average,2018-08-20,MG,garden_tools,8.0
base,moving_average,2018-08-20,MG,health_beauty,7.0
base,moving_average,2018-08-20,MG,housewares,17.0
base,moving_average,2018-08-20,MG,sports_leisure,10.0
base,moving_average,2018-08-20,MG,telephony,4.0
base,moving_average,2018-08-20,MG,watches_gifts,0.0
base,moving_average,2018-08-20,RJ,auto,1.0
base,moving_average,2018-08-20,RJ,bed_bath_table,10.0
base,moving_average,2018-08-20,RJ,computers_accessories,0.0
base,moving_average,2018-08-20,RJ,furniture_decor,5.0
base,moving_average,2018-08-20,RJ,garden_tools,5.0
base,moving_average,2018-08-20,RJ,health_beauty,19.0
base,moving_average,2018-08-20,RJ,housewares,0.0
base,moving_average,2018-08-20,RJ,sports_leisure,14.0
base,moving_average,2018-08-20,RJ,telephony,10.0
base,moving_average,2018-08-20,RJ,watches_gifts,0.0
base,moving_average,2018-08-20,SC,auto,0.0
base,moving_average,2018-08-20,SC,bed_bath_table,10.0
base,moving_average,2018-08-20,SC,computers_accessories,1.0
base,moving_average,2018-08-20,SC,furniture_decor,0.0
base,moving_average,2018-08-20,SC,garden_tools,8.0
base,moving_average,2018-08-20,SC,health_beauty,0.0
base,moving_average,2018-08-20,SC,housewares,0.0
base,moving_average,2018-08-20,SC,sports_leisure,7.0
base,moving_average,2018-08-20,SC,telephony,0.0
base,moving_average,2018-08-20,SC,watches_gifts,13.0
base,moving_average,2018-08-20,RS,auto,0.0
base,moving_average,2018-08-20,RS,bed_bath_table,1.0
base,moving_average,2018-08-20,RS,computers_accessories,15.0
base,moving_average,2018-08-20,RS,furniture_decor,4.0
base,moving_average,2018-08-20,RS,garden_tools,7.0
base,moving_average,2018-08-20,RS,health_beauty,0.0
base,moving_average,2018-08-20,RS,housewares,11.0
base,moving_average,2018-08-20,RS,sports_leisure,0.0
base,moving_average,2018-08-20,RS,telephony,2.0
base,moving_average,2018-08-20,RS,watches_gifts,2.0
base,ridge,2018-05-28,SP,auto,48.0
base,ridge,2018-05-28,SP,bed_bath_table,119.0
base,ridge,2018-05-28,SP,computers_accessories,45.0
base,ridge,2018-05-28,SP,furniture_decor,86.0
base,ridge,2018-05-28,SP,garden_tools,51.0
base,ridge,2018-05-28,SP,health_beauty,68.0
base,ridge,2018-05-28,SP,housewares,8.0
base,ridge,2018-05-28,SP,sports_leisure,78.0
base,ridge,2018-05-28,SP,telephony,61.0
base,ridge,2018-05-28,SP,watches_gifts,27.0
base,ridge,2018-05-28,PR,auto,0.0
