scenario,policy,origin_week,hub,category,ending_inventory
base,last_week,2018-07-23,RS,auto,0.0
base,last_week,2018-07-23,RS,bed_bath_table,0.0
base,last_week,2018-07-23,RS,computers_accessories,0.0
base,last_week,2018-07-23,RS,furniture_decor,0.0
base,last_week,2018-07-23,RS,garden_tools,0.0
base,last_week,2018-07-23,RS,health_beauty,0.0
base,last_week,2018-07-23,RS,housewares,0.0
base,last_week,2018-07-23,RS,sports_leisure,0.0
base,last_week,2018-07-23,RS,telephony,0.0
base,last_week,2018-07-23,RS,watches_gifts,1.0
base,last_week,2018-07-30,SP,auto,14.0
base,last_week,2018-07-30,SP,bed_bath_table,3.0
base,last_week,2018-07-30,SP,computers_accessories,0.0
base,last_week,2018-07-30,SP,furniture_decor,0.0
base,last_week,2018-07-30,SP,garden_tools,16.0
base,last_week,2018-07-30,SP,health_beauty,0.0
base,last_week,2018-07-30,SP,housewares,0.0
base,last_week,2018-07-30,SP,sports_leisure,0.0
base,last_week,2018-07-30,SP,telephony,0.0
base,last_week,2018-07-30,SP,watches_gifts,21.0
base,last_week,2018-07-30,PR,auto,0.0
base,last_week,2018-07-30,PR,bed_bath_table,0.0
base,last_week,2018-07-30,PR,computers_accessories,0.0
base,last_week,2018-07-30,PR,furniture_decor,0.0
base,last_week,2018-07-30,PR,garden_tools,0.0
base,last_week,2018-07-30,PR,health_beauty,4.0
base,last_week,2018-07-30,PR,housewares,0.0
base,last_week,2018-07-30,PR,sports_leisure,0.0
base,last_week,2018-07-30,PR,telephony,0.0
base,last_week,2018-07-30,PR,watches_gifts,0.0
base,last_week,2018-07-30,MG,auto,0.0
base,last_week,2018-07-30,MG,bed_bath_table,1.0
base,last_week,2018-07-30,MG,computers_accessories,0.0
base,last_week,2018-07-30,MG,furniture_decor,0.0
base,last_week,2018-07-30,MG,garden_tools,0.0
base,last_week,2018-07-30,MG,health_beauty,0.0
base,last_week,2018-07-30,MG,housewares,0.0
base,last_week,2018-07-30,MG,sports_leisure,0.0
base,last_week,2018-07-30,MG,telephony,0.0
base,last_week,2018-07-30,MG,watches_gifts,0.0
base,last_week,2018-07-30,RJ,auto,0.0
base,last_week,2018-07-30,RJ,bed_bath_table,4.0
base,last_week,2018-07-30,RJ,computers_accessories,0.0
base,last_week,2018-07-30,RJ,furniture_decor,0.0
base,last_week,2018-07-30,RJ,garden_tools,1.0
base,last_week,2018-07-30,RJ,health_beauty,8.0
base,last_week,2018-07-30,RJ,housewares,0.0
base,last_week,2018-07-30,RJ,sports_leisure,0.0
base,last_week,2018-07-30,RJ,telephony,0.0
base,last_week,2018-07-30,RJ,watches_gifts,0.0
base,last_week,2018-07-30,SC,auto,0.0
base,last_week,2018-07-30,SC,bed_bath_table,11.0
base,last_week,2018-07-30,SC,computers_accessories,0.0
base,last_week,2018-07-30,SC,furniture_decor,0.0
base,last_week,2018-07-30,SC,garden_tools,3.0
base,last_week,2018-07-30,SC,health_beauty,0.0
base,last_week,2018-07-30,SC,housewares,0.0
base,last_week,2018-07-30,SC,sports_leisure,0.0
base,last_week,2018-07-30,SC,telephony,0.0
base,last_week,2018-07-30,SC,watches_gifts,6.0
base,last_week,2018-07-30,RS,auto,0.0
base,last_week,2018-07-30,RS,bed_bath_table,0.0
base,last_week,2018-07-30,RS,computers_accessories,0.0
base,last_week,2018-07-30,RS,furniture_decor,0.0
base,last_week,2018-07-30,RS,garden_tools,2.0
base,last_week,2018-07-30,RS,health_beauty,0.0
base,last_week,2018-07-30,RS,housewares,0.0
base,last_week,2018-07-30,RS,sports_leisure,0.0
base,last_week,2018-07-30,RS,telephony,0.0
base,last_week,2018-07-30,RS,watches_gifts,6.0
base,last_week,2018-08-06,SP,auto,0.0
base,last_week,2018-08-06,SP,bed_bath_table,0.0
base,last_week,2018-08-06,SP,computers_accessories,3.0
base,last_week,2018-08-06,SP,furniture_decor,3.0
base,last_week,2018-08-06,SP,garden_tools,39.0
base,last_week,2018-08-06,SP,health_beauty,0.0
base,last_week,2018-08-06,SP,housewares,20.0
base,last_week,2018-08-06,SP,sports_leisure,14.0
base,last_week,2018-08-06,SP,telephony,0.0
base,last_week,2018-08-06,SP,watches_gifts,0.0
base,last_week,2018-08-06,PR,auto,0.0
base,last_week,2018-08-06,PR,bed_bath_table,0.0
base,last_week,2018-08-06,PR,computers_accessories,0.0
base,last_week,2018-08-06,PR,furniture_decor,0.0
base,last_week,2018-08-06,PR,garden_tools,0.0
base,last_week,2018-08-06,PR,health_beauty,0.0
base,last_week,2018-08-06,PR,housewares,0.0
base,last_week,2018-08-06,PR,sports_leisure,0.0
base,last_week,2018-08-06,PR,telephony,0.0
base,last_week,2018-08-06,PR,watches_gifts,0.0
base,last_week,2018-08-06,MG,auto,0.0
base,last_week,2018-08-06,MG,bed_bath_table,0.0
base,last_week,2018-08-06,MG,computers_accessories,7.0
base,last_week,2018-08-06,MG,furniture_decor,9.0
base,last_week,2018-08-06,MG,garden_tools,0.0
base,last_week,2018-08-06,MG,health_beauty,0.0
base,last_week,2018-08-06,MG,housewares,1.0
base,last_week,2018-08-06,MG,sports_leisure,4.0
base,last_week,2018-08-06,MG,telephony,0.0
base,last_week,2018-08-06,MG,watches_gifts,0.0
base,last_week,2018-08-06,RJ,auto,0.0
base,last_week,2018-08-06,RJ,bed_bath_table,0.0
base,last_week,2018-08-06,RJ,computers_accessories,0.0
base,last_week,2018-08-06,RJ,furniture_decor,0.0
base,last_week,2018-08-06,RJ,garden_tools,3.0
base,last_week,2018-08-06,RJ,health_beauty,0.0
base,last_week,2018-08-06,RJ,housewares,0.0
base,last_week,2018-08-06,RJ,sports_leisure,10.0
base,last_week,2018-08-06,RJ,telephony,0.0
base,last_week,2018-08-06,RJ,watches_gifts,0.0
base,last_week,2018-08-06,SC,auto,0.0
base,last_week,2018-08-06,SC,bed_bath_table,0.0
base,last_week,2018-08-06,SC,computers_accessories,0.0
base,last_week,2018-08-06,SC,furniture_decor,0.0
base,last_week,2018-08-06,SC,garden_tools,0.0
base,last_week,2018-08-06,SC,health_beauty,0.0
base,last_week,2018-08-06,SC,housewares,0.0
base,last_week,2018-08-06,SC,sports_leisure,0.0
base,last_week,2018-08-06,SC,telephony,0.0
base,last_week,2018-08-06,SC,watches_gifts,0.0
base,last_week,2018-08-06,RS,auto,0.0
base,last_week,2018-08-06,RS,bed_bath_table,0.0
base,last_week,2018-08-06,RS,computers_accessories,0.0
base,last_week,2018-08-06,RS,furniture_decor,0.0
base,last_week,2018-08-06,RS,garden_tools,3.0
base,last_week,2018-08-06,RS,health_beauty,0.0
base,last_week,2018-08-06,RS,housewares,0.0
base,last_week,2018-08-06,RS,sports_leisure,0.0
base,last_week,2018-08-06,RS,telephony,0.0
base,last_week,2018-08-06,RS,watches_gifts,0.0
base,last_week,2018-08-13,SP,auto,0.0
base,last_week,2018-08-13,SP,bed_bath_table,24.0
base,last_week,2018-08-13,SP,computers_accessories,12.0
base,last_week,2018-08-13,SP,furniture_decor,37.0
base,last_week,2018-08-13,SP,garden_tools,10.0
base,last_week,2018-08-13,SP,health_beauty,0.0
base,last_week,2018-08-13,SP,housewares,15.0
base,last_week,2018-08-13,SP,sports_leisure,12.0
base,last_week,2018-08-13,SP,telephony,53.0
base,last_week,2018-08-13,SP,watches_gifts,50.0
base,last_week,2018-08-13,PR,auto,0.0
base,last_week,2018-08-13,PR,bed_bath_table,0.0
base,last_week,2018-08-13,PR,computers_accessories,0.0
base,last_week,2018-08-13,PR,furniture_decor,11.0
base,last_week,2018-08-13,PR,garden_tools,0.0
base,last_week,2018-08-13,PR,health_beauty,0.0
base,last_week,2018-08-13,PR,housewares,0.0
base,last_week,2018-08-13,PR,sports_leisure,3.0
base,last_week,2018-08-13,PR,telephony,0.0
base,last_week,2018-08-13,PR,watches_gifts,0.0
base,last_week,2018-08-13,MG,auto,0.0
base,last_week,2018-08-13,MG,bed_bath_table,0.0
base,last_week,2018-08-13,MG,computers_accessories,40.0
base,last_week,2018-08-13,MG,furniture_decor,13.0
base,last_week,2018-08-13,MG,garden_tools,0.0
base,last_week,2018-08-13,MG,health_beauty,0.0
base,last_week,2018-08-13,MG,housewares,26.0
base,last_week,2018-08-13,MG,sports_leisure,14.0
base,last_week,2018-08-13,MG,telephony,0.0
base,last_week,2018-08-13,MG,watches_gifts,10.0
base,last_week,2018-08-13,RJ,auto,0.0
base,last_week,2018-08-13,RJ,bed_bath_table,0.0
base,last_week,2018-08-13,RJ,computers_accessories,0.0
base,last_week,2018-08-13,RJ,furniture_decor,0.0
base,last_week,2018-08-13,RJ,garden_tools,3.0
base,last_week,2018-08-13,RJ,health_beauty,35.0
base,last_week,2018-08-13,RJ,housewares,0.0
base,last_week,2018-08-13,RJ,sports_leisure,18.0
base,last_week,2018-08-13,RJ,telephony,4.0
base,last_week,2018-08-13,RJ,watches_gifts,0.0
base,last_week,2018-08-13,SC,auto,0.0
base,last_week,2018-08-13,SC,bed_bath_table,0.0
base,last_week,2018-08-13,SC,computers_accessories,0.0
base,last_week,2018-08-13,SC,furniture_decor,0.0
base,last_week,2018-08-13,SC,garden_tools,0.0
base,last_week,2018-08-13,SC,health_beauty,0.0
base,last_week,2018-08-13,SC,housewares,10.0
base,last_week,2018-08-13,SC,sports_leisure,4.0
base,last_week,2018-08-13,SC,telephony,0.0
base,last_week,2018-08-13,SC,watches_gifts,5.0
base,last_week,2018-08-13,RS,auto,0.0
base,last_week,2018-08-13,RS,bed_bath_table,0.0
base,last_week,2018-08-13,RS,computers_accessories,3.0
base,last_week,2018-08-13,RS,furniture_decor,0.0
base,last_week,2018-08-13,RS,garden_tools,3.0
base,last_week,2018-08-13,RS,health_beauty,0.0
base,last_week,2018-08-13,RS,housewares,5.0
base,last_week,2018-08-13,RS,sports_leisure,0.0
base,last_week,2018-08-13,RS,telephony,0.0
base,last_week,2018-08-13,RS,watches_gifts,3.0
base,last_week,2018-08-20,SP,auto,68.0
base,last_week,2018-08-20,SP,bed_bath_table,103.0
base,last_week,2018-08-20,SP,computers_accessories,72.0
base,last_week,2018-08-20,SP,furniture_decor,98.0
base,last_week,2018-08-20,SP,garden_tools,49.0
base,last_week,2018-08-20,SP,health_beauty,73.0
base,last_week,2018-08-20,SP,housewares,60.0
base,last_week,2018-08-20,SP,sports_leisure,17.0
base,last_week,2018-08-20,SP,telephony,135.0
base,last_week,2018-08-20,SP,watches_gifts,90.0
base,last_week,2018-08-20,PR,auto,2.0
base,last_week,2018-08-20,PR,bed_bath_table,0.0
base,last_week,2018-08-20,PR,computers_accessories,1.0
base,last_week,2018-08-20,PR,furniture_decor,47.0
base,last_week,2018-08-20,PR,garden_tools,0.0
base,last_week,2018-08-20,PR,health_beauty,15.0
base,last_week,2018-08-20,PR,housewares,2.0
base,last_week,2018-08-20,PR,sports_leisure,17.0
base,last_week,2018-08-20,PR,telephony,0.0
base,last_week,2018-08-20,PR,watches_gifts,0.0
base,last_week,2018-08-20,MG,auto,11.0
base,last_week,2018-08-20,MG,bed_bath_table,11.0
base,last_week,2018-08-20,MG,computers_accessories,38.0
base,last_week,2018-08-20,MG,furniture_decor,13.0
base,last_week,2018-08-20,MG,garden_tools,0.0
base,last_week,2018-08-20,MG,health_beauty,7.0
base,last_week,2018-08-20,MG,housewares,26.0
base,last_week,2018-08-20,MG,sports_leisure,16.0
base,last_week,2018-08-20,MG,telephony,4.0
base,last_week,2018-08-20,MG,watches_gifts,10.0
base,last_week,2018-08-20,RJ,auto,1.0
base,last_week,2018-08-20,RJ,bed_bath_table,10.0
base,last_week,2018-08-20,RJ,computers_accessories,0.0
base,last_week,2018-08-20,RJ,furniture_decor,5.0
base,last_week,2018-08-20,RJ,garden_tools,5.0
base,last_week,2018-08-20,RJ,health_beauty,79.0
base,last_week,2018-08-20,RJ,housewares,0.0
base,last_week,2018-08-20,RJ,sports_leisure,15.0
base,last_week,2018-08-20,RJ,telephony,10.0
base,last_week,2018-08-20,RJ,watches_gifts,0.0
base,last_week,2018-08-20,SC,auto,9.0
base,last_week,2018-08-20,SC,bed_bath_table,21.0
base,last_week,2018-08-20,SC,computers_accessories,1.0
base,last_week,2018-08-20,SC,furniture_decor,0.0
base,last_week,2018-08-20,SC,garden_tools,8.0
base,last_week,2018-08-20,SC,health_beauty,9.0
base,last_week,2018-08-20,SC,housewares,10.0
base,last_week,2018-08-20,SC,sports_leisure,11.0
base,last_week,2018-08-20,SC,telephony,0.0
base,last_week,2018-08-20,SC,watches_gifts,14.0
base,last_week,2018-08-20,RS,auto,0.0
base,last_week,2018-08-20,RS,bed_bath_table,1.0
base,last_week,2018-08-20,RS,computers_accessories,17.0
base,last_week,2018-08-20,RS,furniture_decor,4.0
base,last_week,2018-08-20,RS,garden_tools,4.0
base,last_week,2018-08-20,RS,health_beauty,0.0
base,last_week,2018-08-20,RS,housewares,16.0
base,last_week,2018-08-20,RS,sports_leisure,0.0
base,last_week,2018-08-20,RS,telephony,2.0
base,last_week,2018-08-20,RS,watches_gifts,4.0
base,moving_average,2018-05-28,SP,auto,48.0
base,moving_average,2018-05-28,SP,bed_bath_table,119.0
base,moving_average,2018-05-28,SP,computers_accessories,45.0
base,moving_average,2018-05-28,SP,furniture_decor,86.0
base,moving_average,2018-05-28,SP,garden_tools,51.0
base,moving_average,2018-05-28,SP,health_beauty,68.0
base,moving_average,2018-05-28,SP,housewares,8.0
base,moving_average,2018-05-28,SP,sports_leisure,78.0
base,moving_average,2018-05-28,SP,telephony,61.0
base,moving_average,2018-05-28,SP,watches_gifts,27.0
base,moving_average,2018-05-28,PR,auto,0.0
base,moving_average,2018-05-28,PR,bed_bath_table,3.0
base,moving_average,2018-05-28,PR,computers_accessories,41.0
base,moving_average,2018-05-28,PR,furniture_decor,18.0
base,moving_average,2018-05-28,PR,garden_tools,5.0
base,moving_average,2018-05-28,PR,health_beauty,9.0
base,moving_average,2018-05-28,PR,housewares,0.0
base,moving_average,2018-05-28,PR,sports_leisure,29.0
base,moving_average,2018-05-28,PR,telephony,2.0
base,moving_average,2018-05-28,PR,watches_gifts,0.0
base,moving_average,2018-05-28,MG,auto,6.0
base,moving_average,2018-05-28,MG,bed_bath_table,0.0
base,moving_average,2018-05-28,MG,computers_accessories,33.0
base,moving_average,2018-05-28,MG,furniture_decor,2.0
base,moving_average,2018-05-28,MG,garden_tools,14.0
base,moving_average,2018-05-28,MG,health_beauty,0.0
base,moving_average,2018-05-28,MG,housewares,20.0
base,moving_average,2018-05-28,MG,sports_leisure,7.0
base,moving_average,2018-05-28,MG,telephony,0.0
base,moving_average,2018-05-28,MG,watches_gifts,3.0
base,moving_average,2018-05-28,RJ,auto,0.0
base,moving_average,2018-05-28,RJ,bed_bath_table,0.0
base,moving_average,2018-05-28,RJ,computers_accessories,3.0
base,moving_average,2018-05-28,RJ,furniture_decor,0.0
base,moving_average,2018-05-28,RJ,garden_tools,0.0
base,moving_average,2018-05-28,RJ,health_beauty,27.0
base,moving_average,2018-05-28,RJ,housewares,0.0
base,moving_average,2018-05-28,RJ,sports_leisure,0.0
base,moving_average,2018-05-28,RJ,telephony,0.0
base,moving_average,2018-05-28,RJ,watches_gifts,13.0
base,moving_average,2018-05-28,SC,auto,4.0
base,moving_average,2018-05-28,SC,bed_bath_table,3.0
base,moving_average,2018-05-28,SC,computers_accessories,0.0
base,moving_average,2018-05-28,SC,furniture_decor,0.0
base,moving_average,2018-05-28,SC,garden_tools,1.0
base,moving_average,2018-05-28,SC,health_beauty,7.0
base,moving_average,2018-05-28,SC,housewares,8.0
base,moving_average,2018-05-28,SC,sports_leisure,0.0
base,moving_average,2018-05-28,SC,telephony,1.0
base,moving_average,2018-05-28,SC,watches_gifts,6.0
base,moving_average,2018-05-28,RS,auto,0.0
base,moving_average,2018-05-28,RS,bed_bath_table,0.0
base,moving_average,2018-05-28,RS,computers_accessories,9.0
base,moving_average,2018-05-28,RS,furniture_decor,0.0
base,moving_average,2018-05-28,RS,garden_tools,1.0
base,moving_average,2018-05-28,RS,health_beauty,0.0
base,moving_average,2018-05-28,RS,housewares,2.0
base,moving_average,2018-05-28,RS,sports_leisure,3.0
base,moving_average,2018-05-28,RS,telephony,0.0
base,moving_average,2018-05-28,RS,watches_gifts,1.0
base,moving_average,2018-06-04,SP,auto,53.0
base,moving_average,2018-06-04,SP,bed_bath_table,49.0
base,moving_average,2018-06-04,SP,computers_accessories,63.0
base,moving_average,2018-06-04,SP,furniture_decor,131.0
base,moving_average,2018-06-04,SP,garden_tools,73.0
base,moving_average,2018-06-04,SP,health_beauty,72.0
base,moving_average,2018-06-04,SP,housewares,10.0
base,moving_average,2018-06-04,SP,sports_leisure,96.0
base,moving_average,2018-06-04,SP,telephony,58.0
base,moving_average,2018-06-04,SP,watches_gifts,96.0
base,moving_average,2018-06-04,PR,auto,0.0
base,moving_average,2018-06-04,PR,bed_bath_table,3.0
base,moving_average,2018-06-04,PR,computers_accessories,37.0
base,moving_average,2018-06-04,PR,furniture_decor,30.0
base,moving_average,2018-06-04,PR,garden_tools,5.0
base,moving_average,2018-06-04,PR,health_beauty,12.0
base,moving_average,2018-06-04,PR,housewares,0.0
base,moving_average,2018-06-04,PR,sports_leisure,22.0
base,moving_average,2018-06-04,PR,telephony,2.0
base,moving_average,2018-06-04,PR,watches_gifts,0.0
base,moving_average,2018-06-04,MG,auto,6.0
base,moving_average,2018-06-04,MG,bed_bath_table,1.0
base,moving_average,2018-06-04,MG,computers_accessories,17.0
base,moving_average,2018-06-04,MG,furniture_decor,19.0
base,moving_average,2018-06-04,MG,garden_tools,14.0
base,moving_average,2018-06-04,MG,health_beauty,0.0
base,moving_average,2018-06-04,MG,housewares,20.0
base,moving_average,2018-06-04,MG,sports_leisure,3.0
base,moving_average,2018-06-04,MG,telephony,0.0
base,moving_average,2018-06-04,MG,watches_gifts,16.0
base,moving_average,2018-06-04,RJ,auto,0.0
base,moving_average,2018-06-04,RJ,bed_bath_table,0.0
base,moving_average,2018-06-04,RJ,computers_accessories,3.0
base,moving_average,2018-06-04,RJ,furniture_decor,0.0
base,moving_average,2018-06-04,RJ,garden_tools,4.0
base,moving_average,2018-06-04,RJ,health_beauty,27.0
base,moving_average,2018-06-04,RJ,housewares,0.0
base,moving_average,2018-06-04,RJ,sports_leisure,0.0
base,moving_average,2018-06-04,RJ,telephony,1.0
base,moving_average,2018-06-04,RJ,watches_gifts,13.0
base,moving_average,2018-06-04,SC,auto,4.0
base,moving_average,2018-06-04,SC,bed_bath_table,4.0
base,moving_average,2018-06-04,SC,computers_accessories,0.0
base,moving_average,2018-06-04,SC,furniture_decor,0.0
base,moving_average,2018-06-04,SC,garden_tools,0.0
base,moving_average,2018-06-04,SC,health_beauty,7.0
base,moving_average,2018-06-04,SC,housewares,8.0
base,moving_average,2018-06-04,SC,sports_leisure,0.0
base,moving_average,2018-06-04,SC,telephony,1.0
base,moving_average,2018-06-04,SC,watches_gifts,14.0
base,moving_average,2018-06-04,RS,auto,0.0
base,moving_average,2018-06-04,RS,bed_bath_table,0.0
base,moving_average,2018-06-04,RS,computers_accessories,0.0
base,moving_average,2018-06-04,RS,furniture_decor,0.0
base,moving_average,2018-06-04,RS,garden_tools,2.0
base,moving_average,2018-06-04,RS,health_beauty,0.0
base,moving_average,2018-06-04,RS,housewares,3.0
base,moving_average,2018-06-04,RS,sports_leisure,3.0
base,moving_average,2018-06-04,RS,telephony,0.0
base,moving_average,2018-06-04,RS,watches_gifts,1.0
base,moving_average,2018-06-11,SP,auto,16.0
base,moving_average,2018-06-11,SP,bed_bath_table,0.0
base,moving_average,2018-06-11,SP,computers_accessories,32.0
base,moving_average,2018-06-11,SP,furniture_decor,91.0
base,moving_average,2018-06-11,SP,garden_tools,44.0
base,moving_average,2018-06-11,SP,health_beauty,0.0
base,moving_average,2018-06-11,SP,housewares,1.0
base,moving_average,2018-06-11,SP,sports_leisure,35.0
base,moving_average,2018-06-11,SP,telephony,21.0
base,moving_average,2018-06-11,SP,watches_gifts,50.0
base,moving_average,2018-06-11,PR,auto,0.0
base,moving_average,2018-06-11,PR,bed_bath_table,0.0
base,moving_average,2018-06-11,PR,computers_accessories,24.0
base,moving_average,2018-06-11,PR,furniture_decor,19.0
base,moving_average,2018-06-11,PR,garden_tools,5.0
base,moving_average,2018-06-11,PR,health_beauty,0.0
base,moving_average,2018-06-11,PR,housewares,0.0
base,moving_average,2018-06-11,PR,sports_leisure,15.0
base,moving_average,2018-06-11,PR,telephony,2.0
base,moving_average,2018-06-11,PR,watches_gifts,0.0
base,moving_average,2018-06-11,MG,auto,6.0
base,moving_average,2018-06-11,MG,bed_bath_table,0.0
base,moving_average,2018-06-11,MG,computers_accessories,7.0
base,moving_average,2018-06-11,MG,furniture_decor,26.0
base,moving_average,2018-06-11,MG,garden_tools,14.0
base,moving_average,2018-06-11,MG,health_beauty,0.0
base,moving_average,2018-06-11,MG,housewares,20.0
base,moving_average,2018-06-11,MG,sports_leisure,0.0
base,moving_average,2018-06-11,MG,telephony,0.0
base,moving_average,2018-06-11,MG,watches_gifts,16.0
base,moving_average,2018-06-11,RJ,auto,0.0
base,moving_average,2018-06-11,RJ,bed_bath_table,0.0
base,moving_average,2018-06-11,RJ,computers_accessories,3.0
base,moving_average,2018-06-11,RJ,furniture_decor,0.0
base,moving_average,2018-06-11,RJ,garden_tools,4.0
base,moving_average,2018-06-11,RJ,health_beauty,0.0
base,moving_average,2018-06-11,RJ,housewares,0.0
base,moving_average,2018-06-11,RJ,sports_leisure,5.0
base,moving_average,2018-06-11,RJ,telephony,4.0
base,moving_average,2018-06-11,RJ,watches_gifts,13.0
base,moving_average,2018-06-11,SC,auto,4.0
base,moving_average,2018-06-11,SC,bed_bath_table,0.0
base,moving_average,2018-06-11,SC,computers_accessories,0.0
base,moving_average,2018-06-11,SC,furniture_decor,0.0
base,moving_average,2018-06-11,SC,garden_tools,2.0
base,moving_average,2018-06-11,SC,health_beauty,0.0
base,moving_average,2018-06-11,SC,housewares,8.0
base,moving_average,2018-06-11,SC,sports_leisure,0.0
base,moving_average,2018-06-11,SC,telephony,1.0
base,moving_average,2018-06-11,SC,watches_gifts,2.0
base,moving_average,2018-06-11,RS,auto,0.0
base,moving_average,2018-06-11,RS,bed_bath_table,0.0
base,moving_average,2018-06-11,RS,computers_accessories,0.0
base,moving_average,2018-06-11,RS,furniture_decor,0.0
base,moving_average,2018-06-11,RS,garden_tools,0.0
base,moving_average,2018-06-11,RS,health_beauty,0.0
base,moving_average,2018-06-11,RS,housewares,0.0
base,moving_average,2018-06-11,RS,sports_leisure,3.0
base,moving_average,2018-06-11,RS,telephony,0.0
base,moving_average,2018-06-11,RS,watches_gifts,1.0
base,moving_average,2018-06-18,SP,auto,14.0
base,moving_average,2018-06-18,SP,bed_bath_table,0.0
base,moving_average,2018-06-18,SP,computers_accessories,25.0
base,moving_average,2018-06-18,SP,furniture_decor,42.0
base,moving_average,2018-06-18,SP,garden_tools,28.0
base,moving_average,2018-06-18,SP,health_beauty,0.0
base,moving_average,2018-06-18,SP,housewares,30.0
base,moving_average,2018-06-18,SP,sports_leisure,0.0
base,moving_average,2018-06-18,SP,telephony,0.0
base,moving_average,2018-06-18,SP,watches_gifts,0.0
base,moving_average,2018-06-18,PR,auto,0.0
base,moving_average,2018-06-18,PR,bed_bath_table,0.0
base,moving_average,2018-06-18,PR,computers_accessories,5.0
base,moving_average,2018-06-18,PR,furniture_decor,10.0
base,moving_average,2018-06-18,PR,garden_tools,5.0
base,moving_average,2018-06-18,PR,health_beauty,0.0
base,moving_average,2018-06-18,PR,housewares,5.0
base,moving_average,2018-06-18,PR,sports_leisure,0.0
base,moving_average,2018-06-18,PR,telephony,0.0
base,moving_average,2018-06-18,PR,watches_gifts,0.0
base,moving_average,2018-06-18,MG,auto,6.0
base,moving_average,2018-06-18,MG,bed_bath_table,0.0
base,moving_average,2018-06-18,MG,computers_accessories,9.0
base,moving_average,2018-06-18,MG,furniture_decor,18.0
base,moving_average,2018-06-18,MG,garden_tools,14.0
base,moving_average,2018-06-18,MG,health_beauty,0.0
base,moving_average,2018-06-18,MG,housewares,20.0
base,moving_average,2018-06-18,MG,sports_leisure,0.0
base,moving_average,2018-06-18,MG,telephony,0.0
base,moving_average,2018-06-18,MG,watches_gifts,0.0
base,moving_average,2018-06-18,RJ,auto,0.0
base,moving_average,2018-06-18,RJ,bed_bath_table,0.0
base,moving_average,2018-06-18,RJ,computers_accessories,3.0
base,moving_average,2018-06-18,RJ,furniture_decor,0.0
base,moving_average,2018-06-18,RJ,garden_tools,6.0
base,moving_average,2018-06-18,RJ,health_beauty,0.0
base,moving_average,2018-06-18,RJ,housewares,0.0
base,moving_average,2018-06-18,RJ,sports_leisure,0.0
base,moving_average,2018-06-18,RJ,telephony,0.0
base,moving_average,2018-06-18,RJ,watches_gifts,8.0
base,moving_average,2018-06-18,SC,auto,4.0
base,moving_average,2018-06-18,SC,bed_bath_table,0.0
base,moving_average,2018-06-18,SC,computers_accessories,0.0
base,moving_average,2018-06-18,SC,furniture_decor,0.0
base,moving_average,2018-06-18,SC,garden_tools,7.0
base,moving_average,2018-06-18,SC,health_beauty,0.0
base,moving_average,2018-06-18,SC,housewares,8.0
base,moving_average,2018-06-18,SC,sports_leisure,0.0
base,moving_average,2018-06-18,SC,telephony,0.0
base,moving_average,2018-06-18,SC,watches_gifts,0.0
base,moving_average,2018-06-18,RS,auto,0.0
base,moving_average,2018-06-18,RS,bed_bath_table,0.0
base,moving_average,2018-06-18,RS,computers_accessories,0.0
base,moving_average,2018-06-18,RS,furniture_decor,0.0
base,moving_average,2018-06-18,RS,garden_tools,1.0
base,moving_average,2018-06-18,RS,health_beauty,0.0
base,moving_average,2018-06-18,RS,housewares,5.0
base,moving_average,2018-06-18,RS,sports_leisure,0.0
base,moving_average,2018-06-18,RS,telephony,0.0
base,moving_average,2018-06-18,RS,watches_gifts,0.0
base,moving_average,2018-06-25,SP,auto,0.0
base,moving_average,2018-06-25,SP,bed_bath_table,35.0
base,moving_average,2018-06-25,SP,computers_accessories,0.0
base,moving_average,2018-06-25,SP,furniture_decor,8.0
base,moving_average,2018-06-25,SP,garden_tools,0.0
base,moving_average,2018-06-25,SP,health_beauty,23.0
base,moving_average,2018-06-25,SP,housewares,30.0
base,moving_average,2018-06-25,SP,sports_leisure,0.0
base,moving_average,2018-06-25,SP,telephony,15.0
base,moving_average,2018-06-25,SP,watches_gifts,37.0
base,moving_average,2018-06-25,PR,auto,0.0
base,moving_average,2018-06-25,PR,bed_bath_table,0.0
base,moving_average,2018-06-25,PR,computers_accessories,0.0
base,moving_average,2018-06-25,PR,furniture_decor,8.0
base,moving_average,2018-06-25,PR,garden_tools,0.0
base,moving_average,2018-06-25,PR,health_beauty,0.0
base,moving_average,2018-06-25,PR,housewares,0.0
base,moving_average,2018-06-25,PR,sports_leisure,0.0
base,moving_average,2018-06-25,PR,telephony,0.0
base,moving_average,2018-06-25,PR,watches_gifts,0.0
base,moving_average,2018-06-25,MG,auto,0.0
base,moving_average,2018-06-25,MG,bed_bath_table,0.0
base,moving_average,2018-06-25,MG,computers_accessories,0.0
base,moving_average,2018-06-25,MG,furniture_decor,8.0
base,moving_average,2018-06-25,MG,garden_tools,14.0
base,moving_average,2018-06-25,MG,health_beauty,0.0
base,moving_average,2018-06-25,MG,housewares,20.0
base,moving_average,2018-06-25,MG,sports_leisure,6.0
base,moving_average,2018-06-25,MG,telephony,4.0
base,moving_average,2018-06-25,MG,watches_gifts,0.0
base,moving_average,2018-06-25,RJ,auto,0.0
base,moving_average,2018-06-25,RJ,bed_bath_table,0.0
base,moving_average,2018-06-25,RJ,computers_accessories,0.0
base,moving_average,2018-06-25,RJ,furniture_decor,0.0
base,moving_average,2018-06-25,RJ,garden_tools,0.0
