scenario,policy,origin_week,target_week,horizon,hub,category,region,quantity
base,last_week,2018-05-28,2018-05-28,1,MG,auto,Northeast,6.0
base,last_week,2018-05-28,2018-05-28,1,MG,bed_bath_table,North,1.0
base,last_week,2018-05-28,2018-05-28,1,MG,bed_bath_table,Northeast,7.0
base,last_week,2018-05-28,2018-06-04,2,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-05-28,2018-06-04,2,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-05-28,2018-06-11,3,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-05-28,2018-06-11,3,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-05-28,2018-06-18,4,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-05-28,2018-06-18,4,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-05-28,2018-05-28,1,MG,computers_accessories,North,1.0
base,last_week,2018-05-28,2018-05-28,1,MG,computers_accessories,Northeast,13.0
base,last_week,2018-05-28,2018-06-04,2,MG,computers_accessories,Northeast,13.0
base,last_week,2018-05-28,2018-06-11,3,MG,computers_accessories,Northeast,13.0
base,last_week,2018-05-28,2018-06-18,4,MG,computers_accessories,Northeast,13.0
base,last_week,2018-05-28,2018-05-28,1,MG,furniture_decor,Central-West,9.0
base,last_week,2018-05-28,2018-05-28,1,MG,furniture_decor,Northeast,5.0
base,last_week,2018-05-28,2018-06-04,2,MG,furniture_decor,Central-West,11.0
base,last_week,2018-05-28,2018-06-04,2,MG,furniture_decor,Northeast,3.0
base,last_week,2018-05-28,2018-06-11,3,MG,furniture_decor,Central-West,11.0
base,last_week,2018-05-28,2018-06-11,3,MG,furniture_decor,Northeast,3.0
base,last_week,2018-05-28,2018-06-18,4,MG,furniture_decor,Central-West,11.0
base,last_week,2018-05-28,2018-06-18,4,MG,furniture_decor,Northeast,3.0
base,last_week,2018-05-28,2018-05-28,1,MG,garden_tools,Southeast,14.0
base,last_week,2018-05-28,2018-05-28,1,MG,health_beauty,Northeast,10.0
base,last_week,2018-05-28,2018-06-04,2,MG,health_beauty,Northeast,13.0
base,last_week,2018-05-28,2018-06-11,3,MG,health_beauty,Northeast,13.0
base,last_week,2018-05-28,2018-06-18,4,MG,health_beauty,Northeast,13.0
base,last_week,2018-05-28,2018-05-28,1,MG,housewares,Central-West,2.0
base,last_week,2018-05-28,2018-05-28,1,MG,housewares,Southeast,12.0
base,last_week,2018-05-28,2018-06-04,2,MG,housewares,Central-West,2.0
base,last_week,2018-05-28,2018-06-11,3,MG,housewares,Central-West,2.0
base,last_week,2018-05-28,2018-06-18,4,MG,housewares,Central-West,2.0
base,last_week,2018-05-28,2018-05-28,1,MG,sports_leisure,Northeast,6.0
base,last_week,2018-05-28,2018-06-04,2,MG,sports_leisure,Northeast,6.0
base,last_week,2018-05-28,2018-06-11,3,MG,sports_leisure,Northeast,6.0
base,last_week,2018-05-28,2018-06-18,4,MG,sports_leisure,Northeast,6.0
base,last_week,2018-05-28,2018-05-28,1,MG,telephony,North,1.0
base,last_week,2018-05-28,2018-06-04,2,MG,telephony,Northeast,5.0
base,last_week,2018-05-28,2018-06-11,3,MG,telephony,Northeast,5.0
base,last_week,2018-05-28,2018-06-18,4,MG,telephony,Northeast,5.0
base,last_week,2018-05-28,2018-05-28,1,MG,watches_gifts,Northeast,3.0
base,last_week,2018-05-28,2018-05-28,1,PR,auto,South,3.0
base,last_week,2018-05-28,2018-06-04,2,PR,auto,South,6.0
base,last_week,2018-05-28,2018-06-11,3,PR,auto,South,6.0
base,last_week,2018-05-28,2018-06-18,4,PR,auto,South,6.0
base,last_week,2018-05-28,2018-05-28,1,PR,bed_bath_table,South,1.0
base,last_week,2018-05-28,2018-06-04,2,PR,bed_bath_table,South,2.0
base,last_week,2018-05-28,2018-05-28,1,PR,computers_accessories,South,12.0
base,last_week,2018-05-28,2018-06-04,2,PR,computers_accessories,South,16.0
base,last_week,2018-05-28,2018-06-11,3,PR,computers_accessories,South,6.0
base,last_week,2018-05-28,2018-06-18,4,PR,computers_accessories,South,7.0
base,last_week,2018-05-28,2018-05-28,1,PR,furniture_decor,South,11.0
base,last_week,2018-05-28,2018-06-04,2,PR,furniture_decor,South,13.0
base,last_week,2018-05-28,2018-06-11,3,PR,furniture_decor,South,5.0
base,last_week,2018-05-28,2018-06-18,4,PR,furniture_decor,South,5.0
base,last_week,2018-05-28,2018-06-04,2,PR,garden_tools,South,5.0
base,last_week,2018-05-28,2018-05-28,1,PR,health_beauty,South,4.0
base,last_week,2018-05-28,2018-06-04,2,PR,health_beauty,South,12.0
base,last_week,2018-05-28,2018-06-11,3,PR,health_beauty,South,1.0
base,last_week,2018-05-28,2018-06-18,4,PR,health_beauty,South,4.0
base,last_week,2018-05-28,2018-05-28,1,PR,housewares,South,3.0
base,last_week,2018-05-28,2018-06-04,2,PR,housewares,South,15.0
base,last_week,2018-05-28,2018-06-11,3,PR,housewares,South,15.0
base,last_week,2018-05-28,2018-06-18,4,PR,housewares,South,15.0
base,last_week,2018-05-28,2018-05-28,1,PR,sports_leisure,Southeast,7.0
base,last_week,2018-05-28,2018-06-04,2,PR,sports_leisure,South,10.0
base,last_week,2018-05-28,2018-06-11,3,PR,sports_leisure,South,5.0
base,last_week,2018-05-28,2018-06-18,4,PR,sports_leisure,South,10.0
base,last_week,2018-05-28,2018-06-11,3,PR,telephony,South,2.0
base,last_week,2018-05-28,2018-05-28,1,PR,watches_gifts,South,3.0
base,last_week,2018-05-28,2018-06-04,2,PR,watches_gifts,South,9.0
base,last_week,2018-05-28,2018-06-11,3,PR,watches_gifts,South,8.0
base,last_week,2018-05-28,2018-06-18,4,PR,watches_gifts,South,8.0
base,last_week,2018-05-28,2018-05-28,1,RJ,auto,Central-West,3.0
base,last_week,2018-05-28,2018-06-04,2,RJ,auto,Central-West,3.0
base,last_week,2018-05-28,2018-06-04,2,RJ,auto,Northeast,3.0
base,last_week,2018-05-28,2018-06-11,3,RJ,auto,Central-West,3.0
base,last_week,2018-05-28,2018-06-11,3,RJ,auto,Northeast,3.0
base,last_week,2018-05-28,2018-06-18,4,RJ,auto,Central-West,3.0
base,last_week,2018-05-28,2018-06-18,4,RJ,auto,Northeast,3.0
base,last_week,2018-05-28,2018-05-28,1,RJ,bed_bath_table,South,3.0
base,last_week,2018-05-28,2018-06-04,2,RJ,bed_bath_table,South,10.0
base,last_week,2018-05-28,2018-06-11,3,RJ,bed_bath_table,South,10.0
base,last_week,2018-05-28,2018-06-18,4,RJ,bed_bath_table,South,10.0
base,last_week,2018-05-28,2018-05-28,1,RJ,computers_accessories,Central-West,3.0
base,last_week,2018-05-28,2018-05-28,1,RJ,furniture_decor,Northeast,3.0
base,last_week,2018-05-28,2018-06-04,2,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-05-28,2018-06-11,3,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-05-28,2018-06-18,4,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-05-28,2018-05-28,1,RJ,garden_tools,Northeast,1.0
base,last_week,2018-05-28,2018-06-04,2,RJ,garden_tools,Northeast,4.0
base,last_week,2018-05-28,2018-06-11,3,RJ,garden_tools,Northeast,4.0
base,last_week,2018-05-28,2018-06-18,4,RJ,garden_tools,Northeast,4.0
base,last_week,2018-05-28,2018-05-28,1,RJ,health_beauty,Central-West,7.0
base,last_week,2018-05-28,2018-06-04,2,RJ,health_beauty,Central-West,7.0
base,last_week,2018-05-28,2018-06-04,2,RJ,health_beauty,Southeast,6.0
base,last_week,2018-05-28,2018-06-11,3,RJ,health_beauty,Central-West,7.0
base,last_week,2018-05-28,2018-05-28,1,RJ,housewares,Northeast,4.0
base,last_week,2018-05-28,2018-06-04,2,RJ,housewares,Northeast,8.0
base,last_week,2018-05-28,2018-06-11,3,RJ,housewares,Northeast,8.0
base,last_week,2018-05-28,2018-06-18,4,RJ,housewares,Northeast,8.0
base,last_week,2018-05-28,2018-05-28,1,RJ,sports_leisure,Central-West,1.0
base,last_week,2018-05-28,2018-05-28,1,RJ,sports_leisure,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-05-28,2018-06-11,3,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-05-28,2018-06-11,3,RJ,sports_leisure,North,2.0
base,last_week,2018-05-28,2018-06-18,4,RJ,sports_leisure,Central-West,7.0
base,last_week,2018-05-28,2018-06-18,4,RJ,sports_leisure,North,2.0
base,last_week,2018-05-28,2018-05-28,1,RJ,telephony,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RJ,telephony,North,4.0
base,last_week,2018-05-28,2018-06-11,3,RJ,telephony,North,4.0
base,last_week,2018-05-28,2018-06-18,4,RJ,telephony,North,4.0
base,last_week,2018-05-28,2018-05-28,1,RJ,watches_gifts,Central-West,5.0
base,last_week,2018-05-28,2018-05-28,1,RJ,watches_gifts,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RJ,watches_gifts,Central-West,5.0
base,last_week,2018-05-28,2018-06-04,2,RJ,watches_gifts,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RJ,watches_gifts,Northeast,1.0
base,last_week,2018-05-28,2018-05-28,1,RS,auto,North,1.0
base,last_week,2018-05-28,2018-05-28,1,RS,auto,South,1.0
base,last_week,2018-05-28,2018-06-04,2,RS,auto,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RS,auto,South,2.0
base,last_week,2018-05-28,2018-06-11,3,RS,auto,North,1.0
base,last_week,2018-05-28,2018-06-11,3,RS,auto,South,2.0
base,last_week,2018-05-28,2018-06-18,4,RS,auto,North,1.0
base,last_week,2018-05-28,2018-06-18,4,RS,auto,South,2.0
base,last_week,2018-05-28,2018-05-28,1,RS,bed_bath_table,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RS,bed_bath_table,North,2.0
base,last_week,2018-05-28,2018-06-04,2,RS,bed_bath_table,South,4.0
base,last_week,2018-05-28,2018-06-11,3,RS,bed_bath_table,North,2.0
base,last_week,2018-05-28,2018-06-11,3,RS,bed_bath_table,South,4.0
base,last_week,2018-05-28,2018-06-18,4,RS,bed_bath_table,North,2.0
base,last_week,2018-05-28,2018-06-18,4,RS,bed_bath_table,South,4.0
base,last_week,2018-05-28,2018-06-11,3,RS,computers_accessories,South,10.0
base,last_week,2018-05-28,2018-05-28,1,RS,furniture_decor,North,2.0
base,last_week,2018-05-28,2018-06-04,2,RS,furniture_decor,North,3.0
base,last_week,2018-05-28,2018-06-11,3,RS,furniture_decor,North,3.0
base,last_week,2018-05-28,2018-06-11,3,RS,furniture_decor,South,2.0
base,last_week,2018-05-28,2018-06-18,4,RS,furniture_decor,North,3.0
base,last_week,2018-05-28,2018-06-18,4,RS,furniture_decor,South,2.0
base,last_week,2018-05-28,2018-05-28,1,RS,garden_tools,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RS,garden_tools,North,2.0
base,last_week,2018-05-28,2018-06-11,3,RS,garden_tools,North,2.0
base,last_week,2018-05-28,2018-06-18,4,RS,garden_tools,North,2.0
base,last_week,2018-05-28,2018-05-28,1,RS,health_beauty,South,1.0
base,last_week,2018-05-28,2018-06-11,3,RS,health_beauty,South,11.0
base,last_week,2018-05-28,2018-06-18,4,RS,health_beauty,South,8.0
base,last_week,2018-05-28,2018-05-28,1,RS,housewares,South,4.0
base,last_week,2018-05-28,2018-05-28,1,RS,sports_leisure,North,1.0
base,last_week,2018-05-28,2018-06-04,2,RS,sports_leisure,North,2.0
base,last_week,2018-05-28,2018-06-04,2,RS,telephony,South,5.0
base,last_week,2018-05-28,2018-06-11,3,RS,telephony,South,5.0
base,last_week,2018-05-28,2018-06-18,4,RS,telephony,South,5.0
base,last_week,2018-05-28,2018-05-28,1,RS,watches_gifts,South,1.0
base,last_week,2018-05-28,2018-05-28,1,SC,auto,South,4.0
base,last_week,2018-05-28,2018-05-28,1,SC,bed_bath_table,South,13.0
base,last_week,2018-05-28,2018-06-04,2,SC,bed_bath_table,South,1.0
base,last_week,2018-05-28,2018-06-11,3,SC,bed_bath_table,South,3.0
base,last_week,2018-05-28,2018-06-18,4,SC,bed_bath_table,South,3.0
base,last_week,2018-05-28,2018-05-28,1,SC,computers_accessories,South,4.0
base,last_week,2018-05-28,2018-06-18,4,SC,computers_accessories,South,9.0
base,last_week,2018-05-28,2018-05-28,1,SC,furniture_decor,South,2.0
base,last_week,2018-05-28,2018-06-11,3,SC,furniture_decor,South,6.0
base,last_week,2018-05-28,2018-06-18,4,SC,furniture_decor,South,6.0
base,last_week,2018-05-28,2018-05-28,1,SC,garden_tools,Central-West,3.0
base,last_week,2018-05-28,2018-06-04,2,SC,garden_tools,Central-West,3.0
base,last_week,2018-05-28,2018-06-04,2,SC,garden_tools,South,5.0
base,last_week,2018-05-28,2018-06-11,3,SC,garden_tools,Central-West,3.0
base,last_week,2018-05-28,2018-06-11,3,SC,garden_tools,South,5.0
base,last_week,2018-05-28,2018-06-18,4,SC,garden_tools,Central-West,3.0
base,last_week,2018-05-28,2018-06-18,4,SC,garden_tools,South,5.0
base,last_week,2018-05-28,2018-05-28,1,SC,health_beauty,South,7.0
base,last_week,2018-05-28,2018-05-28,1,SC,housewares,South,8.0
base,last_week,2018-05-28,2018-05-28,1,SC,sports_leisure,South,10.0
base,last_week,2018-05-28,2018-06-11,3,SC,sports_leisure,South,5.0
base,last_week,2018-05-28,2018-05-28,1,SC,telephony,South,1.0
base,last_week,2018-05-28,2018-05-28,1,SC,watches_gifts,South,6.0
base,last_week,2018-05-28,2018-06-04,2,SC,watches_gifts,South,1.0
base,last_week,2018-05-28,2018-06-11,3,SC,watches_gifts,South,2.0
base,last_week,2018-05-28,2018-06-18,4,SC,watches_gifts,South,2.0
base,last_week,2018-05-28,2018-05-28,1,SP,auto,Southeast,39.0
base,last_week,2018-05-28,2018-06-04,2,SP,auto,Northeast,3.0
base,last_week,2018-05-28,2018-06-04,2,SP,auto,Southeast,39.0
base,last_week,2018-05-28,2018-06-11,3,SP,auto,Northeast,3.0
base,last_week,2018-05-28,2018-06-11,3,SP,auto,Southeast,39.0
base,last_week,2018-05-28,2018-06-18,4,SP,auto,Northeast,3.0
base,last_week,2018-05-28,2018-06-18,4,SP,auto,Southeast,39.0
base,last_week,2018-05-28,2018-05-28,1,SP,bed_bath_table,Central-West,6.0
base,last_week,2018-05-28,2018-05-28,1,SP,bed_bath_table,Northeast,1.0
base,last_week,2018-05-28,2018-05-28,1,SP,bed_bath_table,Southeast,126.0
base,last_week,2018-05-28,2018-06-04,2,SP,bed_bath_table,Southeast,126.0
base,last_week,2018-05-28,2018-06-11,3,SP,bed_bath_table,Southeast,126.0
base,last_week,2018-05-28,2018-06-18,4,SP,bed_bath_table,Southeast,126.0
base,last_week,2018-05-28,2018-05-28,1,SP,computers_accessories,Central-West,5.0
base,last_week,2018-05-28,2018-05-28,1,SP,computers_accessories,North,2.0
base,last_week,2018-05-28,2018-05-28,1,SP,computers_accessories,Southeast,59.0
base,last_week,2018-05-28,2018-06-04,2,SP,computers_accessories,Central-West,8.0
base,last_week,2018-05-28,2018-06-04,2,SP,computers_accessories,North,3.0
base,last_week,2018-05-28,2018-06-04,2,SP,computers_accessories,Southeast,59.0
base,last_week,2018-05-28,2018-06-11,3,SP,computers_accessories,Central-West,8.0
base,last_week,2018-05-28,2018-06-11,3,SP,computers_accessories,North,3.0
base,last_week,2018-05-28,2018-06-11,3,SP,computers_accessories,Southeast,59.0
base,last_week,2018-05-28,2018-06-18,4,SP,computers_accessories,Central-West,8.0
base,last_week,2018-05-28,2018-06-18,4,SP,computers_accessories,North,3.0
base,last_week,2018-05-28,2018-06-18,4,SP,computers_accessories,Southeast,59.0
base,last_week,2018-05-28,2018-05-28,1,SP,furniture_decor,Central-West,2.0
base,last_week,2018-05-28,2018-05-28,1,SP,furniture_decor,North,1.0
base,last_week,2018-05-28,2018-05-28,1,SP,furniture_decor,Southeast,80.0
base,last_week,2018-05-28,2018-06-04,2,SP,furniture_decor,Southeast,80.0
base,last_week,2018-05-28,2018-06-11,3,SP,furniture_decor,Southeast,80.0
base,last_week,2018-05-28,2018-06-18,4,SP,furniture_decor,Southeast,80.0
base,last_week,2018-05-28,2018-05-28,1,SP,garden_tools,North,1.0
base,last_week,2018-05-28,2018-05-28,1,SP,garden_tools,Northeast,4.0
base,last_week,2018-05-28,2018-05-28,1,SP,garden_tools,South,15.0
base,last_week,2018-05-28,2018-05-28,1,SP,garden_tools,Southeast,27.0
base,last_week,2018-05-28,2018-06-04,2,SP,garden_tools,Northeast,1.0
base,last_week,2018-05-28,2018-06-04,2,SP,garden_tools,South,5.0
base,last_week,2018-05-28,2018-06-04,2,SP,garden_tools,Southeast,41.0
base,last_week,2018-05-28,2018-06-11,3,SP,garden_tools,Northeast,1.0
base,last_week,2018-05-28,2018-06-11,3,SP,garden_tools,South,10.0
base,last_week,2018-05-28,2018-06-11,3,SP,garden_tools,Southeast,41.0
base,last_week,2018-05-28,2018-06-18,4,SP,garden_tools,Northeast,1.0
base,last_week,2018-05-28,2018-06-18,4,SP,garden_tools,South,10.0
base,last_week,2018-05-28,2018-06-18,4,SP,garden_tools,Southeast,41.0
base,last_week,2018-05-28,2018-05-28,1,SP,health_beauty,North,3.0
base,last_week,2018-05-28,2018-05-28,1,SP,health_beauty,Northeast,3.0
base,last_week,2018-05-28,2018-05-28,1,SP,health_beauty,Southeast,95.0
base,last_week,2018-05-28,2018-06-04,2,SP,health_beauty,North,3.0
base,last_week,2018-05-28,2018-06-04,2,SP,health_beauty,Southeast,89.0
base,last_week,2018-05-28,2018-06-11,3,SP,health_beauty,North,3.0
base,last_week,2018-05-28,2018-06-11,3,SP,health_beauty,Southeast,95.0
base,last_week,2018-05-28,2018-06-18,4,SP,health_beauty,Central-West,7.0
base,last_week,2018-05-28,2018-06-18,4,SP,health_beauty,North,3.0
base,last_week,2018-05-28,2018-06-18,4,SP,health_beauty,Southeast,95.0
base,last_week,2018-05-28,2018-05-28,1,SP,housewares,North,2.0
base,last_week,2018-05-28,2018-05-28,1,SP,housewares,Northeast,4.0
base,last_week,2018-05-28,2018-05-28,1,SP,housewares,Southeast,69.0
base,last_week,2018-05-28,2018-06-04,2,SP,housewares,North,2.0
base,last_week,2018-05-28,2018-06-04,2,SP,housewares,Southeast,81.0
base,last_week,2018-05-28,2018-06-11,3,SP,housewares,North,2.0
base,last_week,2018-05-28,2018-06-11,3,SP,housewares,Southeast,81.0
base,last_week,2018-05-28,2018-06-18,4,SP,housewares,North,2.0
base,last_week,2018-05-28,2018-06-18,4,SP,housewares,Southeast,81.0
base,last_week,2018-05-28,2018-05-28,1,SP,sports_leisure,Central-West,6.0
base,last_week,2018-05-28,2018-05-28,1,SP,sports_leisure,Southeast,48.0
base,last_week,2018-05-28,2018-06-04,2,SP,sports_leisure,Southeast,55.0
base,last_week,2018-05-28,2018-06-11,3,SP,sports_leisure,Southeast,55.0
base,last_week,2018-05-28,2018-06-18,4,SP,sports_leisure,Southeast,55.0
base,last_week,2018-05-28,2018-05-28,1,SP,telephony,Central-West,5.0
base,last_week,2018-05-28,2018-05-28,1,SP,telephony,North,2.0
base,last_week,2018-05-28,2018-05-28,1,SP,telephony,Northeast,5.0
base,last_week,2018-05-28,2018-05-28,1,SP,telephony,South,9.0
base,last_week,2018-05-28,2018-05-28,1,SP,telephony,Southeast,33.0
base,last_week,2018-05-28,2018-06-04,2,SP,telephony,Central-West,5.0
base,last_week,2018-05-28,2018-06-04,2,SP,telephony,South,5.0
base,last_week,2018-05-28,2018-06-04,2,SP,telephony,Southeast,33.0
base,last_week,2018-05-28,2018-06-11,3,SP,telephony,Central-West,5.0
base,last_week,2018-05-28,2018-06-11,3,SP,telephony,South,3.0
base,last_week,2018-05-28,2018-06-11,3,SP,telephony,Southeast,33.0
base,last_week,2018-05-28,2018-06-18,4,SP,telephony,Central-West,5.0
base,last_week,2018-05-28,2018-06-18,4,SP,telephony,South,5.0
base,last_week,2018-05-28,2018-06-18,4,SP,telephony,Southeast,33.0
base,last_week,2018-05-28,2018-05-28,1,SP,watches_gifts,Northeast,9.0
base,last_week,2018-05-28,2018-05-28,1,SP,watches_gifts,Southeast,66.0
base,last_week,2018-05-28,2018-06-04,2,SP,watches_gifts,Northeast,11.0
base,last_week,2018-05-28,2018-06-04,2,SP,watches_gifts,Southeast,66.0
base,last_week,2018-05-28,2018-06-11,3,SP,watches_gifts,Central-West,5.0
base,last_week,2018-05-28,2018-06-11,3,SP,watches_gifts,North,1.0
base,last_week,2018-05-28,2018-06-11,3,SP,watches_gifts,Northeast,12.0
base,last_week,2018-05-28,2018-06-11,3,SP,watches_gifts,Southeast,66.0
base,last_week,2018-05-28,2018-06-18,4,SP,watches_gifts,Central-West,5.0
base,last_week,2018-05-28,2018-06-18,4,SP,watches_gifts,North,1.0
base,last_week,2018-05-28,2018-06-18,4,SP,watches_gifts,Northeast,12.0
base,last_week,2018-05-28,2018-06-18,4,SP,watches_gifts,Southeast,66.0
base,last_week,2018-06-04,2018-06-04,1,MG,auto,Northeast,6.0
base,last_week,2018-06-04,2018-06-04,1,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-06-04,2018-06-04,1,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-06-04,2018-06-11,2,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-06-04,2018-06-11,2,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-06-04,2018-06-18,3,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-06-04,2018-06-18,3,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-06-04,2018-06-25,4,MG,bed_bath_table,Central-West,6.0
base,last_week,2018-06-04,2018-06-25,4,MG,bed_bath_table,Northeast,8.0
base,last_week,2018-06-04,2018-06-04,1,MG,computers_accessories,North,2.0
base,last_week,2018-06-04,2018-06-04,1,MG,computers_accessories,Northeast,9.0
base,last_week,2018-06-04,2018-06-11,2,MG,computers_accessories,North,2.0
base,last_week,2018-06-04,2018-06-11,2,MG,computers_accessories,Northeast,9.0
base,last_week,2018-06-04,2018-06-18,3,MG,computers_accessories,Northeast,9.0
base,last_week,2018-06-04,2018-06-25,4,MG,computers_accessories,Northeast,9.0
base,last_week,2018-06-04,2018-06-04,1,MG,furniture_decor,Central-West,9.0
base,last_week,2018-06-04,2018-06-04,1,MG,furniture_decor,Northeast,7.0
base,last_week,2018-06-04,2018-06-11,2,MG,furniture_decor,Central-West,10.0
base,last_week,2018-06-04,2018-06-11,2,MG,furniture_decor,Northeast,7.0
base,last_week,2018-06-04,2018-06-18,3,MG,furniture_decor,Central-West,10.0
base,last_week,2018-06-04,2018-06-18,3,MG,furniture_decor,Northeast,7.0
base,last_week,2018-06-04,2018-06-25,4,MG,furniture_decor,Central-West,10.0
base,last_week,2018-06-04,2018-06-25,4,MG,furniture_decor,Northeast,7.0
base,last_week,2018-06-04,2018-06-04,1,MG,garden_tools,Southeast,14.0
base,last_week,2018-06-04,2018-06-04,1,MG,health_beauty,Northeast,13.0
base,last_week,2018-06-04,2018-06-11,2,MG,health_beauty,Northeast,14.0
base,last_week,2018-06-04,2018-06-18,3,MG,health_beauty,Northeast,14.0
base,last_week,2018-06-04,2018-06-25,4,MG,health_beauty,Northeast,14.0
base,last_week,2018-06-04,2018-06-04,1,MG,housewares,Central-West,6.0
base,last_week,2018-06-04,2018-06-04,1,MG,housewares,Southeast,14.0
base,last_week,2018-06-04,2018-06-04,1,MG,sports_leisure,Northeast,7.0
base,last_week,2018-06-04,2018-06-11,2,MG,sports_leisure,Northeast,8.0
base,last_week,2018-06-04,2018-06-18,3,MG,sports_leisure,Northeast,8.0
base,last_week,2018-06-04,2018-06-25,4,MG,sports_leisure,Northeast,8.0
base,last_week,2018-06-04,2018-06-04,1,MG,telephony,North,1.0
base,last_week,2018-06-04,2018-06-04,1,MG,telephony,Northeast,4.0
base,last_week,2018-06-04,2018-06-11,2,MG,telephony,Northeast,5.0
base,last_week,2018-06-04,2018-06-18,3,MG,telephony,Northeast,5.0
base,last_week,2018-06-04,2018-06-25,4,MG,telephony,Northeast,5.0
base,last_week,2018-06-04,2018-06-04,1,MG,watches_gifts,Northeast,3.0
base,last_week,2018-06-04,2018-06-04,1,PR,auto,South,3.0
base,last_week,2018-06-04,2018-06-11,2,PR,auto,South,7.0
base,last_week,2018-06-04,2018-06-18,3,PR,auto,South,7.0
base,last_week,2018-06-04,2018-06-25,4,PR,auto,South,7.0
base,last_week,2018-06-04,2018-06-04,1,PR,bed_bath_table,South,3.0
base,last_week,2018-06-04,2018-06-04,1,PR,computers_accessories,South,9.0
base,last_week,2018-06-04,2018-06-04,1,PR,computers_accessories,Southeast,14.0
base,last_week,2018-06-04,2018-06-18,3,PR,computers_accessories,South,9.0
base,last_week,2018-06-04,2018-06-25,4,PR,computers_accessories,South,9.0
base,last_week,2018-06-04,2018-06-04,1,PR,furniture_decor,South,18.0
base,last_week,2018-06-04,2018-06-11,2,PR,furniture_decor,South,11.0
base,last_week,2018-06-04,2018-06-18,3,PR,furniture_decor,South,11.0
base,last_week,2018-06-04,2018-06-25,4,PR,furniture_decor,South,11.0
base,last_week,2018-06-04,2018-06-11,2,PR,garden_tools,South,5.0
base,last_week,2018-06-04,2018-06-04,1,PR,health_beauty,South,9.0
base,last_week,2018-06-04,2018-06-11,2,PR,health_beauty,South,8.0
base,last_week,2018-06-04,2018-06-18,3,PR,health_beauty,South,8.0
base,last_week,2018-06-04,2018-06-25,4,PR,health_beauty,South,8.0
base,last_week,2018-06-04,2018-06-04,1,PR,housewares,South,6.0
base,last_week,2018-06-04,2018-06-04,1,PR,housewares,Southeast,3.0
base,last_week,2018-06-04,2018-06-11,2,PR,housewares,South,16.0
base,last_week,2018-06-04,2018-06-18,3,PR,housewares,South,16.0
base,last_week,2018-06-04,2018-06-25,4,PR,housewares,South,16.0
base,last_week,2018-06-04,2018-06-04,1,PR,sports_leisure,South,24.0
base,last_week,2018-06-04,2018-06-11,2,PR,sports_leisure,South,6.0
base,last_week,2018-06-04,2018-06-18,3,PR,sports_leisure,South,6.0
base,last_week,2018-06-04,2018-06-25,4,PR,sports_leisure,South,6.0
base,last_week,2018-06-04,2018-06-04,1,PR,telephony,South,2.0
base,last_week,2018-06-04,2018-06-04,1,PR,watches_gifts,North,2.0
base,last_week,2018-06-04,2018-06-04,1,PR,watches_gifts,South,6.0
base,last_week,2018-06-04,2018-06-11,2,PR,watches_gifts,South,8.0
base,last_week,2018-06-04,2018-06-18,3,PR,watches_gifts,South,8.0
base,last_week,2018-06-04,2018-06-25,4,PR,watches_gifts,South,8.0
base,last_week,2018-06-04,2018-06-04,1,RJ,auto,Central-West,6.0
base,last_week,2018-06-04,2018-06-11,2,RJ,auto,Central-West,6.0
base,last_week,2018-06-04,2018-06-18,3,RJ,auto,Central-West,6.0
base,last_week,2018-06-04,2018-06-25,4,RJ,auto,Central-West,6.0
base,last_week,2018-06-04,2018-06-04,1,RJ,bed_bath_table,South,10.0
base,last_week,2018-06-04,2018-06-11,2,RJ,bed_bath_table,South,9.0
base,last_week,2018-06-04,2018-06-18,3,RJ,bed_bath_table,South,11.0
base,last_week,2018-06-04,2018-06-25,4,RJ,bed_bath_table,South,10.0
base,last_week,2018-06-04,2018-06-11,2,RJ,computers_accessories,Central-West,3.0
base,last_week,2018-06-04,2018-06-04,1,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-06-04,2018-06-11,2,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-06-04,2018-06-18,3,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-06-04,2018-06-25,4,RJ,furniture_decor,Northeast,5.0
base,last_week,2018-06-04,2018-06-04,1,RJ,garden_tools,Northeast,4.0
