scenario,policy,origin_week,category,region,shortage_units
base,last_week,2018-08-06,furniture_decor,Southeast,0.0
base,last_week,2018-08-06,garden_tools,Central-West,0.0
base,last_week,2018-08-06,garden_tools,North,0.0
base,last_week,2018-08-06,garden_tools,Northeast,0.0
base,last_week,2018-08-06,garden_tools,South,0.0
base,last_week,2018-08-06,garden_tools,Southeast,0.0
base,last_week,2018-08-06,health_beauty,Central-West,9.0
base,last_week,2018-08-06,health_beauty,North,5.0
base,last_week,2018-08-06,health_beauty,Northeast,9.0
base,last_week,2018-08-06,health_beauty,South,7.0
base,last_week,2018-08-06,health_beauty,Southeast,66.0
base,last_week,2018-08-06,housewares,Central-West,0.0
base,last_week,2018-08-06,housewares,North,0.0
base,last_week,2018-08-06,housewares,Northeast,0.0
base,last_week,2018-08-06,housewares,South,0.0
base,last_week,2018-08-06,housewares,Southeast,0.0
base,last_week,2018-08-06,sports_leisure,Central-West,0.0
base,last_week,2018-08-06,sports_leisure,North,0.0
base,last_week,2018-08-06,sports_leisure,Northeast,0.0
base,last_week,2018-08-06,sports_leisure,South,0.0
base,last_week,2018-08-06,sports_leisure,Southeast,0.0
base,last_week,2018-08-06,telephony,Central-West,0.0
base,last_week,2018-08-06,telephony,North,0.0
base,last_week,2018-08-06,telephony,Northeast,0.0
base,last_week,2018-08-06,telephony,South,17.0
base,last_week,2018-08-06,telephony,Southeast,10.0
base,last_week,2018-08-06,watches_gifts,Central-West,0.0
base,last_week,2018-08-06,watches_gifts,North,0.0
base,last_week,2018-08-06,watches_gifts,Northeast,0.0
base,last_week,2018-08-06,watches_gifts,South,0.0
base,last_week,2018-08-06,watches_gifts,Southeast,5.0
base,last_week,2018-08-13,auto,Central-West,0.0
base,last_week,2018-08-13,auto,North,0.0
base,last_week,2018-08-13,auto,Northeast,0.0
base,last_week,2018-08-13,auto,South,0.0
base,last_week,2018-08-13,auto,Southeast,0.0
base,last_week,2018-08-13,bed_bath_table,Central-West,0.0
base,last_week,2018-08-13,bed_bath_table,North,0.0
base,last_week,2018-08-13,bed_bath_table,Northeast,0.0
base,last_week,2018-08-13,bed_bath_table,South,0.0
base,last_week,2018-08-13,bed_bath_table,Southeast,0.0
base,last_week,2018-08-13,computers_accessories,Central-West,0.0
base,last_week,2018-08-13,computers_accessories,North,0.0
base,last_week,2018-08-13,computers_accessories,Northeast,0.0
base,last_week,2018-08-13,computers_accessories,South,0.0
base,last_week,2018-08-13,computers_accessories,Southeast,0.0
base,last_week,2018-08-13,furniture_decor,Central-West,0.0
base,last_week,2018-08-13,furniture_decor,North,0.0
base,last_week,2018-08-13,furniture_decor,Northeast,0.0
base,last_week,2018-08-13,furniture_decor,South,0.0
base,last_week,2018-08-13,furniture_decor,Southeast,0.0
base,last_week,2018-08-13,garden_tools,Central-West,0.0
base,last_week,2018-08-13,garden_tools,North,0.0
base,last_week,2018-08-13,garden_tools,Northeast,0.0
base,last_week,2018-08-13,garden_tools,South,0.0
base,last_week,2018-08-13,garden_tools,Southeast,0.0
base,last_week,2018-08-13,health_beauty,Central-West,0.0
base,last_week,2018-08-13,health_beauty,North,0.0
base,last_week,2018-08-13,health_beauty,Northeast,0.0
base,last_week,2018-08-13,health_beauty,South,0.0
base,last_week,2018-08-13,health_beauty,Southeast,0.0
base,last_week,2018-08-13,housewares,Central-West,0.0
base,last_week,2018-08-13,housewares,North,0.0
base,last_week,2018-08-13,housewares,Northeast,0.0
base,last_week,2018-08-13,housewares,South,0.0
base,last_week,2018-08-13,housewares,Southeast,0.0
base,last_week,2018-08-13,sports_leisure,Central-West,0.0
base,last_week,2018-08-13,sports_leisure,North,0.0
base,last_week,2018-08-13,sports_leisure,Northeast,0.0
base,last_week,2018-08-13,sports_leisure,South,0.0
base,last_week,2018-08-13,sports_leisure,Southeast,0.0
base,last_week,2018-08-13,telephony,Central-West,0.0
base,last_week,2018-08-13,telephony,North,0.0
base,last_week,2018-08-13,telephony,Northeast,0.0
base,last_week,2018-08-13,telephony,South,0.0
base,last_week,2018-08-13,telephony,Southeast,0.0
base,last_week,2018-08-13,watches_gifts,Central-West,0.0
base,last_week,2018-08-13,watches_gifts,North,0.0
base,last_week,2018-08-13,watches_gifts,Northeast,0.0
base,last_week,2018-08-13,watches_gifts,South,0.0
base,last_week,2018-08-13,watches_gifts,Southeast,0.0
base,last_week,2018-08-20,auto,Central-West,0.0
base,last_week,2018-08-20,auto,North,0.0
base,last_week,2018-08-20,auto,Northeast,0.0
base,last_week,2018-08-20,auto,South,0.0
base,last_week,2018-08-20,auto,Southeast,0.0
base,last_week,2018-08-20,bed_bath_table,Central-West,0.0
base,last_week,2018-08-20,bed_bath_table,North,0.0
base,last_week,2018-08-20,bed_bath_table,Northeast,0.0
base,last_week,2018-08-20,bed_bath_table,South,0.0
base,last_week,2018-08-20,bed_bath_table,Southeast,0.0
base,last_week,2018-08-20,computers_accessories,Central-West,0.0
base,last_week,2018-08-20,computers_accessories,North,0.0
base,last_week,2018-08-20,computers_accessories,Northeast,0.0
base,last_week,2018-08-20,computers_accessories,South,0.0
base,last_week,2018-08-20,computers_accessories,Southeast,0.0
base,last_week,2018-08-20,furniture_decor,Central-West,0.0
base,last_week,2018-08-20,furniture_decor,North,0.0
base,last_week,2018-08-20,furniture_decor,Northeast,0.0
base,last_week,2018-08-20,furniture_decor,South,0.0
base,last_week,2018-08-20,furniture_decor,Southeast,0.0
base,last_week,2018-08-20,garden_tools,Central-West,0.0
base,last_week,2018-08-20,garden_tools,North,0.0
base,last_week,2018-08-20,garden_tools,Northeast,0.0
base,last_week,2018-08-20,garden_tools,South,0.0
base,last_week,2018-08-20,garden_tools,Southeast,0.0
base,last_week,2018-08-20,health_beauty,Central-West,0.0
base,last_week,2018-08-20,health_beauty,North,0.0
base,last_week,2018-08-20,health_beauty,Northeast,0.0
base,last_week,2018-08-20,health_beauty,South,0.0
base,last_week,2018-08-20,health_beauty,Southeast,0.0
base,last_week,2018-08-20,housewares,Central-West,0.0
base,last_week,2018-08-20,housewares,North,0.0
base,last_week,2018-08-20,housewares,Northeast,0.0
base,last_week,2018-08-20,housewares,South,0.0
base,last_week,2018-08-20,housewares,Southeast,0.0
base,last_week,2018-08-20,sports_leisure,Central-West,0.0
base,last_week,2018-08-20,sports_leisure,North,0.0
base,last_week,2018-08-20,sports_leisure,Northeast,0.0
base,last_week,2018-08-20,sports_leisure,South,0.0
base,last_week,2018-08-20,sports_leisure,Southeast,0.0
base,last_week,2018-08-20,telephony,Central-West,0.0
base,last_week,2018-08-20,telephony,North,0.0
base,last_week,2018-08-20,telephony,Northeast,0.0
base,last_week,2018-08-20,telephony,South,0.0
base,last_week,2018-08-20,telephony,Southeast,0.0
base,last_week,2018-08-20,watches_gifts,Central-West,0.0
base,last_week,2018-08-20,watches_gifts,North,0.0
base,last_week,2018-08-20,watches_gifts,Northeast,0.0
base,last_week,2018-08-20,watches_gifts,South,0.0
base,last_week,2018-08-20,watches_gifts,Southeast,0.0
base,moving_average,2018-05-28,auto,Central-West,0.0
base,moving_average,2018-05-28,auto,North,0.0
base,moving_average,2018-05-28,auto,Northeast,0.0
base,moving_average,2018-05-28,auto,South,0.0
base,moving_average,2018-05-28,auto,Southeast,0.0
base,moving_average,2018-05-28,bed_bath_table,Central-West,0.0
base,moving_average,2018-05-28,bed_bath_table,North,0.0
base,moving_average,2018-05-28,bed_bath_table,Northeast,0.0
base,moving_average,2018-05-28,bed_bath_table,South,0.0
base,moving_average,2018-05-28,bed_bath_table,Southeast,0.0
base,moving_average,2018-05-28,computers_accessories,Central-West,0.0
base,moving_average,2018-05-28,computers_accessories,North,0.0
base,moving_average,2018-05-28,computers_accessories,Northeast,0.0
base,moving_average,2018-05-28,computers_accessories,South,0.0
base,moving_average,2018-05-28,computers_accessories,Southeast,0.0
base,moving_average,2018-05-28,furniture_decor,Central-West,0.0
base,moving_average,2018-05-28,furniture_decor,North,0.0
base,moving_average,2018-05-28,furniture_decor,Northeast,0.0
base,moving_average,2018-05-28,furniture_decor,South,0.0
base,moving_average,2018-05-28,furniture_decor,Southeast,0.0
base,moving_average,2018-05-28,garden_tools,Central-West,0.0
base,moving_average,2018-05-28,garden_tools,North,0.0
base,moving_average,2018-05-28,garden_tools,Northeast,0.0
base,moving_average,2018-05-28,garden_tools,South,0.0
base,moving_average,2018-05-28,garden_tools,Southeast,0.0
base,moving_average,2018-05-28,health_beauty,Central-West,0.0
base,moving_average,2018-05-28,health_beauty,North,0.0
base,moving_average,2018-05-28,health_beauty,Northeast,0.0
base,moving_average,2018-05-28,health_beauty,South,0.0
base,moving_average,2018-05-28,health_beauty,Southeast,0.0
base,moving_average,2018-05-28,housewares,Central-West,0.0
base,moving_average,2018-05-28,housewares,North,0.0
base,moving_average,2018-05-28,housewares,Northeast,0.0
base,moving_average,2018-05-28,housewares,South,0.0
base,moving_average,2018-05-28,housewares,Southeast,0.0
base,moving_average,2018-05-28,sports_leisure,Central-West,0.0
base,moving_average,2018-05-28,sports_leisure,North,0.0
base,moving_average,2018-05-28,sports_leisure,Northeast,0.0
base,moving_average,2018-05-28,sports_leisure,South,0.0
base,moving_average,2018-05-28,sports_leisure,Southeast,0.0
base,moving_average,2018-05-28,telephony,Central-West,0.0
base,moving_average,2018-05-28,telephony,North,0.0
base,moving_average,2018-05-28,telephony,Northeast,0.0
base,moving_average,2018-05-28,telephony,South,0.0
base,moving_average,2018-05-28,telephony,Southeast,0.0
base,moving_average,2018-05-28,watches_gifts,Central-West,0.0
base,moving_average,2018-05-28,watches_gifts,North,0.0
base,moving_average,2018-05-28,watches_gifts,Northeast,0.0
base,moving_average,2018-05-28,watches_gifts,South,0.0
base,moving_average,2018-05-28,watches_gifts,Southeast,0.0
base,moving_average,2018-06-04,auto,Central-West,0.0
base,moving_average,2018-06-04,auto,North,0.0
base,moving_average,2018-06-04,auto,Northeast,0.0
base,moving_average,2018-06-04,auto,South,0.0
base,moving_average,2018-06-04,auto,Southeast,0.0
base,moving_average,2018-06-04,bed_bath_table,Central-West,0.0
base,moving_average,2018-06-04,bed_bath_table,North,0.0
base,moving_average,2018-06-04,bed_bath_table,Northeast,0.0
base,moving_average,2018-06-04,bed_bath_table,South,0.0
base,moving_average,2018-06-04,bed_bath_table,Southeast,0.0
base,moving_average,2018-06-04,computers_accessories,Central-West,0.0
base,moving_average,2018-06-04,computers_accessories,North,0.0
base,moving_average,2018-06-04,computers_accessories,Northeast,0.0
base,moving_average,2018-06-04,computers_accessories,South,0.0
base,moving_average,2018-06-04,computers_accessories,Southeast,0.0
base,moving_average,2018-06-04,furniture_decor,Central-West,0.0
base,moving_average,2018-06-04,furniture_decor,North,0.0
base,moving_average,2018-06-04,furniture_decor,Northeast,0.0
base,moving_average,2018-06-04,furniture_decor,South,0.0
base,moving_average,2018-06-04,furniture_decor,Southeast,0.0
base,moving_average,2018-06-04,garden_tools,Central-West,0.0
base,moving_average,2018-06-04,garden_tools,North,0.0
base,moving_average,2018-06-04,garden_tools,Northeast,0.0
base,moving_average,2018-06-04,garden_tools,South,0.0
base,moving_average,2018-06-04,garden_tools,Southeast,0.0
base,moving_average,2018-06-04,health_beauty,Central-West,0.0
base,moving_average,2018-06-04,health_beauty,North,0.0
base,moving_average,2018-06-04,health_beauty,Northeast,0.0
base,moving_average,2018-06-04,health_beauty,South,0.0
base,moving_average,2018-06-04,health_beauty,Southeast,0.0
base,moving_average,2018-06-04,housewares,Central-West,0.0
base,moving_average,2018-06-04,housewares,North,0.0
base,moving_average,2018-06-04,housewares,Northeast,0.0
base,moving_average,2018-06-04,housewares,South,0.0
base,moving_average,2018-06-04,housewares,Southeast,0.0
base,moving_average,2018-06-04,sports_leisure,Central-West,0.0
base,moving_average,2018-06-04,sports_leisure,North,0.0
base,moving_average,2018-06-04,sports_leisure,Northeast,0.0
base,moving_average,2018-06-04,sports_leisure,South,0.0
base,moving_average,2018-06-04,sports_leisure,Southeast,0.0
base,moving_average,2018-06-04,telephony,Central-West,0.0
base,moving_average,2018-06-04,telephony,North,0.0
base,moving_average,2018-06-04,telephony,Northeast,0.0
base,moving_average,2018-06-04,telephony,South,0.0
base,moving_average,2018-06-04,telephony,Southeast,0.0
base,moving_average,2018-06-04,watches_gifts,Central-West,0.0
base,moving_average,2018-06-04,watches_gifts,North,0.0
base,moving_average,2018-06-04,watches_gifts,Northeast,0.0
base,moving_average,2018-06-04,watches_gifts,South,0.0
base,moving_average,2018-06-04,watches_gifts,Southeast,0.0
base,moving_average,2018-06-11,auto,Central-West,0.0
base,moving_average,2018-06-11,auto,North,0.0
base,moving_average,2018-06-11,auto,Northeast,0.0
base,moving_average,2018-06-11,auto,South,0.0
base,moving_average,2018-06-11,auto,Southeast,0.0
base,moving_average,2018-06-11,bed_bath_table,Central-West,0.0
base,moving_average,2018-06-11,bed_bath_table,North,0.0
base,moving_average,2018-06-11,bed_bath_table,Northeast,1.0
base,moving_average,2018-06-11,bed_bath_table,South,0.0
base,moving_average,2018-06-11,bed_bath_table,Southeast,13.0
base,moving_average,2018-06-11,computers_accessories,Central-West,0.0
base,moving_average,2018-06-11,computers_accessories,North,0.0
base,moving_average,2018-06-11,computers_accessories,Northeast,0.0
base,moving_average,2018-06-11,computers_accessories,South,0.0
base,moving_average,2018-06-11,computers_accessories,Southeast,0.0
base,moving_average,2018-06-11,furniture_decor,Central-West,0.0
base,moving_average,2018-06-11,furniture_decor,North,0.0
base,moving_average,2018-06-11,furniture_decor,Northeast,0.0
base,moving_average,2018-06-11,furniture_decor,South,0.0
base,moving_average,2018-06-11,furniture_decor,Southeast,0.0
base,moving_average,2018-06-11,garden_tools,Central-West,0.0
base,moving_average,2018-06-11,garden_tools,North,0.0
base,moving_average,2018-06-11,garden_tools,Northeast,0.0
base,moving_average,2018-06-11,garden_tools,South,0.0
base,moving_average,2018-06-11,garden_tools,Southeast,0.0
base,moving_average,2018-06-11,health_beauty,Central-West,5.0
base,moving_average,2018-06-11,health_beauty,North,1.0
base,moving_average,2018-06-11,health_beauty,Northeast,8.0
base,moving_average,2018-06-11,health_beauty,South,0.0
base,moving_average,2018-06-11,health_beauty,Southeast,36.0
base,moving_average,2018-06-11,housewares,Central-West,0.0
base,moving_average,2018-06-11,housewares,North,0.0
base,moving_average,2018-06-11,housewares,Northeast,0.0
base,moving_average,2018-06-11,housewares,South,0.0
base,moving_average,2018-06-11,housewares,Southeast,0.0
base,moving_average,2018-06-11,sports_leisure,Central-West,0.0
base,moving_average,2018-06-11,sports_leisure,North,0.0
base,moving_average,2018-06-11,sports_leisure,Northeast,0.0
base,moving_average,2018-06-11,sports_leisure,South,0.0
base,moving_average,2018-06-11,sports_leisure,Southeast,0.0
base,moving_average,2018-06-11,telephony,Central-West,0.0
base,moving_average,2018-06-11,telephony,North,0.0
base,moving_average,2018-06-11,telephony,Northeast,0.0
base,moving_average,2018-06-11,telephony,South,0.0
base,moving_average,2018-06-11,telephony,Southeast,0.0
base,moving_average,2018-06-11,watches_gifts,Central-West,0.0
base,moving_average,2018-06-11,watches_gifts,North,0.0
base,moving_average,2018-06-11,watches_gifts,Northeast,0.0
base,moving_average,2018-06-11,watches_gifts,South,0.0
base,moving_average,2018-06-11,watches_gifts,Southeast,0.0
base,moving_average,2018-06-18,auto,Central-West,0.0
base,moving_average,2018-06-18,auto,North,0.0
base,moving_average,2018-06-18,auto,Northeast,0.0
base,moving_average,2018-06-18,auto,South,0.0
base,moving_average,2018-06-18,auto,Southeast,0.0
base,moving_average,2018-06-18,bed_bath_table,Central-West,0.0
base,moving_average,2018-06-18,bed_bath_table,North,0.0
base,moving_average,2018-06-18,bed_bath_table,Northeast,0.0
base,moving_average,2018-06-18,bed_bath_table,South,10.0
base,moving_average,2018-06-18,bed_bath_table,Southeast,2.0
base,moving_average,2018-06-18,computers_accessories,Central-West,0.0
base,moving_average,2018-06-18,computers_accessories,North,0.0
base,moving_average,2018-06-18,computers_accessories,Northeast,0.0
base,moving_average,2018-06-18,computers_accessories,South,0.0
base,moving_average,2018-06-18,computers_accessories,Southeast,0.0
base,moving_average,2018-06-18,furniture_decor,Central-West,0.0
base,moving_average,2018-06-18,furniture_decor,North,0.0
base,moving_average,2018-06-18,furniture_decor,Northeast,0.0
base,moving_average,2018-06-18,furniture_decor,South,0.0
base,moving_average,2018-06-18,furniture_decor,Southeast,0.0
base,moving_average,2018-06-18,garden_tools,Central-West,0.0
base,moving_average,2018-06-18,garden_tools,North,0.0
base,moving_average,2018-06-18,garden_tools,Northeast,0.0
base,moving_average,2018-06-18,garden_tools,South,0.0
base,moving_average,2018-06-18,garden_tools,Southeast,0.0
base,moving_average,2018-06-18,health_beauty,Central-West,7.0
base,moving_average,2018-06-18,health_beauty,North,1.0
base,moving_average,2018-06-18,health_beauty,Northeast,6.0
base,moving_average,2018-06-18,health_beauty,South,5.0
base,moving_average,2018-06-18,health_beauty,Southeast,33.0
base,moving_average,2018-06-18,housewares,Central-West,0.0
base,moving_average,2018-06-18,housewares,North,0.0
base,moving_average,2018-06-18,housewares,Northeast,0.0
base,moving_average,2018-06-18,housewares,South,0.0
base,moving_average,2018-06-18,housewares,Southeast,0.0
base,moving_average,2018-06-18,sports_leisure,Central-West,0.0
base,moving_average,2018-06-18,sports_leisure,North,0.0
base,moving_average,2018-06-18,sports_leisure,Northeast,2.0
base,moving_average,2018-06-18,sports_leisure,South,0.0
base,moving_average,2018-06-18,sports_leisure,Southeast,1.0
base,moving_average,2018-06-18,telephony,Central-West,0.0
base,moving_average,2018-06-18,telephony,North,0.0
base,moving_average,2018-06-18,telephony,Northeast,0.0
base,moving_average,2018-06-18,telephony,South,0.0
base,moving_average,2018-06-18,telephony,Southeast,2.0
base,moving_average,2018-06-18,watches_gifts,Central-West,0.0
base,moving_average,2018-06-18,watches_gifts,North,0.0
base,moving_average,2018-06-18,watches_gifts,Northeast,0.0
base,moving_average,2018-06-18,watches_gifts,South,0.0
base,moving_average,2018-06-18,watches_gifts,Southeast,0.0
base,moving_average,2018-06-25,auto,Central-West,0.0
base,moving_average,2018-06-25,auto,North,0.0
base,moving_average,2018-06-25,auto,Northeast,0.0
base,moving_average,2018-06-25,auto,South,0.0
base,moving_average,2018-06-25,auto,Southeast,0.0
base,moving_average,2018-06-25,bed_bath_table,Central-West,0.0
base,moving_average,2018-06-25,bed_bath_table,North,0.0
base,moving_average,2018-06-25,bed_bath_table,Northeast,0.0
base,moving_average,2018-06-25,bed_bath_table,South,0.0
base,moving_average,2018-06-25,bed_bath_table,Southeast,0.0
base,moving_average,2018-06-25,computers_accessories,Central-West,0.0
base,moving_average,2018-06-25,computers_accessories,North,0.0
base,moving_average,2018-06-25,computers_accessories,Northeast,5.0
base,moving_average,2018-06-25,computers_accessories,South,0.0
base,moving_average,2018-06-25,computers_accessories,Southeast,0.0
base,moving_average,2018-06-25,furniture_decor,Central-West,0.0
base,moving_average,2018-06-25,furniture_decor,North,0.0
base,moving_average,2018-06-25,furniture_decor,Northeast,0.0
base,moving_average,2018-06-25,furniture_decor,South,0.0
base,moving_average,2018-06-25,furniture_decor,Southeast,0.0
base,moving_average,2018-06-25,garden_tools,Central-West,0.0
base,moving_average,2018-06-25,garden_tools,North,0.0
base,moving_average,2018-06-25,garden_tools,Northeast,0.0
base,moving_average,2018-06-25,garden_tools,South,0.0
base,moving_average,2018-06-25,garden_tools,Southeast,0.0
base,moving_average,2018-06-25,health_beauty,Central-West,0.0
base,moving_average,2018-06-25,health_beauty,North,0.0
base,moving_average,2018-06-25,health_beauty,Northeast,0.0
base,moving_average,2018-06-25,health_beauty,South,0.0
base,moving_average,2018-06-25,health_beauty,Southeast,0.0
base,moving_average,2018-06-25,housewares,Central-West,0.0
base,moving_average,2018-06-25,housewares,North,0.0
base,moving_average,2018-06-25,housewares,Northeast,0.0
base,moving_average,2018-06-25,housewares,South,0.0
base,moving_average,2018-06-25,housewares,Southeast,0.0
base,moving_average,2018-06-25,sports_leisure,Central-West,0.0
base,moving_average,2018-06-25,sports_leisure,North,0.0
base,moving_average,2018-06-25,sports_leisure,Northeast,0.0
base,moving_average,2018-06-25,sports_leisure,South,0.0
base,moving_average,2018-06-25,sports_leisure,Southeast,0.0
base,moving_average,2018-06-25,telephony,Central-West,0.0
base,moving_average,2018-06-25,telephony,North,0.0
base,moving_average,2018-06-25,telephony,Northeast,0.0
base,moving_average,2018-06-25,telephony,South,0.0
base,moving_average,2018-06-25,telephony,Southeast,0.0
base,moving_average,2018-06-25,watches_gifts,Central-West,0.0
base,moving_average,2018-06-25,watches_gifts,North,0.0
base,moving_average,2018-06-25,watches_gifts,Northeast,0.0
base,moving_average,2018-06-25,watches_gifts,South,0.0
base,moving_average,2018-06-25,watches_gifts,Southeast,0.0
base,moving_average,2018-07-02,auto,Central-West,0.0
base,moving_average,2018-07-02,auto,North,0.0
base,moving_average,2018-07-02,auto,Northeast,0.0
base,moving_average,2018-07-02,auto,South,0.0
base,moving_average,2018-07-02,auto,Southeast,0.0
base,moving_average,2018-07-02,bed_bath_table,Central-West,0.0
base,moving_average,2018-07-02,bed_bath_table,North,0.0
base,moving_average,2018-07-02,bed_bath_table,Northeast,0.0
base,moving_average,2018-07-02,bed_bath_table,South,0.0
base,moving_average,2018-07-02,bed_bath_table,Southeast,0.0
base,moving_average,2018-07-02,computers_accessories,Central-West,0.0
base,moving_average,2018-07-02,computers_accessories,North,0.0
base,moving_average,2018-07-02,computers_accessories,Northeast,0.0
base,moving_average,2018-07-02,computers_accessories,South,0.0
base,moving_average,2018-07-02,computers_accessories,Southeast,0.0
base,moving_average,2018-07-02,furniture_decor,Central-West,0.0
base,moving_average,2018-07-02,furniture_decor,North,0.0
base,moving_average,2018-07-02,furniture_decor,Northeast,0.0
base,moving_average,2018-07-02,furniture_decor,South,0.0
base,moving_average,2018-07-02,furniture_decor,Southeast,0.0
base,moving_average,2018-07-02,garden_tools,Central-West,0.0
base,moving_average,2018-07-02,garden_tools,North,0.0
base,moving_average,2018-07-02,garden_tools,Northeast,0.0
base,moving_average,2018-07-02,garden_tools,South,0.0
base,moving_average,2018-07-02,garden_tools,Southeast,0.0
base,moving_average,2018-07-02,health_beauty,Central-West,0.0
base,moving_average,2018-07-02,health_beauty,North,0.0
base,moving_average,2018-07-02,health_beauty,Northeast,0.0
base,moving_average,2018-07-02,health_beauty,South,0.0
base,moving_average,2018-07-02,health_beauty,Southeast,0.0
base,moving_average,2018-07-02,housewares,Central-West,0.0
base,moving_average,2018-07-02,housewares,North,0.0
base,moving_average,2018-07-02,housewares,Northeast,0.0
base,moving_average,2018-07-02,housewares,South,0.0
base,moving_average,2018-07-02,housewares,Southeast,0.0
base,moving_average,2018-07-02,sports_leisure,Central-West,0.0
base,moving_average,2018-07-02,sports_leisure,North,0.0
base,moving_average,2018-07-02,sports_leisure,Northeast,0.0
base,moving_average,2018-07-02,sports_leisure,South,0.0
base,moving_average,2018-07-02,sports_leisure,Southeast,0.0
base,moving_average,2018-07-02,telephony,Central-West,0.0
base,moving_average,2018-07-02,telephony,North,0.0
base,moving_average,2018-07-02,telephony,Northeast,0.0
base,moving_average,2018-07-02,telephony,South,0.0
base,moving_average,2018-07-02,telephony,Southeast,0.0
base,moving_average,2018-07-02,watches_gifts,Central-West,0.0
base,moving_average,2018-07-02,watches_gifts,North,0.0
base,moving_average,2018-07-02,watches_gifts,Northeast,0.0
base,moving_average,2018-07-02,watches_gifts,South,0.0
base,moving_average,2018-07-02,watches_gifts,Southeast,0.0
base,moving_average,2018-07-09,auto,Central-West,0.0
base,moving_average,2018-07-09,auto,North,0.0
base,moving_average,2018-07-09,auto,Northeast,0.0
base,moving_average,2018-07-09,auto,South,0.0
base,moving_average,2018-07-09,auto,Southeast,0.0
base,moving_average,2018-07-09,bed_bath_table,Central-West,0.0
base,moving_average,2018-07-09,bed_bath_table,North,0.0
base,moving_average,2018-07-09,bed_bath_table,Northeast,0.0
base,moving_average,2018-07-09,bed_bath_table,South,0.0
base,moving_average,2018-07-09,bed_bath_table,Southeast,0.0
base,moving_average,2018-07-09,computers_accessories,Central-West,0.0
base,moving_average,2018-07-09,computers_accessories,North,0.0
base,moving_average,2018-07-09,computers_accessories,Northeast,0.0
base,moving_average,2018-07-09,computers_accessories,South,0.0
base,moving_average,2018-07-09,computers_accessories,Southeast,0.0
base,moving_average,2018-07-09,furniture_decor,Central-West,0.0
base,moving_average,2018-07-09,furniture_decor,North,0.0
base,moving_average,2018-07-09,furniture_decor,Northeast,0.0
base,moving_average,2018-07-09,furniture_decor,South,0.0
base,moving_average,2018-07-09,furniture_decor,Southeast,0.0
base,moving_average,2018-07-09,garden_tools,Central-West,0.0
base,moving_average,2018-07-09,garden_tools,North,0.0
base,moving_average,2018-07-09,garden_tools,Northeast,0.0
base,moving_average,2018-07-09,garden_tools,South,0.0
base,moving_average,2018-07-09,garden_tools,Southeast,0.0
base,moving_average,2018-07-09,health_beauty,Central-West,0.0
base,moving_average,2018-07-09,health_beauty,North,0.0
base,moving_average,2018-07-09,health_beauty,Northeast,0.0
base,moving_average,2018-07-09,health_beauty,South,0.0
base,moving_average,2018-07-09,health_beauty,Southeast,0.0
base,moving_average,2018-07-09,housewares,Central-West,0.0
base,moving_average,2018-07-09,housewares,North,0.0
base,moving_average,2018-07-09,housewares,Northeast,0.0
base,moving_average,2018-07-09,housewares,South,0.0
base,moving_average,2018-07-09,housewares,Southeast,0.0
base,moving_average,2018-07-09,sports_leisure,Central-West,0.0
base,moving_average,2018-07-09,sports_leisure,North,0.0
base,moving_average,2018-07-09,sports_leisure,Northeast,0.0
base,moving_average,2018-07-09,sports_leisure,South,0.0
base,moving_average,2018-07-09,sports_leisure,Southeast,0.0
base,moving_average,2018-07-09,telephony,Central-West,0.0
base,moving_average,2018-07-09,telephony,North,0.0
base,moving_average,2018-07-09,telephony,Northeast,0.0
base,moving_average,2018-07-09,telephony,South,0.0
base,moving_average,2018-07-09,telephony,Southeast,0.0
base,moving_average,2018-07-09,watches_gifts,Central-West,0.0
base,moving_average,2018-07-09,watches_gifts,North,0.0
base,moving_average,2018-07-09,watches_gifts,Northeast,0.0
base,moving_average,2018-07-09,watches_gifts,South,0.0
base,moving_average,2018-07-09,watches_gifts,Southeast,0.0
base,moving_average,2018-07-16,auto,Central-West,0.0
base,moving_average,2018-07-16,auto,North,0.0
base,moving_average,2018-07-16,auto,Northeast,0.0
base,moving_average,2018-07-16,auto,South,0.0
base,moving_average,2018-07-16,auto,Southeast,0.0
base,moving_average,2018-07-16,bed_bath_table,Central-West,0.0
base,moving_average,2018-07-16,bed_bath_table,North,0.0
base,moving_average,2018-07-16,bed_bath_table,Northeast,0.0
base,moving_average,2018-07-16,bed_bath_table,South,0.0
base,moving_average,2018-07-16,bed_bath_table,Southeast,0.0
base,moving_average,2018-07-16,computers_accessories,Central-West,0.0
base,moving_average,2018-07-16,computers_accessories,North,0.0
base,moving_average,2018-07-16,computers_accessories,Northeast,0.0
base,moving_average,2018-07-16,computers_accessories,South,0.0
base,moving_average,2018-07-16,computers_accessories,Southeast,0.0
base,moving_average,2018-07-16,furniture_decor,Central-West,0.0
base,moving_average,2018-07-16,furniture_decor,North,0.0
base,moving_average,2018-07-16,furniture_decor,Northeast,0.0
base,moving_average,2018-07-16,furniture_decor,South,0.0
base,moving_average,2018-07-16,furniture_decor,Southeast,0.0
base,moving_average,2018-07-16,garden_tools,Central-West,0.0
base,moving_average,2018-07-16,garden_tools,North,0.0
base,moving_average,2018-07-16,garden_tools,Northeast,0.0
base,moving_average,2018-07-16,garden_tools,South,0.0
base,moving_average,2018-07-16,garden_tools,Southeast,0.0
base,moving_average,2018-07-16,health_beauty,Central-West,0.0
base,moving_average,2018-07-16,health_beauty,North,0.0
base,moving_average,2018-07-16,health_beauty,Northeast,0.0
