scenario,policy,origin_week,category,region,shortage_units
base,moving_average,2018-07-16,health_beauty,South,0.0
base,moving_average,2018-07-16,health_beauty,Southeast,0.0
base,moving_average,2018-07-16,housewares,Central-West,0.0
base,moving_average,2018-07-16,housewares,North,0.0
base,moving_average,2018-07-16,housewares,Northeast,0.0
base,moving_average,2018-07-16,housewares,South,0.0
base,moving_average,2018-07-16,housewares,Southeast,0.0
base,moving_average,2018-07-16,sports_leisure,Central-West,0.0
base,moving_average,2018-07-16,sports_leisure,North,0.0
base,moving_average,2018-07-16,sports_leisure,Northeast,0.0
base,moving_average,2018-07-16,sports_leisure,South,0.0
base,moving_average,2018-07-16,sports_leisure,Southeast,0.0
base,moving_average,2018-07-16,telephony,Central-West,0.0
base,moving_average,2018-07-16,telephony,North,0.0
base,moving_average,2018-07-16,telephony,Northeast,0.0
base,moving_average,2018-07-16,telephony,South,0.0
base,moving_average,2018-07-16,telephony,Southeast,0.0
base,moving_average,2018-07-16,watches_gifts,Central-West,0.0
base,moving_average,2018-07-16,watches_gifts,North,0.0
base,moving_average,2018-07-16,watches_gifts,Northeast,0.0
base,moving_average,2018-07-16,watches_gifts,South,0.0
base,moving_average,2018-07-16,watches_gifts,Southeast,0.0
base,moving_average,2018-07-23,auto,Central-West,1.0
base,moving_average,2018-07-23,auto,North,0.0
base,moving_average,2018-07-23,auto,Northeast,10.0
base,moving_average,2018-07-23,auto,South,1.0
base,moving_average,2018-07-23,auto,Southeast,16.0
base,moving_average,2018-07-23,bed_bath_table,Central-West,0.0
base,moving_average,2018-07-23,bed_bath_table,North,0.0
base,moving_average,2018-07-23,bed_bath_table,Northeast,0.0
base,moving_average,2018-07-23,bed_bath_table,South,0.0
base,moving_average,2018-07-23,bed_bath_table,Southeast,0.0
base,moving_average,2018-07-23,computers_accessories,Central-West,3.0
base,moving_average,2018-07-23,computers_accessories,North,0.0
base,moving_average,2018-07-23,computers_accessories,Northeast,0.0
base,moving_average,2018-07-23,computers_accessories,South,0.0
base,moving_average,2018-07-23,computers_accessories,Southeast,0.0
base,moving_average,2018-07-23,furniture_decor,Central-West,0.0
base,moving_average,2018-07-23,furniture_decor,North,3.0
base,moving_average,2018-07-23,furniture_decor,Northeast,0.0
base,moving_average,2018-07-23,furniture_decor,South,3.0
base,moving_average,2018-07-23,furniture_decor,Southeast,15.0
base,moving_average,2018-07-23,garden_tools,Central-West,0.0
base,moving_average,2018-07-23,garden_tools,North,0.0
base,moving_average,2018-07-23,garden_tools,Northeast,0.0
base,moving_average,2018-07-23,garden_tools,South,0.0
base,moving_average,2018-07-23,garden_tools,Southeast,0.0
base,moving_average,2018-07-23,health_beauty,Central-West,0.0
base,moving_average,2018-07-23,health_beauty,North,0.0
base,moving_average,2018-07-23,health_beauty,Northeast,0.0
base,moving_average,2018-07-23,health_beauty,South,0.0
base,moving_average,2018-07-23,health_beauty,Southeast,0.0
base,moving_average,2018-07-23,housewares,Central-West,0.0
base,moving_average,2018-07-23,housewares,North,0.0
base,moving_average,2018-07-23,housewares,Northeast,0.0
base,moving_average,2018-07-23,housewares,South,11.0
base,moving_average,2018-07-23,housewares,Southeast,24.0
base,moving_average,2018-07-23,sports_leisure,Central-West,0.0
base,moving_average,2018-07-23,sports_leisure,North,0.0
base,moving_average,2018-07-23,sports_leisure,Northeast,0.0
base,moving_average,2018-07-23,sports_leisure,South,0.0
base,moving_average,2018-07-23,sports_leisure,Southeast,0.0
base,moving_average,2018-07-23,telephony,Central-West,3.0
base,moving_average,2018-07-23,telephony,North,0.0
base,moving_average,2018-07-23,telephony,Northeast,1.0
base,moving_average,2018-07-23,telephony,South,0.0
base,moving_average,2018-07-23,telephony,Southeast,11.0
base,moving_average,2018-07-23,watches_gifts,Central-West,0.0
base,moving_average,2018-07-23,watches_gifts,North,0.0
base,moving_average,2018-07-23,watches_gifts,Northeast,0.0
base,moving_average,2018-07-23,watches_gifts,South,0.0
base,moving_average,2018-07-23,watches_gifts,Southeast,0.0
base,moving_average,2018-07-30,auto,Central-West,0.0
base,moving_average,2018-07-30,auto,North,0.0
base,moving_average,2018-07-30,auto,Northeast,12.0
base,moving_average,2018-07-30,auto,South,2.0
base,moving_average,2018-07-30,auto,Southeast,0.0
base,moving_average,2018-07-30,bed_bath_table,Central-West,6.0
base,moving_average,2018-07-30,bed_bath_table,North,0.0
base,moving_average,2018-07-30,bed_bath_table,Northeast,7.0
base,moving_average,2018-07-30,bed_bath_table,South,0.0
base,moving_average,2018-07-30,bed_bath_table,Southeast,21.0
base,moving_average,2018-07-30,computers_accessories,Central-West,7.0
base,moving_average,2018-07-30,computers_accessories,North,9.0
base,moving_average,2018-07-30,computers_accessories,Northeast,12.0
base,moving_average,2018-07-30,computers_accessories,South,0.0
base,moving_average,2018-07-30,computers_accessories,Southeast,23.0
base,moving_average,2018-07-30,furniture_decor,Central-West,0.0
base,moving_average,2018-07-30,furniture_decor,North,0.0
base,moving_average,2018-07-30,furniture_decor,Northeast,9.0
base,moving_average,2018-07-30,furniture_decor,South,0.0
base,moving_average,2018-07-30,furniture_decor,Southeast,27.0
base,moving_average,2018-07-30,garden_tools,Central-West,0.0
base,moving_average,2018-07-30,garden_tools,North,0.0
base,moving_average,2018-07-30,garden_tools,Northeast,0.0
base,moving_average,2018-07-30,garden_tools,South,0.0
base,moving_average,2018-07-30,garden_tools,Southeast,0.0
base,moving_average,2018-07-30,health_beauty,Central-West,0.0
base,moving_average,2018-07-30,health_beauty,North,0.0
base,moving_average,2018-07-30,health_beauty,Northeast,0.0
base,moving_average,2018-07-30,health_beauty,South,0.0
base,moving_average,2018-07-30,health_beauty,Southeast,0.0
base,moving_average,2018-07-30,housewares,Central-West,18.0
base,moving_average,2018-07-30,housewares,North,4.0
base,moving_average,2018-07-30,housewares,Northeast,7.0
base,moving_average,2018-07-30,housewares,South,9.0
base,moving_average,2018-07-30,housewares,Southeast,38.0
base,moving_average,2018-07-30,sports_leisure,Central-West,10.0
base,moving_average,2018-07-30,sports_leisure,North,5.0
base,moving_average,2018-07-30,sports_leisure,Northeast,12.0
base,moving_average,2018-07-30,sports_leisure,South,0.0
base,moving_average,2018-07-30,sports_leisure,Southeast,24.0
base,moving_average,2018-07-30,telephony,Central-West,7.0
base,moving_average,2018-07-30,telephony,North,0.0
base,moving_average,2018-07-30,telephony,Northeast,16.0
base,moving_average,2018-07-30,telephony,South,5.0
base,moving_average,2018-07-30,telephony,Southeast,15.0
base,moving_average,2018-07-30,watches_gifts,Central-West,0.0
base,moving_average,2018-07-30,watches_gifts,North,2.0
base,moving_average,2018-07-30,watches_gifts,Northeast,2.0
base,moving_average,2018-07-30,watches_gifts,South,0.0
base,moving_average,2018-07-30,watches_gifts,Southeast,0.0
base,moving_average,2018-08-06,auto,Central-West,3.0
base,moving_average,2018-08-06,auto,North,3.0
base,moving_average,2018-08-06,auto,Northeast,21.0
base,moving_average,2018-08-06,auto,South,2.0
base,moving_average,2018-08-06,auto,Southeast,10.0
base,moving_average,2018-08-06,bed_bath_table,Central-West,0.0
base,moving_average,2018-08-06,bed_bath_table,North,0.0
base,moving_average,2018-08-06,bed_bath_table,Northeast,3.0
base,moving_average,2018-08-06,bed_bath_table,South,9.0
base,moving_average,2018-08-06,bed_bath_table,Southeast,13.0
base,moving_average,2018-08-06,computers_accessories,Central-West,0.0
base,moving_average,2018-08-06,computers_accessories,North,0.0
base,moving_average,2018-08-06,computers_accessories,Northeast,5.0
base,moving_average,2018-08-06,computers_accessories,South,3.0
base,moving_average,2018-08-06,computers_accessories,Southeast,9.0
base,moving_average,2018-08-06,furniture_decor,Central-West,0.0
base,moving_average,2018-08-06,furniture_decor,North,4.0
base,moving_average,2018-08-06,furniture_decor,Northeast,6.0
base,moving_average,2018-08-06,furniture_decor,South,13.0
base,moving_average,2018-08-06,furniture_decor,Southeast,0.0
base,moving_average,2018-08-06,garden_tools,Central-West,0.0
base,moving_average,2018-08-06,garden_tools,North,0.0
base,moving_average,2018-08-06,garden_tools,Northeast,0.0
base,moving_average,2018-08-06,garden_tools,South,0.0
base,moving_average,2018-08-06,garden_tools,Southeast,0.0
base,moving_average,2018-08-06,health_beauty,Central-West,4.0
base,moving_average,2018-08-06,health_beauty,North,7.0
base,moving_average,2018-08-06,health_beauty,Northeast,23.0
base,moving_average,2018-08-06,health_beauty,South,8.0
base,moving_average,2018-08-06,health_beauty,Southeast,39.0
base,moving_average,2018-08-06,housewares,Central-West,0.0
base,moving_average,2018-08-06,housewares,North,0.0
base,moving_average,2018-08-06,housewares,Northeast,1.0
base,moving_average,2018-08-06,housewares,South,1.0
base,moving_average,2018-08-06,housewares,Southeast,24.0
base,moving_average,2018-08-06,sports_leisure,Central-West,0.0
base,moving_average,2018-08-06,sports_leisure,North,1.0
base,moving_average,2018-08-06,sports_leisure,Northeast,6.0
base,moving_average,2018-08-06,sports_leisure,South,0.0
base,moving_average,2018-08-06,sports_leisure,Southeast,0.0
base,moving_average,2018-08-06,telephony,Central-West,3.0
base,moving_average,2018-08-06,telephony,North,0.0
base,moving_average,2018-08-06,telephony,Northeast,19.0
base,moving_average,2018-08-06,telephony,South,14.0
base,moving_average,2018-08-06,telephony,Southeast,3.0
base,moving_average,2018-08-06,watches_gifts,Central-West,0.0
base,moving_average,2018-08-06,watches_gifts,North,0.0
base,moving_average,2018-08-06,watches_gifts,Northeast,0.0
base,moving_average,2018-08-06,watches_gifts,South,0.0
base,moving_average,2018-08-06,watches_gifts,Southeast,0.0
base,moving_average,2018-08-13,auto,Central-West,0.0
base,moving_average,2018-08-13,auto,North,0.0
base,moving_average,2018-08-13,auto,Northeast,0.0
base,moving_average,2018-08-13,auto,South,0.0
base,moving_average,2018-08-13,auto,Southeast,0.0
base,moving_average,2018-08-13,bed_bath_table,Central-West,0.0
base,moving_average,2018-08-13,bed_bath_table,North,0.0
base,moving_average,2018-08-13,bed_bath_table,Northeast,6.0
base,moving_average,2018-08-13,bed_bath_table,South,0.0
base,moving_average,2018-08-13,bed_bath_table,Southeast,0.0
base,moving_average,2018-08-13,computers_accessories,Central-West,0.0
base,moving_average,2018-08-13,computers_accessories,North,0.0
base,moving_average,2018-08-13,computers_accessories,Northeast,0.0
base,moving_average,2018-08-13,computers_accessories,South,0.0
base,moving_average,2018-08-13,computers_accessories,Southeast,0.0
base,moving_average,2018-08-13,furniture_decor,Central-West,0.0
base,moving_average,2018-08-13,furniture_decor,North,0.0
base,moving_average,2018-08-13,furniture_decor,Northeast,0.0
base,moving_average,2018-08-13,furniture_decor,South,0.0
base,moving_average,2018-08-13,furniture_decor,Southeast,0.0
base,moving_average,2018-08-13,garden_tools,Central-West,0.0
base,moving_average,2018-08-13,garden_tools,North,0.0
base,moving_average,2018-08-13,garden_tools,Northeast,0.0
base,moving_average,2018-08-13,garden_tools,South,0.0
base,moving_average,2018-08-13,garden_tools,Southeast,0.0
base,moving_average,2018-08-13,health_beauty,Central-West,0.0
base,moving_average,2018-08-13,health_beauty,North,0.0
base,moving_average,2018-08-13,health_beauty,Northeast,0.0
base,moving_average,2018-08-13,health_beauty,South,0.0
base,moving_average,2018-08-13,health_beauty,Southeast,0.0
base,moving_average,2018-08-13,housewares,Central-West,3.0
base,moving_average,2018-08-13,housewares,North,1.0
base,moving_average,2018-08-13,housewares,Northeast,1.0
base,moving_average,2018-08-13,housewares,South,0.0
base,moving_average,2018-08-13,housewares,Southeast,0.0
base,moving_average,2018-08-13,sports_leisure,Central-West,0.0
base,moving_average,2018-08-13,sports_leisure,North,0.0
base,moving_average,2018-08-13,sports_leisure,Northeast,2.0
base,moving_average,2018-08-13,sports_leisure,South,0.0
base,moving_average,2018-08-13,sports_leisure,Southeast,0.0
base,moving_average,2018-08-13,telephony,Central-West,0.0
base,moving_average,2018-08-13,telephony,North,0.0
base,moving_average,2018-08-13,telephony,Northeast,0.0
base,moving_average,2018-08-13,telephony,South,0.0
base,moving_average,2018-08-13,telephony,Southeast,0.0
base,moving_average,2018-08-13,watches_gifts,Central-West,0.0
base,moving_average,2018-08-13,watches_gifts,North,0.0
base,moving_average,2018-08-13,watches_gifts,Northeast,0.0
base,moving_average,2018-08-13,watches_gifts,South,0.0
base,moving_average,2018-08-13,watches_gifts,Southeast,0.0
base,moving_average,2018-08-20,auto,Central-West,0.0
base,moving_average,2018-08-20,auto,North,0.0
base,moving_average,2018-08-20,auto,Northeast,0.0
base,moving_average,2018-08-20,auto,South,0.0
base,moving_average,2018-08-20,auto,Southeast,0.0
base,moving_average,2018-08-20,bed_bath_table,Central-West,0.0
base,moving_average,2018-08-20,bed_bath_table,North,0.0
base,moving_average,2018-08-20,bed_bath_table,Northeast,0.0
base,moving_average,2018-08-20,bed_bath_table,South,0.0
base,moving_average,2018-08-20,bed_bath_table,Southeast,0.0
base,moving_average,2018-08-20,computers_accessories,Central-West,0.0
base,moving_average,2018-08-20,computers_accessories,North,0.0
base,moving_average,2018-08-20,computers_accessories,Northeast,0.0
base,moving_average,2018-08-20,computers_accessories,South,0.0
base,moving_average,2018-08-20,computers_accessories,Southeast,0.0
base,moving_average,2018-08-20,furniture_decor,Central-West,0.0
base,moving_average,2018-08-20,furniture_decor,North,0.0
base,moving_average,2018-08-20,furniture_decor,Northeast,0.0
base,moving_average,2018-08-20,furniture_decor,South,0.0
base,moving_average,2018-08-20,furniture_decor,Southeast,0.0
base,moving_average,2018-08-20,garden_tools,Central-West,0.0
base,moving_average,2018-08-20,garden_tools,North,0.0
base,moving_average,2018-08-20,garden_tools,Northeast,0.0
base,moving_average,2018-08-20,garden_tools,South,0.0
base,moving_average,2018-08-20,garden_tools,Southeast,0.0
base,moving_average,2018-08-20,health_beauty,Central-West,0.0
base,moving_average,2018-08-20,health_beauty,North,0.0
base,moving_average,2018-08-20,health_beauty,Northeast,0.0
base,moving_average,2018-08-20,health_beauty,South,0.0
base,moving_average,2018-08-20,health_beauty,Southeast,0.0
base,moving_average,2018-08-20,housewares,Central-West,0.0
base,moving_average,2018-08-20,housewares,North,0.0
base,moving_average,2018-08-20,housewares,Northeast,0.0
base,moving_average,2018-08-20,housewares,South,0.0
base,moving_average,2018-08-20,housewares,Southeast,0.0
base,moving_average,2018-08-20,sports_leisure,Central-West,0.0
base,moving_average,2018-08-20,sports_leisure,North,0.0
base,moving_average,2018-08-20,sports_leisure,Northeast,0.0
base,moving_average,2018-08-20,sports_leisure,South,0.0
base,moving_average,2018-08-20,sports_leisure,Southeast,0.0
base,moving_average,2018-08-20,telephony,Central-West,0.0
base,moving_average,2018-08-20,telephony,North,0.0
base,moving_average,2018-08-20,telephony,Northeast,0.0
base,moving_average,2018-08-20,telephony,South,0.0
base,moving_average,2018-08-20,telephony,Southeast,0.0
base,moving_average,2018-08-20,watches_gifts,Central-West,0.0
base,moving_average,2018-08-20,watches_gifts,North,0.0
base,moving_average,2018-08-20,watches_gifts,Northeast,0.0
base,moving_average,2018-08-20,watches_gifts,South,0.0
base,moving_average,2018-08-20,watches_gifts,Southeast,0.0
base,ridge,2018-05-28,auto,Central-West,0.0
base,ridge,2018-05-28,auto,North,0.0
base,ridge,2018-05-28,auto,Northeast,0.0
base,ridge,2018-05-28,auto,South,0.0
base,ridge,2018-05-28,auto,Southeast,0.0
base,ridge,2018-05-28,bed_bath_table,Central-West,0.0
base,ridge,2018-05-28,bed_bath_table,North,0.0
base,ridge,2018-05-28,bed_bath_table,Northeast,0.0
base,ridge,2018-05-28,bed_bath_table,South,0.0
base,ridge,2018-05-28,bed_bath_table,Southeast,0.0
base,ridge,2018-05-28,computers_accessories,Central-West,0.0
base,ridge,2018-05-28,computers_accessories,North,0.0
base,ridge,2018-05-28,computers_accessories,Northeast,0.0
base,ridge,2018-05-28,computers_accessories,South,0.0
base,ridge,2018-05-28,computers_accessories,Southeast,0.0
base,ridge,2018-05-28,furniture_decor,Central-West,0.0
base,ridge,2018-05-28,furniture_decor,North,0.0
base,ridge,2018-05-28,furniture_decor,Northeast,0.0
base,ridge,2018-05-28,furniture_decor,South,0.0
base,ridge,2018-05-28,furniture_decor,Southeast,0.0
base,ridge,2018-05-28,garden_tools,Central-West,0.0
base,ridge,2018-05-28,garden_tools,North,0.0
base,ridge,2018-05-28,garden_tools,Northeast,0.0
base,ridge,2018-05-28,garden_tools,South,0.0
base,ridge,2018-05-28,garden_tools,Southeast,0.0
base,ridge,2018-05-28,health_beauty,Central-West,0.0
base,ridge,2018-05-28,health_beauty,North,0.0
base,ridge,2018-05-28,health_beauty,Northeast,0.0
base,ridge,2018-05-28,health_beauty,South,0.0
base,ridge,2018-05-28,health_beauty,Southeast,0.0
base,ridge,2018-05-28,housewares,Central-West,0.0
base,ridge,2018-05-28,housewares,North,0.0
base,ridge,2018-05-28,housewares,Northeast,0.0
base,ridge,2018-05-28,housewares,South,0.0
base,ridge,2018-05-28,housewares,Southeast,0.0
base,ridge,2018-05-28,sports_leisure,Central-West,0.0
base,ridge,2018-05-28,sports_leisure,North,0.0
base,ridge,2018-05-28,sports_leisure,Northeast,0.0
base,ridge,2018-05-28,sports_leisure,South,0.0
base,ridge,2018-05-28,sports_leisure,Southeast,0.0
base,ridge,2018-05-28,telephony,Central-West,0.0
base,ridge,2018-05-28,telephony,North,0.0
base,ridge,2018-05-28,telephony,Northeast,0.0
base,ridge,2018-05-28,telephony,South,0.0
base,ridge,2018-05-28,telephony,Southeast,0.0
base,ridge,2018-05-28,watches_gifts,Central-West,0.0
base,ridge,2018-05-28,watches_gifts,North,0.0
base,ridge,2018-05-28,watches_gifts,Northeast,0.0
base,ridge,2018-05-28,watches_gifts,South,0.0
base,ridge,2018-05-28,watches_gifts,Southeast,0.0
base,ridge,2018-06-04,auto,Central-West,0.0
base,ridge,2018-06-04,auto,North,0.0
base,ridge,2018-06-04,auto,Northeast,0.0
base,ridge,2018-06-04,auto,South,0.0
base,ridge,2018-06-04,auto,Southeast,0.0
base,ridge,2018-06-04,bed_bath_table,Central-West,0.0
base,ridge,2018-06-04,bed_bath_table,North,0.0
base,ridge,2018-06-04,bed_bath_table,Northeast,0.0
base,ridge,2018-06-04,bed_bath_table,South,0.0
base,ridge,2018-06-04,bed_bath_table,Southeast,0.0
base,ridge,2018-06-04,computers_accessories,Central-West,0.0
base,ridge,2018-06-04,computers_accessories,North,0.0
base,ridge,2018-06-04,computers_accessories,Northeast,0.0
base,ridge,2018-06-04,computers_accessories,South,0.0
base,ridge,2018-06-04,computers_accessories,Southeast,0.0
base,ridge,2018-06-04,furniture_decor,Central-West,0.0
base,ridge,2018-06-04,furniture_decor,North,0.0
base,ridge,2018-06-04,furniture_decor,Northeast,0.0
base,ridge,2018-06-04,furniture_decor,South,0.0
base,ridge,2018-06-04,furniture_decor,Southeast,0.0
base,ridge,2018-06-04,garden_tools,Central-West,0.0
base,ridge,2018-06-04,garden_tools,North,0.0
base,ridge,2018-06-04,garden_tools,Northeast,0.0
base,ridge,2018-06-04,garden_tools,South,0.0
base,ridge,2018-06-04,garden_tools,Southeast,0.0
base,ridge,2018-06-04,health_beauty,Central-West,0.0
base,ridge,2018-06-04,health_beauty,North,0.0
base,ridge,2018-06-04,health_beauty,Northeast,0.0
base,ridge,2018-06-04,health_beauty,South,0.0
base,ridge,2018-06-04,health_beauty,Southeast,0.0
base,ridge,2018-06-04,housewares,Central-West,6.0
base,ridge,2018-06-04,housewares,North,0.0
base,ridge,2018-06-04,housewares,Northeast,4.0
base,ridge,2018-06-04,housewares,South,0.0
base,ridge,2018-06-04,housewares,Southeast,11.0
base,ridge,2018-06-04,sports_leisure,Central-West,0.0
base,ridge,2018-06-04,sports_leisure,North,0.0
base,ridge,2018-06-04,sports_leisure,Northeast,0.0
base,ridge,2018-06-04,sports_leisure,South,0.0
base,ridge,2018-06-04,sports_leisure,Southeast,0.0
base,ridge,2018-06-04,telephony,Central-West,0.0
base,ridge,2018-06-04,telephony,North,0.0
base,ridge,2018-06-04,telephony,Northeast,0.0
base,ridge,2018-06-04,telephony,South,0.0
base,ridge,2018-06-04,telephony,Southeast,0.0
base,ridge,2018-06-04,watches_gifts,Central-West,0.0
base,ridge,2018-06-04,watches_gifts,North,0.0
base,ridge,2018-06-04,watches_gifts,Northeast,0.0
base,ridge,2018-06-04,watches_gifts,South,0.0
base,ridge,2018-06-04,watches_gifts,Southeast,0.0
base,ridge,2018-06-11,auto,Central-West,0.0
base,ridge,2018-06-11,auto,North,0.0
base,ridge,2018-06-11,auto,Northeast,0.0
base,ridge,2018-06-11,auto,South,0.0
base,ridge,2018-06-11,auto,Southeast,0.0
base,ridge,2018-06-11,bed_bath_table,Central-West,0.0
base,ridge,2018-06-11,bed_bath_table,North,0.0
base,ridge,2018-06-11,bed_bath_table,Northeast,3.0
base,ridge,2018-06-11,bed_bath_table,South,0.0
base,ridge,2018-06-11,bed_bath_table,Southeast,33.0
base,ridge,2018-06-11,computers_accessories,Central-West,0.0
base,ridge,2018-06-11,computers_accessories,North,0.0
base,ridge,2018-06-11,computers_accessories,Northeast,0.0
base,ridge,2018-06-11,computers_accessories,South,0.0
base,ridge,2018-06-11,computers_accessories,Southeast,0.0
base,ridge,2018-06-11,furniture_decor,Central-West,0.0
base,ridge,2018-06-11,furniture_decor,North,0.0
base,ridge,2018-06-11,furniture_decor,Northeast,0.0
base,ridge,2018-06-11,furniture_decor,South,0.0
base,ridge,2018-06-11,furniture_decor,Southeast,0.0
base,ridge,2018-06-11,garden_tools,Central-West,0.0
base,ridge,2018-06-11,garden_tools,North,0.0
base,ridge,2018-06-11,garden_tools,Northeast,0.0
base,ridge,2018-06-11,garden_tools,South,0.0
base,ridge,2018-06-11,garden_tools,Southeast,0.0
base,ridge,2018-06-11,health_beauty,Central-West,6.0
base,ridge,2018-06-11,health_beauty,North,3.0
base,ridge,2018-06-11,health_beauty,Northeast,8.0
base,ridge,2018-06-11,health_beauty,South,14.0
base,ridge,2018-06-11,health_beauty,Southeast,50.0
base,ridge,2018-06-11,housewares,Central-West,0.0
base,ridge,2018-06-11,housewares,North,0.0
base,ridge,2018-06-11,housewares,Northeast,0.0
base,ridge,2018-06-11,housewares,South,0.0
base,ridge,2018-06-11,housewares,Southeast,0.0
base,ridge,2018-06-11,sports_leisure,Central-West,0.0
base,ridge,2018-06-11,sports_leisure,North,0.0
base,ridge,2018-06-11,sports_leisure,Northeast,0.0
base,ridge,2018-06-11,sports_leisure,South,0.0
base,ridge,2018-06-11,sports_leisure,Southeast,0.0
base,ridge,2018-06-11,telephony,Central-West,0.0
base,ridge,2018-06-11,telephony,North,0.0
base,ridge,2018-06-11,telephony,Northeast,0.0
base,ridge,2018-06-11,telephony,South,0.0
base,ridge,2018-06-11,telephony,Southeast,0.0
base,ridge,2018-06-11,watches_gifts,Central-West,0.0
base,ridge,2018-06-11,watches_gifts,North,0.0
base,ridge,2018-06-11,watches_gifts,Northeast,0.0
base,ridge,2018-06-11,watches_gifts,South,0.0
base,ridge,2018-06-11,watches_gifts,Southeast,0.0
base,ridge,2018-06-18,auto,Central-West,0.0
base,ridge,2018-06-18,auto,North,0.0
base,ridge,2018-06-18,auto,Northeast,0.0
base,ridge,2018-06-18,auto,South,0.0
base,ridge,2018-06-18,auto,Southeast,0.0
base,ridge,2018-06-18,bed_bath_table,Central-West,0.0
base,ridge,2018-06-18,bed_bath_table,North,0.0
base,ridge,2018-06-18,bed_bath_table,Northeast,0.0
base,ridge,2018-06-18,bed_bath_table,South,0.0
base,ridge,2018-06-18,bed_bath_table,Southeast,0.0
base,ridge,2018-06-18,computers_accessories,Central-West,0.0
base,ridge,2018-06-18,computers_accessories,North,0.0
base,ridge,2018-06-18,computers_accessories,Northeast,0.0
base,ridge,2018-06-18,computers_accessories,South,0.0
base,ridge,2018-06-18,computers_accessories,Southeast,0.0
base,ridge,2018-06-18,furniture_decor,Central-West,0.0
base,ridge,2018-06-18,furniture_decor,North,0.0
base,ridge,2018-06-18,furniture_decor,Northeast,0.0
base,ridge,2018-06-18,furniture_decor,South,0.0
base,ridge,2018-06-18,furniture_decor,Southeast,0.0
base,ridge,2018-06-18,garden_tools,Central-West,0.0
base,ridge,2018-06-18,garden_tools,North,0.0
base,ridge,2018-06-18,garden_tools,Northeast,0.0
base,ridge,2018-06-18,garden_tools,South,0.0
base,ridge,2018-06-18,garden_tools,Southeast,0.0
base,ridge,2018-06-18,health_beauty,Central-West,0.0
base,ridge,2018-06-18,health_beauty,North,1.0
base,ridge,2018-06-18,health_beauty,Northeast,7.0
base,ridge,2018-06-18,health_beauty,South,0.0
base,ridge,2018-06-18,health_beauty,Southeast,0.0
base,ridge,2018-06-18,housewares,Central-West,0.0
base,ridge,2018-06-18,housewares,North,0.0
base,ridge,2018-06-18,housewares,Northeast,0.0
base,ridge,2018-06-18,housewares,South,0.0
base,ridge,2018-06-18,housewares,Southeast,0.0
base,ridge,2018-06-18,sports_leisure,Central-West,0.0
base,ridge,2018-06-18,sports_leisure,North,0.0
base,ridge,2018-06-18,sports_leisure,Northeast,0.0
base,ridge,2018-06-18,sports_leisure,South,0.0
base,ridge,2018-06-18,sports_leisure,Southeast,0.0
base,ridge,2018-06-18,telephony,Central-West,0.0
base,ridge,2018-06-18,telephony,North,0.0
base,ridge,2018-06-18,telephony,Northeast,0.0
base,ridge,2018-06-18,telephony,South,0.0
base,ridge,2018-06-18,telephony,Southeast,0.0
base,ridge,2018-06-18,watches_gifts,Central-West,0.0
base,ridge,2018-06-18,watches_gifts,North,0.0
base,ridge,2018-06-18,watches_gifts,Northeast,0.0
base,ridge,2018-06-18,watches_gifts,South,0.0
base,ridge,2018-06-18,watches_gifts,Southeast,0.0
base,ridge,2018-06-25,auto,Central-West,0.0
base,ridge,2018-06-25,auto,North,0.0
base,ridge,2018-06-25,auto,Northeast,0.0
base,ridge,2018-06-25,auto,South,0.0
base,ridge,2018-06-25,auto,Southeast,0.0
base,ridge,2018-06-25,bed_bath_table,Central-West,0.0
base,ridge,2018-06-25,bed_bath_table,North,0.0
base,ridge,2018-06-25,bed_bath_table,Northeast,0.0
base,ridge,2018-06-25,bed_bath_table,South,0.0
base,ridge,2018-06-25,bed_bath_table,Southeast,0.0
base,ridge,2018-06-25,computers_accessories,Central-West,0.0
base,ridge,2018-06-25,computers_accessories,North,0.0
base,ridge,2018-06-25,computers_accessories,Northeast,0.0
base,ridge,2018-06-25,computers_accessories,South,0.0
base,ridge,2018-06-25,computers_accessories,Southeast,0.0
base,ridge,2018-06-25,furniture_decor,Central-West,0.0
base,ridge,2018-06-25,furniture_decor,North,0.0
base,ridge,2018-06-25,furniture_decor,Northeast,0.0
base,ridge,2018-06-25,furniture_decor,South,0.0
base,ridge,2018-06-25,furniture_decor,Southeast,0.0
base,ridge,2018-06-25,garden_tools,Central-West,0.0
base,ridge,2018-06-25,garden_tools,North,0.0
base,ridge,2018-06-25,garden_tools,Northeast,0.0
base,ridge,2018-06-25,garden_tools,South,0.0
base,ridge,2018-06-25,garden_tools,Southeast,0.0
base,ridge,2018-06-25,health_beauty,Central-West,0.0
base,ridge,2018-06-25,health_beauty,North,0.0
base,ridge,2018-06-25,health_beauty,Northeast,0.0
base,ridge,2018-06-25,health_beauty,South,0.0
base,ridge,2018-06-25,health_beauty,Southeast,0.0
base,ridge,2018-06-25,housewares,Central-West,0.0
base,ridge,2018-06-25,housewares,North,0.0
base,ridge,2018-06-25,housewares,Northeast,0.0
base,ridge,2018-06-25,housewares,South,0.0
base,ridge,2018-06-25,housewares,Southeast,0.0
base,ridge,2018-06-25,sports_leisure,Central-West,0.0
base,ridge,2018-06-25,sports_leisure,North,0.0
base,ridge,2018-06-25,sports_leisure,Northeast,0.0
base,ridge,2018-06-25,sports_leisure,South,0.0
base,ridge,2018-06-25,sports_leisure,Southeast,0.0
base,ridge,2018-06-25,telephony,Central-West,0.0
