hub,category,region,sample_size,raw_late_dispatch_rate,raw_late_delivery_rate,median_freight,median_approval_to_carrier_days,shipping_cost,late_probability,supplier_risk,expected_risk_cost_per_unit,risk_adjusted_route_cost,evidence_level
RJ,garden_tools,South,4,0.0,0.0,19.19,0.7112962962962963,19.19,0.07246947737098701,0.060806178949509716,0.8837867137154447,20.073786713715446,low
SC,sports_leisure,North,8,0.0,0.125,41.065,2.135480324074074,41.065,0.08898394459229055,0.03430545030528002,0.8833988082647244,41.94839880826472,low
SC,computers_accessories,South,40,0.0,0.0,15.1,0.9108912037037038,15.1,0.03768412823291325,0.11606681808917339,0.881807116309173,15.981807116309172,high
MG,health_beauty,South,34,0.029411764705882353,0.08823529411764706,17.775,1.3033506944444446,17.775,0.08443926981838397,0.04065159893029828,0.8787721531985632,18.653772153198563,high
RS,sports_leisure,Central-West,6,0.0,0.0,23.465,1.4029224537037037,23.465,0.0689343809138657,0.06475793202476177,0.8752647074347344,24.340264707434734,low
MG,auto,Central-West,14,0.21428571428571427,0.0,44.605000000000004,1.968159722222222,44.605000000000004,0.057679788111601904,0.08196334398415608,0.8712550248135956,45.4762550248136,medium
RS,sports_leisure,South,38,0.05405405405405406,0.05405405405405406,15.995000000000001,1.8152314814814814,15.995000000000001,0.06703207802039574,0.06475793202476177,0.8600462842869747,16.855046284286974,high
RJ,housewares,North,1,0.0,0.0,42.52,2.2628587962962965,42.52,0.07850860048523593,0.046042844648967254,0.8582830271267237,43.37828302712673,low
SC,sports_leisure,Central-West,33,0.030303030303030304,0.09090909090909091,25.77,1.0755555555555556,25.77,0.08568102378630138,0.03430545030528002,0.8569754418168112,26.62697544181681,high
MG,watches_gifts,Southeast,87,0.09302325581395349,0.023809523809523808,18.93,1.984351851851852,18.93,0.040557223676205824,0.1061458416513344,0.8551869976663184,19.78518699766632,high
PR,watches_gifts,South,23,0.13636363636363635,0.0,14.54,1.9623032407407406,14.54,0.049584379253833216,0.09098214998685805,0.851585783964956,15.391585783964954,medium
MG,computers_accessories,Central-West,90,0.05555555555555555,0.045454545454545456,18.28,1.4759201388888887,18.28,0.055498452174540594,0.08151143618139821,0.8515447983033158,19.131544798303317,high
RS,watches_gifts,North,1,0.0,0.0,34.36,3.958900462962963,34.36,0.07850860048523593,0.04391252695032341,0.8476314386335045,35.207631438633506,low
RS,watches_gifts,Northeast,1,0.0,0.0,34.36,1.3329513888888889,34.36,0.07850860048523593,0.04391252695032341,0.8476314386335045,35.207631438633506,low
MG,sports_leisure,South,53,0.07547169811320754,0.0,18.54,1.4655324074074074,18.54,0.03211715474396015,0.11745801602210397,0.8442273180622011,19.3842273180622,high
SP,auto,South,451,0.04708520179372197,0.06756756756756757,18.45,1.2403703703703703,18.45,0.0685309177817714,0.05826164847633178,0.83955558463583,19.289555584635828,high
PR,housewares,Central-West,22,0.0,0.0,24.1,1.8423842592592594,24.1,0.049584379253833216,0.08813305759669116,0.8373403220141216,24.937340322014123,medium
RJ,bed_bath_table,Southeast,108,0.12149532710280374,0.018691588785046728,16.11,1.7255208333333334,16.11,0.033988095897665445,0.1116024787646289,0.829917161004468,16.939917161004466,high
MG,housewares,Central-West,61,0.11475409836065574,0.016666666666666666,18.63,1.6027777777777779,18.63,0.04027694334177361,0.10152606165785179,0.8298458550234478,19.459845855023445,high
RJ,housewares,Northeast,3,0.0,0.0,17.98,1.9293402777777777,17.98,0.07437656888074982,0.046042844648967254,0.8252267742908348,18.805226774290837,low
SP,watches_gifts,South,530,0.05860113421550094,0.06500956022944551,16.62,1.4892361111111112,16.62,0.06599697064062454,0.05938900733503137,0.8249208018001533,17.444920801800155,high
PR,housewares,Southeast,265,0.08914728682170543,0.043478260869565216,18.84,2.02615162037037,18.84,0.048008019505098934,0.08813305759669116,0.8247294440242472,19.664729444024246,high
MG,auto,South,41,0.025,0.025,28.22,1.1138599537037037,28.22,0.05101746156624658,0.08196334398415608,0.817956412450753,29.03795641245075,high
RS,watches_gifts,Central-West,3,0.0,0.0,23.56,4.861678240740741,23.56,0.07437656888074982,0.04391252695032341,0.8145751857976157,24.374575185797614,low
RS,housewares,Southeast,93,0.16304347826086957,0.010869565217391304,23.26,2.555416666666667,23.26,0.03012842218479129,0.11467121491713825,0.8143834520640216,24.074383452064023,high
RS,garden_tools,Southeast,29,0.034482758620689655,0.0,21.72,1.557013888888889,21.72,0.04416108777294521,0.09111215216935545,0.8088494630303389,22.528849463030337,medium
MG,auto,Southeast,165,0.0736196319018405,0.04294478527607362,16.18,1.5012152777777779,16.18,0.04962782635085097,0.08196334398415608,0.8068393307275882,16.986839330727587,high
PR,health_beauty,Central-West,28,0.03571428571428571,0.03571428571428571,27.104999999999997,0.9967592592592593,27.104999999999997,0.06073507329315069,0.06354763004144001,0.8036187365524057,27.908618736552402,medium
SC,furniture_decor,Southeast,65,0.046875,0.03225806451612903,18.06,1.1820196759259258,18.06,0.04975576925225251,0.08091766942473151,0.8026345011416776,18.862634501141677,high
PR,garden_tools,South,43,0.13953488372093023,0.023255813953488372,17.95,1.8930439814814815,17.95,0.04905525150600633,0.08203259122870159,0.8026049681915586,18.75260496819156,high
RJ,furniture_decor,Southeast,80,0.0641025641025641,0.02666666666666667,14.809999999999999,1.4947685185185184,14.809999999999999,0.0438755419769863,0.08967372314350126,0.7993729515333967,15.609372951533395,high
RS,watches_gifts,South,4,0.0,0.0,16.009999999999998,3.983200231481481,16.009999999999998,0.07246947737098701,0.04391252695032341,0.7993184537195132,16.809318453719513,low
RJ,health_beauty,Southeast,760,0.042440318302387266,0.07577807848443843,15.795,1.1858738425925925,15.795,0.07600298400189728,0.03814409846992238,0.7987443643647902,16.59374436436479,high
PR,garden_tools,Southeast,138,0.06015037593984962,0.03875968992248062,18.275,1.6192592592592592,18.275,0.047721400106515204,0.08203259122870159,0.7919341569956295,19.06693415699563,high
RS,sports_leisure,Southeast,71,0.06060606060606061,0.046153846153846156,19.93,2.293587962962963,19.93,0.058263096174684934,0.06475793202476177,0.7898944295212883,20.71989442952129,high
PR,auto,South,25,0.16666666666666666,0.0,15.62,1.9572858796296297,15.62,0.04790355283844904,0.08020127879952639,0.7842348167052242,16.404234816705223,medium
MG,health_beauty,North,4,0.0,0.0,38.89,1.4684027777777777,38.89,0.07246947737098701,0.04065159893029828,0.7830138136193875,39.67301381361939,low
SC,housewares,North,4,0.0,0.0,45.1,3.960625,45.1,0.07246947737098701,0.040413899860415346,0.7818253182699728,45.881825318269975,low
RJ,computers_accessories,North,5,0.0,0.0,30.86,1.4560532407407407,30.86,0.07246947737098701,0.04023133991893617,0.7809125185625769,31.640912518562576,low
RJ,telephony,Central-West,2,0.0,0.0,25.15,3.0879166666666666,25.15,0.07638674641806739,0.03326706587145713,0.7774293007018247,25.927429300701824,low
MG,computers_accessories,South,209,0.11650485436893204,0.03902439024390244,19.98,2.6041203703703704,19.98,0.045109623406118717,0.08151143618139821,0.7684341681559408,20.748434168155942,high
SP,auto,Central-West,236,0.04680851063829787,0.05603448275862069,18.23,1.2880902777777778,18.23,0.05927456785568724,0.05826164847633178,0.7655047852271568,18.99550478522716,high
RJ,telephony,Southeast,32,0.0,0.06666666666666667,18.23,2.8049768518518516,18.23,0.07425091719182297,0.03326706587145713,0.7603426668918694,18.99034266689187,high
MG,garden_tools,South,66,0.030303030303030304,0.07692307692307693,50.6,1.4250925925925926,50.6,0.07826309617468494,0.025755298894095207,0.7548812638679555,51.35488126386796,high
PR,watches_gifts,Southeast,97,0.11458333333333333,0.02127659574468085,17.58,1.6219270833333335,17.58,0.037413252848592975,0.09098214998685805,0.754216772723034,18.334216772723032,high
PR,auto,Southeast,100,0.050505050505050504,0.030303030303030304,18.33,1.1579976851851852,18.33,0.043479922518421595,0.08020127879952639,0.7488457741450048,19.078845774145,high
RJ,computers_accessories,South,21,0.0,0.047619047619047616,19.29,1.440011574074074,19.29,0.06832695745479453,0.04023133991893617,0.7477723592330371,20.037772359233035,medium
RJ,housewares,Central-West,11,0.0,0.0,16.74,1.2695023148148148,16.74,0.06280688038818874,0.046042844648967254,0.7326692663503462,17.472669266350344,medium
SC,garden_tools,North,1,0.0,0.0,31.69,0.5157638888888889,31.69,0.07850860048523593,0.02061694417752368,0.7311535247695059,32.42115352476951,low
RJ,health_beauty,North,22,0.045454545454545456,0.045454545454545456,36.42,1.8445543981481483,36.42,0.06712823890295602,0.03814409846992238,0.7277464035732601,37.147746403573265,medium
PR,housewares,South,74,0.10810810810810811,0.013513513513513514,17.275,1.8921527777777778,17.275,0.035103757958426546,0.08813305759669116,0.7214953516508682,17.996495351650868,high
SC,sports_leisure,Southeast,399,0.042606516290726815,0.06766917293233082,17.6,1.3753703703703704,17.6,0.06872421570845275,0.03430545030528002,0.7213209771940221,18.321320977194024,high
SC,garden_tools,Northeast,17,0.0,0.06666666666666667,40.65,0.8810763888888888,40.65,0.07652619234936987,0.02061694417752368,0.7152942596825774,41.36529425968258,medium
SC,housewares,South,88,0.03409090909090909,0.05747126436781609,20.0,1.221111111111111,20.0,0.06415007883170896,0.040413899860415346,0.7152701299557485,20.715270129955748,high
MG,garden_tools,North,5,0.0,0.0,81.43,0.49372685185185183,81.43,0.07065774043671233,0.025755298894095207,0.6940384179641746,82.12403841796419,low
MG,computers_accessories,Southeast,1033,0.08390243902439025,0.033663366336633666,15.79,2.1020601851851852,15.79,0.03524048767221866,0.08151143618139821,0.6894810822847404,16.47948108228474,high
SC,watches_gifts,North,5,0.0,0.0,38.28,1.900451388888889,38.28,0.07065774043671233,0.021892672606064208,0.6747252865240196,38.954725286524024,low
RJ,computers_accessories,Central-West,13,0.0,0.0,19.49,0.6553587962962963,19.49,0.058881450363926946,0.04023133991893617,0.6722083025060964,20.162208302506095,medium
RS,watches_gifts,Southeast,16,0.0,0.0,17.91,3.042644675925926,17.91,0.055417835636637124,0.04391252695032341,0.662905319844714,18.572905319844715,medium
RJ,computers_accessories,Northeast,14,0.0,0.0,36.225,1.4524594907407407,36.225,0.057679788111601904,0.04023133991893617,0.6625950044874961,36.887595004487494,medium
MG,health_beauty,Central-West,16,0.0,0.0,17.880000000000003,1.4893402777777778,17.880000000000003,0.05652619234936987,0.04065159893029828,0.6554675334464504,18.535467533446454,medium
RJ,housewares,Southeast,120,0.05217391304347826,0.043859649122807015,15.26,1.125787037037037,15.26,0.05252556790247311,0.046042844648967254,0.6504187664646212,15.910418766464621,high
SC,watches_gifts,Central-West,8,0.0,0.0,26.700000000000003,1.7355613425925926,26.700000000000003,0.06572813063880217,0.021892672606064208,0.6352884081407384,27.33528840814074,low
MG,garden_tools,Southeast,411,0.022058823529411766,0.060453400503778336,28.89,1.304664351851852,28.89,0.06209793892932521,0.025755298894095207,0.6255600059050778,29.51556000590508,high
SC,watches_gifts,Northeast,10,0.0,0.0,39.055,1.7108391203703706,39.055,0.0642343094879203,0.021892672606064208,0.6233378389336834,39.678337838933686,medium
MG,health_beauty,Northeast,40,0.05,0.025,23.255000000000003,2.0290798611111107,23.255000000000003,0.05101746156624658,0.04065159893029828,0.611397687181464,23.86639768718147,high
PR,health_beauty,South,128,0.09523809523809523,0.024,15.6,1.4637847222222222,15.6,0.036414435109178085,0.06354763004144001,0.6090536310806247,16.209053631080625,high
PR,health_beauty,Southeast,390,0.05912596401028278,0.030848329048843187,17.66,1.3077777777777777,17.66,0.03496771136195399,0.06354763004144001,0.597479841102832,18.257479841102832,high
SC,garden_tools,South,34,0.03571428571428571,0.03571428571428571,17.369999999999997,1.0078993055555556,17.369999999999997,0.06073507329315069,0.02061694417752368,0.5889653072328239,17.95896530723282,high
SC,garden_tools,Central-West,29,0.0,0.03571428571428571,1.2,1.6669560185185186,1.2,0.06073507329315069,0.02061694417752368,0.5889653072328239,1.7889653072328238,medium
SC,housewares,Central-West,25,0.0,0.0,36.51,1.1627199074074075,36.51,0.047105160291141555,0.040413899860415346,0.5789107816312091,37.088910781631206,medium
PR,sports_leisure,Central-West,81,0.012345679012345678,0.0375,25.63,1.1729050925925926,25.63,0.05066356189103038,0.033031110872583085,0.5704640494911585,26.200464049491156,high
MG,garden_tools,Central-West,42,0.023809523809523808,0.024390243902439025,38.25,1.9242418981481482,38.25,0.05034617917721702,0.025755298894095207,0.5315459278882122,38.78154592788821,high
SC,housewares,Southeast,210,0.04285714285714286,0.03333333333333333,22.5,1.0410590277777776,22.5,0.04010738619374895,0.040413899860415346,0.5229285888520683,23.022928588852068,high
SC,garden_tools,Southeast,58,0.0,0.03508771929824561,21.185000000000002,0.9013194444444445,21.185000000000002,0.05245988714639667,0.02061694417752368,0.5227638180587918,21.707763818058794,high
SC,sports_leisure,South,137,0.007462686567164179,0.03007518796992481,15.2,1.3527199074074074,15.2,0.04063279534207437,0.03430545030528002,0.496589614262995,15.696589614262994,high
MG,health_beauty,Southeast,308,0.039473684210526314,0.029900332225913623,15.39,1.21578125,15.39,0.03519735005198956,0.04065159893029828,0.4848367950674079,15.874836795067408,high
SC,watches_gifts,Southeast,166,0.01818181818181818,0.03636363636363636,17.72,2.0764699074074073,17.72,0.04413154808734246,0.021892672606064208,0.4625157477290607,18.18251574772906,high
PR,sports_leisure,Southeast,822,0.031862745098039214,0.030864197530864196,17.950000000000003,1.2091203703703703,17.950000000000003,0.032930543925998215,0.033031110872583085,0.4285999057709011,18.378599905770905,high
SC,watches_gifts,South,70,0.014285714285714285,0.014285714285714285,15.379999999999999,1.9427488425925925,15.379999999999999,0.036441043975890416,0.021892672606064208,0.40099171483744434,15.780991714837443,high
PR,sports_leisure,South,323,0.03115264797507788,0.015723270440251572,15.87,1.1572106481481481,15.87,0.02217084877469828,0.033031110872583085,0.3425223445605017,16.2125223445605,high
