scenario,policy,origin_week,target_week,horizon,region,service_gap
base,moving_average,2018-07-30,2018-08-13,3,Southeast,0.0
base,moving_average,2018-07-30,2018-08-20,4,Southeast,0.0
base,moving_average,2018-08-06,2018-08-06,1,Central-West,0.6
base,moving_average,2018-08-06,2018-08-13,2,Central-West,0.0
base,moving_average,2018-08-06,2018-08-20,3,Central-West,0.0
base,moving_average,2018-08-06,2018-08-27,4,Central-West,0.0
base,moving_average,2018-08-06,2018-08-06,1,North,24.6
base,moving_average,2018-08-06,2018-08-13,2,North,0.0
base,moving_average,2018-08-06,2018-08-20,3,North,0.0
base,moving_average,2018-08-06,2018-08-27,4,North,0.0
base,moving_average,2018-08-06,2018-08-06,1,Northeast,17.4
base,moving_average,2018-08-06,2018-08-13,2,Northeast,0.0
base,moving_average,2018-08-06,2018-08-20,3,Northeast,0.0
base,moving_average,2018-08-06,2018-08-27,4,Northeast,0.0
base,moving_average,2018-08-06,2018-08-06,1,South,0.0
base,moving_average,2018-08-06,2018-08-13,2,South,0.0
base,moving_average,2018-08-06,2018-08-20,3,South,0.0
base,moving_average,2018-08-06,2018-08-27,4,South,0.0
base,moving_average,2018-08-06,2018-08-06,1,Southeast,0.1
base,moving_average,2018-08-06,2018-08-13,2,Southeast,0.0
base,moving_average,2018-08-06,2018-08-20,3,Southeast,0.0
base,moving_average,2018-08-06,2018-08-27,4,Southeast,0.0
base,moving_average,2018-08-13,2018-08-13,1,Central-West,0.0
base,moving_average,2018-08-13,2018-08-20,2,Central-West,0.0
base,moving_average,2018-08-13,2018-08-27,3,Central-West,0.0
base,moving_average,2018-08-13,2018-09-03,4,Central-West,0.0
base,moving_average,2018-08-13,2018-08-13,1,North,0.7
base,moving_average,2018-08-13,2018-08-20,2,North,0.0
base,moving_average,2018-08-13,2018-08-27,3,North,0.0
base,moving_average,2018-08-13,2018-09-03,4,North,0.0
base,moving_average,2018-08-13,2018-08-13,1,Northeast,0.0
base,moving_average,2018-08-13,2018-08-20,2,Northeast,0.0
base,moving_average,2018-08-13,2018-08-27,3,Northeast,0.0
base,moving_average,2018-08-13,2018-09-03,4,Northeast,0.0
base,moving_average,2018-08-13,2018-08-13,1,South,0.3
base,moving_average,2018-08-13,2018-08-20,2,South,0.0
base,moving_average,2018-08-13,2018-08-27,3,South,0.0
base,moving_average,2018-08-13,2018-09-03,4,South,0.0
base,moving_average,2018-08-13,2018-08-13,1,Southeast,0.0
base,moving_average,2018-08-13,2018-08-20,2,Southeast,0.0
base,moving_average,2018-08-13,2018-08-27,3,Southeast,0.0
base,moving_average,2018-08-13,2018-09-03,4,Southeast,0.0
base,moving_average,2018-08-20,2018-08-20,1,Central-West,0.0
base,moving_average,2018-08-20,2018-08-27,2,Central-West,0.0
base,moving_average,2018-08-20,2018-09-03,3,Central-West,0.0
base,moving_average,2018-08-20,2018-09-10,4,Central-West,0.0
base,moving_average,2018-08-20,2018-08-20,1,North,0.0
base,moving_average,2018-08-20,2018-08-27,2,North,0.0
base,moving_average,2018-08-20,2018-09-03,3,North,0.0
base,moving_average,2018-08-20,2018-09-10,4,North,0.0
base,moving_average,2018-08-20,2018-08-20,1,Northeast,0.0
base,moving_average,2018-08-20,2018-08-27,2,Northeast,0.0
base,moving_average,2018-08-20,2018-09-03,3,Northeast,0.0
base,moving_average,2018-08-20,2018-09-10,4,Northeast,0.0
base,moving_average,2018-08-20,2018-08-20,1,South,0.0
base,moving_average,2018-08-20,2018-08-27,2,South,0.0
base,moving_average,2018-08-20,2018-09-03,3,South,0.0
base,moving_average,2018-08-20,2018-09-10,4,South,0.0
base,moving_average,2018-08-20,2018-08-20,1,Southeast,0.0
base,moving_average,2018-08-20,2018-08-27,2,Southeast,0.0
base,moving_average,2018-08-20,2018-09-03,3,Southeast,0.0
base,moving_average,2018-08-20,2018-09-10,4,Southeast,0.0
base,ridge,2018-05-28,2018-05-28,1,Central-West,0.0
base,ridge,2018-05-28,2018-06-04,2,Central-West,0.0
base,ridge,2018-05-28,2018-06-11,3,Central-West,0.0
base,ridge,2018-05-28,2018-06-18,4,Central-West,0.0
base,ridge,2018-05-28,2018-05-28,1,North,0.0
base,ridge,2018-05-28,2018-06-04,2,North,0.0
base,ridge,2018-05-28,2018-06-11,3,North,0.0
base,ridge,2018-05-28,2018-06-18,4,North,0.0
base,ridge,2018-05-28,2018-05-28,1,Northeast,0.0
base,ridge,2018-05-28,2018-06-04,2,Northeast,0.0
base,ridge,2018-05-28,2018-06-11,3,Northeast,0.0
base,ridge,2018-05-28,2018-06-18,4,Northeast,0.0
base,ridge,2018-05-28,2018-05-28,1,South,0.0
base,ridge,2018-05-28,2018-06-04,2,South,0.0
base,ridge,2018-05-28,2018-06-11,3,South,0.0
base,ridge,2018-05-28,2018-06-18,4,South,0.0
base,ridge,2018-05-28,2018-05-28,1,Southeast,0.0
base,ridge,2018-05-28,2018-06-04,2,Southeast,0.0
base,ridge,2018-05-28,2018-06-11,3,Southeast,0.0
base,ridge,2018-05-28,2018-06-18,4,Southeast,0.0
base,ridge,2018-06-04,2018-06-04,1,Central-West,0.0
base,ridge,2018-06-04,2018-06-11,2,Central-West,0.0
base,ridge,2018-06-04,2018-06-18,3,Central-West,0.0
base,ridge,2018-06-04,2018-06-25,4,Central-West,0.0
base,ridge,2018-06-04,2018-06-04,1,North,0.0
base,ridge,2018-06-04,2018-06-11,2,North,0.0
base,ridge,2018-06-04,2018-06-18,3,North,0.0
base,ridge,2018-06-04,2018-06-25,4,North,0.0
base,ridge,2018-06-04,2018-06-04,1,Northeast,0.0
base,ridge,2018-06-04,2018-06-11,2,Northeast,0.0
base,ridge,2018-06-04,2018-06-18,3,Northeast,0.0
base,ridge,2018-06-04,2018-06-25,4,Northeast,0.0
base,ridge,2018-06-04,2018-06-04,1,South,0.0
base,ridge,2018-06-04,2018-06-11,2,South,0.0
base,ridge,2018-06-04,2018-06-18,3,South,0.0
base,ridge,2018-06-04,2018-06-25,4,South,0.0
base,ridge,2018-06-04,2018-06-04,1,Southeast,0.0
base,ridge,2018-06-04,2018-06-11,2,Southeast,0.0
base,ridge,2018-06-04,2018-06-18,3,Southeast,0.0
base,ridge,2018-06-04,2018-06-25,4,Southeast,0.0
base,ridge,2018-06-11,2018-06-11,1,Central-West,10.6
base,ridge,2018-06-11,2018-06-18,2,Central-West,0.0
base,ridge,2018-06-11,2018-06-25,3,Central-West,0.0
base,ridge,2018-06-11,2018-07-02,4,Central-West,0.0
base,ridge,2018-06-11,2018-06-11,1,North,8.9
base,ridge,2018-06-11,2018-06-18,2,North,0.0
base,ridge,2018-06-11,2018-06-25,3,North,0.0
base,ridge,2018-06-11,2018-07-02,4,North,0.0
base,ridge,2018-06-11,2018-06-11,1,Northeast,41.6
base,ridge,2018-06-11,2018-06-18,2,Northeast,0.0
base,ridge,2018-06-11,2018-06-25,3,Northeast,0.0
base,ridge,2018-06-11,2018-07-02,4,Northeast,0.0
base,ridge,2018-06-11,2018-06-11,1,South,0.0
base,ridge,2018-06-11,2018-06-18,2,South,0.0
base,ridge,2018-06-11,2018-06-25,3,South,0.0
base,ridge,2018-06-11,2018-07-02,4,South,0.0
base,ridge,2018-06-11,2018-06-11,1,Southeast,0.4
base,ridge,2018-06-11,2018-06-18,2,Southeast,0.0
base,ridge,2018-06-11,2018-06-25,3,Southeast,0.0
base,ridge,2018-06-11,2018-07-02,4,Southeast,0.0
base,ridge,2018-06-18,2018-06-18,1,Central-West,0.0
base,ridge,2018-06-18,2018-06-25,2,Central-West,0.0
base,ridge,2018-06-18,2018-07-02,3,Central-West,0.0
base,ridge,2018-06-18,2018-07-09,4,Central-West,0.0
base,ridge,2018-06-18,2018-06-18,1,North,0.3
base,ridge,2018-06-18,2018-06-25,2,North,0.0
base,ridge,2018-06-18,2018-07-02,3,North,0.0
base,ridge,2018-06-18,2018-07-09,4,North,0.0
base,ridge,2018-06-18,2018-06-18,1,Northeast,0.3
base,ridge,2018-06-18,2018-06-25,2,Northeast,0.0
base,ridge,2018-06-18,2018-07-02,3,Northeast,0.0
base,ridge,2018-06-18,2018-07-09,4,Northeast,0.0
base,ridge,2018-06-18,2018-06-18,1,South,0.0
base,ridge,2018-06-18,2018-06-25,2,South,0.0
base,ridge,2018-06-18,2018-07-02,3,South,0.0
base,ridge,2018-06-18,2018-07-09,4,South,0.0
base,ridge,2018-06-18,2018-06-18,1,Southeast,0.0
base,ridge,2018-06-18,2018-06-25,2,Southeast,0.0
base,ridge,2018-06-18,2018-07-02,3,Southeast,0.0
base,ridge,2018-06-18,2018-07-09,4,Southeast,0.0
base,ridge,2018-06-25,2018-06-25,1,Central-West,0.0
base,ridge,2018-06-25,2018-07-02,2,Central-West,0.0
base,ridge,2018-06-25,2018-07-09,3,Central-West,0.0
base,ridge,2018-06-25,2018-07-16,4,Central-West,0.0
base,ridge,2018-06-25,2018-06-25,1,North,0.0
base,ridge,2018-06-25,2018-07-02,2,North,0.0
base,ridge,2018-06-25,2018-07-09,3,North,0.0
base,ridge,2018-06-25,2018-07-16,4,North,0.0
base,ridge,2018-06-25,2018-06-25,1,Northeast,0.0
base,ridge,2018-06-25,2018-07-02,2,Northeast,0.0
base,ridge,2018-06-25,2018-07-09,3,Northeast,0.0
base,ridge,2018-06-25,2018-07-16,4,Northeast,0.0
base,ridge,2018-06-25,2018-06-25,1,South,0.0
base,ridge,2018-06-25,2018-07-02,2,South,0.0
base,ridge,2018-06-25,2018-07-09,3,South,0.0
base,ridge,2018-06-25,2018-07-16,4,South,0.0
base,ridge,2018-06-25,2018-06-25,1,Southeast,0.0
base,ridge,2018-06-25,2018-07-02,2,Southeast,0.0
base,ridge,2018-06-25,2018-07-09,3,Southeast,0.0
base,ridge,2018-06-25,2018-07-16,4,Southeast,0.0
base,ridge,2018-07-02,2018-07-02,1,Central-West,0.0
base,ridge,2018-07-02,2018-07-09,2,Central-West,0.0
base,ridge,2018-07-02,2018-07-16,3,Central-West,0.0
base,ridge,2018-07-02,2018-07-23,4,Central-West,0.0
base,ridge,2018-07-02,2018-07-02,1,North,0.0
base,ridge,2018-07-02,2018-07-09,2,North,0.0
base,ridge,2018-07-02,2018-07-16,3,North,0.0
base,ridge,2018-07-02,2018-07-23,4,North,0.0
base,ridge,2018-07-02,2018-07-02,1,Northeast,0.0
base,ridge,2018-07-02,2018-07-09,2,Northeast,0.0
base,ridge,2018-07-02,2018-07-16,3,Northeast,0.0
base,ridge,2018-07-02,2018-07-23,4,Northeast,0.0
base,ridge,2018-07-02,2018-07-02,1,South,0.0
base,ridge,2018-07-02,2018-07-09,2,South,0.0
base,ridge,2018-07-02,2018-07-16,3,South,0.0
base,ridge,2018-07-02,2018-07-23,4,South,0.0
base,ridge,2018-07-02,2018-07-02,1,Southeast,0.0
base,ridge,2018-07-02,2018-07-09,2,Southeast,0.0
base,ridge,2018-07-02,2018-07-16,3,Southeast,0.0
base,ridge,2018-07-02,2018-07-23,4,Southeast,0.0
base,ridge,2018-07-09,2018-07-09,1,Central-West,0.0
base,ridge,2018-07-09,2018-07-16,2,Central-West,0.0
base,ridge,2018-07-09,2018-07-23,3,Central-West,0.0
base,ridge,2018-07-09,2018-07-30,4,Central-West,0.0
base,ridge,2018-07-09,2018-07-09,1,North,0.0
base,ridge,2018-07-09,2018-07-16,2,North,0.0
base,ridge,2018-07-09,2018-07-23,3,North,0.0
base,ridge,2018-07-09,2018-07-30,4,North,0.0
base,ridge,2018-07-09,2018-07-09,1,Northeast,0.0
base,ridge,2018-07-09,2018-07-16,2,Northeast,0.0
base,ridge,2018-07-09,2018-07-23,3,Northeast,0.0
base,ridge,2018-07-09,2018-07-30,4,Northeast,0.0
base,ridge,2018-07-09,2018-07-09,1,South,0.0
base,ridge,2018-07-09,2018-07-16,2,South,0.0
base,ridge,2018-07-09,2018-07-23,3,South,0.0
base,ridge,2018-07-09,2018-07-30,4,South,0.0
base,ridge,2018-07-09,2018-07-09,1,Southeast,0.0
base,ridge,2018-07-09,2018-07-16,2,Southeast,0.0
base,ridge,2018-07-09,2018-07-23,3,Southeast,0.0
base,ridge,2018-07-09,2018-07-30,4,Southeast,0.0
base,ridge,2018-07-16,2018-07-16,1,Central-West,0.1
base,ridge,2018-07-16,2018-07-23,2,Central-West,0.0
base,ridge,2018-07-16,2018-07-30,3,Central-West,0.0
base,ridge,2018-07-16,2018-08-06,4,Central-West,0.0
base,ridge,2018-07-16,2018-07-16,1,North,0.0
base,ridge,2018-07-16,2018-07-23,2,North,0.0
base,ridge,2018-07-16,2018-07-30,3,North,0.0
base,ridge,2018-07-16,2018-08-06,4,North,0.0
base,ridge,2018-07-16,2018-07-16,1,Northeast,0.1
base,ridge,2018-07-16,2018-07-23,2,Northeast,0.0
base,ridge,2018-07-16,2018-07-30,3,Northeast,0.0
base,ridge,2018-07-16,2018-08-06,4,Northeast,0.0
base,ridge,2018-07-16,2018-07-16,1,South,0.0
base,ridge,2018-07-16,2018-07-23,2,South,0.0
base,ridge,2018-07-16,2018-07-30,3,South,0.0
base,ridge,2018-07-16,2018-08-06,4,South,0.0
base,ridge,2018-07-16,2018-07-16,1,Southeast,0.0
base,ridge,2018-07-16,2018-07-23,2,Southeast,0.0
base,ridge,2018-07-16,2018-07-30,3,Southeast,0.0
base,ridge,2018-07-16,2018-08-06,4,Southeast,0.0
base,ridge,2018-07-23,2018-07-23,1,Central-West,45.0
base,ridge,2018-07-23,2018-07-30,2,Central-West,0.0
base,ridge,2018-07-23,2018-08-06,3,Central-West,0.0
base,ridge,2018-07-23,2018-08-13,4,Central-West,0.0
base,ridge,2018-07-23,2018-07-23,1,North,26.6
base,ridge,2018-07-23,2018-07-30,2,North,0.0
base,ridge,2018-07-23,2018-08-06,3,North,0.0
base,ridge,2018-07-23,2018-08-13,4,North,0.0
base,ridge,2018-07-23,2018-07-23,1,Northeast,112.7
base,ridge,2018-07-23,2018-07-30,2,Northeast,0.0
base,ridge,2018-07-23,2018-08-06,3,Northeast,0.0
base,ridge,2018-07-23,2018-08-13,4,Northeast,0.0
base,ridge,2018-07-23,2018-07-23,1,South,30.1
base,ridge,2018-07-23,2018-07-30,2,South,0.0
base,ridge,2018-07-23,2018-08-06,3,South,0.0
base,ridge,2018-07-23,2018-08-13,4,South,0.0
base,ridge,2018-07-23,2018-07-23,1,Southeast,11.0
base,ridge,2018-07-23,2018-07-30,2,Southeast,0.0
base,ridge,2018-07-23,2018-08-06,3,Southeast,0.0
base,ridge,2018-07-23,2018-08-13,4,Southeast,0.0
base,ridge,2018-07-30,2018-07-30,1,Central-West,0.0
base,ridge,2018-07-30,2018-08-06,2,Central-West,0.0
base,ridge,2018-07-30,2018-08-13,3,Central-West,0.0
base,ridge,2018-07-30,2018-08-20,4,Central-West,0.0
base,ridge,2018-07-30,2018-07-30,1,North,0.0
base,ridge,2018-07-30,2018-08-06,2,North,0.0
base,ridge,2018-07-30,2018-08-13,3,North,0.0
base,ridge,2018-07-30,2018-08-20,4,North,0.0
base,ridge,2018-07-30,2018-07-30,1,Northeast,0.1
base,ridge,2018-07-30,2018-08-06,2,Northeast,0.0
base,ridge,2018-07-30,2018-08-13,3,Northeast,0.0
base,ridge,2018-07-30,2018-08-20,4,Northeast,0.0
base,ridge,2018-07-30,2018-07-30,1,South,0.3
base,ridge,2018-07-30,2018-08-06,2,South,0.0
base,ridge,2018-07-30,2018-08-13,3,South,0.0
base,ridge,2018-07-30,2018-08-20,4,South,0.0
base,ridge,2018-07-30,2018-07-30,1,Southeast,0.0
base,ridge,2018-07-30,2018-08-06,2,Southeast,0.0
base,ridge,2018-07-30,2018-08-13,3,Southeast,0.0
base,ridge,2018-07-30,2018-08-20,4,Southeast,0.0
base,ridge,2018-08-06,2018-08-06,1,Central-West,0.0
base,ridge,2018-08-06,2018-08-13,2,Central-West,0.0
base,ridge,2018-08-06,2018-08-20,3,Central-West,0.0
base,ridge,2018-08-06,2018-08-27,4,Central-West,0.0
base,ridge,2018-08-06,2018-08-06,1,North,30.4
base,ridge,2018-08-06,2018-08-13,2,North,0.0
base,ridge,2018-08-06,2018-08-20,3,North,0.0
base,ridge,2018-08-06,2018-08-27,4,North,0.0
base,ridge,2018-08-06,2018-08-06,1,Northeast,56.0
base,ridge,2018-08-06,2018-08-13,2,Northeast,0.0
base,ridge,2018-08-06,2018-08-20,3,Northeast,0.0
base,ridge,2018-08-06,2018-08-27,4,Northeast,0.0
base,ridge,2018-08-06,2018-08-06,1,South,0.3
base,ridge,2018-08-06,2018-08-13,2,South,0.0
base,ridge,2018-08-06,2018-08-20,3,South,0.0
base,ridge,2018-08-06,2018-08-27,4,South,0.0
base,ridge,2018-08-06,2018-08-06,1,Southeast,0.0
base,ridge,2018-08-06,2018-08-13,2,Southeast,0.0
base,ridge,2018-08-06,2018-08-20,3,Southeast,0.0
base,ridge,2018-08-06,2018-08-27,4,Southeast,0.0
base,ridge,2018-08-13,2018-08-13,1,Central-West,0.0
base,ridge,2018-08-13,2018-08-20,2,Central-West,0.0
base,ridge,2018-08-13,2018-08-27,3,Central-West,0.0
base,ridge,2018-08-13,2018-09-03,4,Central-West,0.0
base,ridge,2018-08-13,2018-08-13,1,North,0.0
base,ridge,2018-08-13,2018-08-20,2,North,0.0
base,ridge,2018-08-13,2018-08-27,3,North,0.0
base,ridge,2018-08-13,2018-09-03,4,North,0.0
base,ridge,2018-08-13,2018-08-13,1,Northeast,0.1
base,ridge,2018-08-13,2018-08-20,2,Northeast,0.0
base,ridge,2018-08-13,2018-08-27,3,Northeast,0.0
base,ridge,2018-08-13,2018-09-03,4,Northeast,0.0
base,ridge,2018-08-13,2018-08-13,1,South,0.2
base,ridge,2018-08-13,2018-08-20,2,South,0.0
base,ridge,2018-08-13,2018-08-27,3,South,0.0
base,ridge,2018-08-13,2018-09-03,4,South,0.0
base,ridge,2018-08-13,2018-08-13,1,Southeast,0.0
base,ridge,2018-08-13,2018-08-20,2,Southeast,0.0
base,ridge,2018-08-13,2018-08-27,3,Southeast,0.0
base,ridge,2018-08-13,2018-09-03,4,Southeast,0.0
base,ridge,2018-08-20,2018-08-20,1,Central-West,0.5
base,ridge,2018-08-20,2018-08-27,2,Central-West,0.0
base,ridge,2018-08-20,2018-09-03,3,Central-West,0.0
base,ridge,2018-08-20,2018-09-10,4,Central-West,0.0
base,ridge,2018-08-20,2018-08-20,1,North,0.1
base,ridge,2018-08-20,2018-08-27,2,North,0.0
base,ridge,2018-08-20,2018-09-03,3,North,0.0
base,ridge,2018-08-20,2018-09-10,4,North,0.0
base,ridge,2018-08-20,2018-08-20,1,Northeast,0.0
base,ridge,2018-08-20,2018-08-27,2,Northeast,0.0
base,ridge,2018-08-20,2018-09-03,3,Northeast,0.0
base,ridge,2018-08-20,2018-09-10,4,Northeast,0.0
base,ridge,2018-08-20,2018-08-20,1,South,0.0
base,ridge,2018-08-20,2018-08-27,2,South,0.0
base,ridge,2018-08-20,2018-09-03,3,South,0.0
base,ridge,2018-08-20,2018-09-10,4,South,0.0
base,ridge,2018-08-20,2018-08-20,1,Southeast,0.0
base,ridge,2018-08-20,2018-08-27,2,Southeast,0.0
base,ridge,2018-08-20,2018-09-03,3,Southeast,0.0
base,ridge,2018-08-20,2018-09-10,4,Southeast,0.0
